"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg"
"Label","Control","Control","Control","Drought","Drought","Drought"
"M427.009T107.872","-0.48984694","-0.11687880","-0.07893631"," 0.39043784"," 0.38508703","-0.08986282"
"M699.093T985.159","-1.05561803"," 0.06902995","-0.10891165"," 0.35554722"," 0.25015961"," 0.48979291"
"M409.172T733.287","-0.09342301","-0.84258354","-0.03637397"," 0.17645544"," 0.45304946"," 0.34287562"
"M435.959T107.38","-0.88253569"," 0.10451087"," 0.19720466"," 0.39383629"," 0.23119546","-0.04421158"
"M676.309T1245.665","-0.604729631"," 0.062953492"," 0.001666005"," 0.195269468"," 0.404216407","-0.059375741"
"M338.162T1582.434","-0.25704684"," 0.19755684"," 0.08319914"," 0.22045221"," 0.47609090","-0.72025225"
"M265.261T1518.666","-0.05463805"," 0.22967056"," 0.11298240"," 0.15493792"," 0.23847618","-0.68142901"
"M339.058T415.891","-0.9475487","-0.1773466","-0.8464027"," 0.9505461"," 0.2258347"," 0.7949170"
"M448.965T106.062","-0.6953239"," 0.0936278"," 0.1852082"," 0.3122448"," 0.3118202","-0.2075771"
"M1354.628T902.5"," 0.01863134","-0.82491318"," 0.28714553"," 0.02426392"," 0.05434617"," 0.44052622"
"M241.108T881.116","-0.988083646"," 0.155596953","-0.003931638"," 0.638910114"," 0.252735963","-0.055227745"
"M418.894T1736.453","-0.1704435","-0.4163947","-0.1347952"," 0.1853825"," 0.6795144","-0.1432635"
"M562.892T1151.046","-0.4502570","-0.1749461","-0.1538704"," 0.5274445"," 0.3932449","-0.1416159"
"M319.076T917.392","-0.4531185","-1.2851749","-0.3818296"," 0.5550859"," 1.0200962"," 0.5449409"
"M405.167T106.416","-0.3169990","-0.5906916"," 0.1004680"," 0.3704318"," 0.2513169"," 0.1854739"
"M445.095T115.802","-0.34722246","-0.60921622"," 0.02721981"," 0.27854925"," 0.35456191"," 0.29610771"
"M309.465T1630.61","-0.003417348"," 0.221078590","-0.547011618"," 0.418736723"," 0.483839657","-0.573226004"
"M385.188T793.619","-0.15600477","-0.37124630"," 0.06730382"," 0.42096730","-0.06092743"," 0.09990738"
"M1243.514T983.057","-0.9250069","-0.5114655"," 0.3127694"," 0.3079782"," 0.5262874"," 0.2894374"
"M1105.431T888.552","-0.31184633","-0.66784892","-0.03330842"," 0.06236973"," 0.62796027"," 0.32267367"
"M697.905T994.286","-0.3337897","-0.3004011","-0.2943176"," 0.2828319"," 0.3345479"," 0.3111286"
"M401.05T875.074","-0.4567200","-0.8718223","-0.4928821"," 0.5530105"," 0.5253169"," 0.7430969"
"M731.208T950.406","-0.35869434","-0.54271565","-0.08014235"," 0.48975461"," 0.37111571"," 0.12068202"
"M470.098T771.956","-0.1963317","-0.3564511","-0.1280892"," 0.1442976"," 0.4180829"," 0.1184915"
"M377.049T427.197","-0.48559117","-0.48044670"," 0.31732643"," 0.37955955"," 0.02139475"," 0.24775714"
"M387.346T67.938"," 0.40704950","-0.26221588"," 0.37604026","-0.05932147"," 0.01222224","-0.47377465"
"M367.08T114.463","-0.42231586","-0.57854052"," 0.07220679"," 0.66935880"," 0.09148760"," 0.16780318"
"M401.049T776.54","-0.61228069","-0.37221392","-0.08686827"," 0.36129408"," 0.37418421"," 0.33588457"
"M323.019T128.103","-0.18580569","-0.56627632"," 0.09301881"," 0.29370479"," 0.28756258"," 0.07779583"
"M459.149T771.729"," 0.008784549","-0.226126301"," 0.195947130"," 0.325065054"," 0.269190129","-0.572860561"
"M507.151T845.473","-0.18609109","-0.76697584"," 0.06860127"," 0.61672671"," 0.17299522"," 0.09474372"
"M359.123T830.487"," 0.02475662","-1.08829681","-0.01615295"," 0.52482390"," 0.45664755"," 0.09822169"
"M549.174T847.493","-0.44198016","-0.35461251"," 0.10999281"," 0.06619775"," 0.54697518"," 0.07342693"
"M340.859T1719.351","-0.65916442","-0.31550188"," 0.21992776"," 0.21724974"," 0.57667285","-0.03918405"
"M702.25T942.066","-0.33946028","-0.64650265","-0.06931359"," 0.23838239"," 0.49714108"," 0.31975305"
"M453.035T765.753","-0.072482366","-0.136555549"," 0.254104674"," 0.453061984"," 0.003699725","-0.501828468"
"M329.089T195.942","-0.64452691","-0.12150311","-0.03501384"," 0.57115646","-0.07871801"," 0.30860541"
"M615.152T88.13"," 0.12174482","-0.14930723","-0.31946825"," 0.50385950","-0.09719344","-0.05963540"
"M399.092T115.22","-0.595301859","-0.232108295","-0.083563276"," 0.657529395"," 0.001242895"," 0.252201140"
"M1204.518T908.598"," 0.1383381","-0.7011913"," 0.2597200"," 0.5263734"," 0.3493964","-0.5726366"
"M519.896T67.425"," 0.6057143","-0.2985183"," 0.2982503"," 0.1152386","-0.3661972","-0.3544878"
"M447.222T1194.448","-0.1915188","-0.1827256","-0.7658235"," 0.2458191"," 0.5807308"," 0.3135180"
"M559.04T89.345"," 0.35720543","-0.33902850","-0.50158398"," 0.03026907"," 0.62450377","-0.17136579"
"M497.083T319.72"," 0.22960227","-1.35318132"," 0.03100882"," 0.21483672"," 0.61227016"," 0.26546335"
"M265.148T1629.604","-1.1396527"," 0.1835536"," 0.2319804"," 0.3894341"," 0.4448296","-0.1101450"
"M413.108T298.268","-0.8084606","-0.1530486"," 0.1675763"," 0.4272670"," 0.1662303"," 0.2004355"
"M434.871T1737.903"," 0.18031497","-0.55485405"," 0.01378209"," 0.27469548"," 0.05012346"," 0.03593806"
"M353.052T831.694"," 0.22746025","-0.96540649"," 0.60197113","-0.41704535"," 0.52071317"," 0.03230729"
"M775.338T1039.594","-0.6318500","-0.8031520"," 0.3222807"," 0.2301395"," 0.2745750"," 0.6080068"
"M429.074T115.482","-0.13644743","-0.50796188","-0.36450162"," 0.54994350"," 0.51227399","-0.05330656"
"M475.877T67.555","-0.2920419","-0.1825546"," 0.2366513"," 0.1472013"," 0.2332390","-0.1424951"
"M809.324T904.082","-0.18192107","-0.96108609"," 0.05629767"," 0.21507324"," 0.52332238"," 0.34831387"
"M438.263T1164.917"," 0.21252223"," 0.08381906","-0.78918360"," 0.57320388"," 0.27500064","-0.35536221"
"M313.094T115.286","-0.51154272","-0.11873677"," 0.21698139"," 0.31242618"," 0.19535801","-0.09448609"
"M515.105T113.414","-0.44096342","-0.12299432"," 0.03888831"," 0.56570873","-0.44509129"," 0.40445198"
"M285.909T1803.837","-0.38481017","-0.02452531","-0.07444838"," 0.21793916"," 0.52445381","-0.25860910"
"M447.05T875.673","-0.5547767","-0.6313582","-0.4505610"," 0.5347091"," 0.5888506"," 0.5131362"
"M795.198T1006.041","-0.286258241","-0.203744304","-0.481558320"," 0.006301139"," 0.994705168","-0.029445442"
"M321.216T1624.59","-0.32950292","-0.02018184","-0.13129375"," 0.48940539"," 0.34312723","-0.35155410"
"M615.195T761.983","-0.20082179","-0.36422542"," 0.03721745","-0.42416770"," 0.22059843"," 0.73139903"
"M643.188T893.85","-0.26345404"," 0.03919068","-0.34084690"," 0.21925396"," 0.56619293","-0.22033663"
"M293.177T1149.195","-0.56138265"," 0.08585813"," 0.17834816"," 0.60271051"," 0.26827287","-0.57380702"
"M289.886T1868.955","-0.493148575","-0.270791199","-0.007537249"," 0.497680737"," 0.450957800","-0.177161514"
"M269.15T1584.952","-0.111194951"," 0.202480195"," 0.179337692","-0.009590053"," 0.541158406","-0.802191289"
"M246.886T1784.096","-0.3678149","-0.1317457"," 0.1511348"," 0.1120825"," 0.5105582","-0.2742149"
"M1614.109T935.709","-0.1372072","-0.7300805","-0.1395239"," 0.2373904"," 0.3896826"," 0.3797387"
"M467.051T320.771"," 0.03592730","-0.29024543","-0.29818582"," 0.08710083"," 0.78910967","-0.32370656"
"M293.179T1541.097","-0.21890042"," 0.03862481","-0.25432793"," 0.35298296"," 0.25902600","-0.17740542"
"M265.426T1576.148","-0.4655788","-0.4087909"," 0.5920541","-0.1950832"," 0.7448428","-0.2674440"
"M707.828T66.684","-0.37939139","-0.10275888"," 0.73069415","-0.02311306"," 0.08598109","-0.31141192"
"M372.9T1734.569","-0.1400879","-0.1038791","-0.2888774"," 0.4059039"," 0.3762785","-0.2493381"
