"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M377.325T1390.374","308802.1344","319942.688","151000","652010","102209.9939","330325.129","149394.789","518405.165","247000","247619.546","777000","171000","190429.554","184561.5957","309021.768","190907.659","166691.94","308000"
"M605.428T1389.921","317544.8084","294446.4938","579000","375223.538","211491.2091","526694.339","557470.264","390187.616","394000","293319.498","418000","514000","473525.931","668794.5367","525519.44","770835.314","447798.993","397000"
"M907.627T1557.26","11154.4573","68177.659","32900","26706.405","90383.2103","43337.167","42954.924","29051.403","77300","113255.886","15800","26600","12271.801","14243.8427","89052.194","31736.322","62270.986","97500"
"M897.571T1491.061","22278.3665","231712.4212","66000","41302.559","433480.4889","135152.307","96269.533","39159.889","450000","2385235.025","40400","83900","41257.434","33391.7551","381665.954","69081.687","107509.154","285000"
"M925.592T1490.371","12664.4858","78010.6233","54300","29664.074","77563.7453","44903.68","31007.982","28914.463","77700","166225.991","29300","31200","36651.539","19890.4194","72798.892","40642.452","39389.25","81800"
"M672.592T1624.962","210822.12","392139.4992","229000","73540.347","730732.6788","261489.344","44424.57","107899.083","503000","145851.69","223000","183000","78364.862","89807.119","171666.659","77466.34","63468.526","298000"
"M299.109T1591.154","154967.775","218909.844","164000","159163.524","241686.5613","144886.98","133284.37","148441.346","180000","148002.848","157000","149000","148304.596","187201.9805","436129.636","158282.372","175394.598","217000"
"M898.573T1506.898","12701.6931","143423.1559","39200","25043.787","253813.0842","94519.614","46124.127","31425.431","280000","1241133.372","23500","58500","25940.905","13216.1756","232113.585","22717.726","80587.125","174000"
"M628.514T1473.756","62235.8812","83230.2603","225000","78756.574","202758.526","60715.106","76300.966","85137.417","141000","125862.221","63500","168000","128562.401","80562.001","168881.047","157640.934","111852.762","151000"
"M505.253T1389.277","204308.8369","322911.8368","246000","180366.937","110124.1613","442991.004","328162.794","258716.482","389000","296925.446","414000","384000","481787.957","140217.8806","146669.759","342551.766","408561.51","177000"
"M603.466T1540.694","65873.2401","61496.7568","86500","84579.983","259397.3426","79341.582","56805.972","81955.005","126000","39231.899","40400","91200","69249.854","82667.8059","192025.635","60771.12","43728.779","144000"
"M511.378T1591.725","68211.1432","434181.8729","97000","80643.109","529188.9979","90261.485","87901.606","109840.653","130000","107949.362","79100","114000","88578.688","82524.8331","925701.835","120390.863","78973.621","180000"
"M565.563T1608.07","153409.3937","210080.1395","199000","171957.971","152529.6501","201341.85","298963.963","164494.079","315000","129750.713","175000","394000","156304.788","137010.6189","203752.365","312480.398","177202.447","293000"
"M646.595T1557.26","25485.0927","53602.0145","46700","41530.517","42270.8309","65684.969","35987.585","35660.135","51900","27776.64","39300","49300","45361.415","39733.9939","23424.383","35290.933","34083.361","59900"
"M861.571T1506.859","14506.6875","51868.2274","27900","48126.226","53526.9306","32491.474","32850.584","46133.96","55100","125177.013","25900","23100","39823.554","39748.479","39047.195","49446.123","27721.83","43300"
"M511.372T1473.254","116166.188","421117.801","160000","118630.969","1038927.29","151839.729","132526.602","160464.416","152000","184163.592","149000","139000","171298.011","94579.6281","943813.41","152193.459","123976.992","223000"
"M628.526T1540.694","63580.1065","209847.3835","534000","97828.83","184696.3413","89159.598","83095.673","103915.214","115000","135598.263","92500","194000","125394.84","68156.4963","260820.51","121278.392","81818.932","149000"
"M311.153T1423.174","263180.2599","374005.0964","266000","289461.854","261597.3093","274054.81","321993.164","310929.412","279000","454206.727","228000","247000","281807.555","259495.8986","265470.574","255934.911","298722.115","255000"
"M515.356T1423.01","159535.2539","272706.3631","307000","248181.411","141599.9918","254336.539","214023.327","304832.434","185000","203334.968","247000","209000","235180.182","125743.8836","220195.977","206421.886","249728.647","219000"
"M602.509T1557.998","64188.9784","132551.0578","145000","155625.388","475488.2021","120753.356","70167.072","138428.226","198000","54191.129","69400","202000","101459.088","130894.679","316250.038","150654.471","74219.832","173000"
"M893.613T1591.283","28190.0188","59473.3761","33800","46181.082","99758.6463","49932.857","50935.144","38771.257","76500","332604.154","48900","34000","49247.746","34973.2711","89484.209","20488.14","41172.566","87800"
"M841.605T1491.422","20263.9799","66642.2423","32400","52740.708","72848.7688","64329.685","94070.942","46998.968","81900","198349.368","24000","34600","80020.096","28231.8941","94590.343","45034.9","79821.901","109000"
"M427.285T1591.149","46269.1423","63778.3792","40500","57348.586","63125.4352","48381.472","41728.96","72342.953","67000","34181.025","39400","40800","40342.754","58763.1423","76127.938","45979.097","56894.275","35100"
"M536.576T1574.556","2451.879","108367.7327","33300","27870.345","15501.727","58057.009","25534.284","23913.87","66900","17266.377","14400","17000","7079.647","18478.9528","23646.546","97616.053","15023.856","39100"
"M628.529T1624.373","37500.2752","151255.4423","413000","59715.716","95022.1837","51475.421","38980.46","54749.425","72600","66772.644","50400","136000","63634.778","29484.7294","199474.376","67180.439","53555.76","76700"
"M534.319T1540.699","40254.0735","52920.0792","61700","47831.464","75112.5207","36684.827","37045.732","40181.384","64500","124814.251","54000","42500","43149.471","34027.6798","44429.277","55075.392","42611.587","53700"
"M1131.542T920.434","16712.0338","44349.2786","57700","44990.594","7690.0367","65488.266","95671.176","34014.859","99300","40306.723","51000","87000","81596.726","12016.3758","44744.533","44459.651","45148.498","62900"
"M425.376T1574.185","103837.1007","191417.0247","136000","85526.21","188338.939","188134.203","126426.019","111413.982","187000","146922.535","92400","166000","119653.136","101306.9109","209201.784","114403.134","113262.648","206000"
"M588.498T1591.739","49892.9381","103683.0097","192000","57526.914","622730.0608","74260.331","48268.934","81104.29","76300","47328.875","37200","211000","65222.287","61382.7474","659668.033","42978.424","38144.508","188000"
"M281.915T1831.297","209906.4748","215971.4911","250000","213830.68","257832.4695","236052.887","230007.273","224246.055","240000","236354.551","225000","239000","191592.962","193760.7802","248705.2","238405.665","220704.716","251000"
"M635.243T900.968","16971.7742","159171.2144","106000","158145.789","11554.8168","201492.859","123148.941","125751.157","151000","108774.617","215000","111000","145483.789","17361.4184","197202.802","128443.361","109260.761","157000"
"M829.58T1573.977","40346.5513","56725.8264","45500","43925.548","97451.5802","33228.565","54391.879","48992.12","64500","116844.985","43400","44700","47190.305","55674.3509","75378.874","63440.399","55875.256","61000"
"M845.591T1540.701","26436.6344","65924.3097","36500","38014.02","98393.879","55231","42356.54","28548.838","68500","147510.537","25500","31500","43716.373","41266.4342","76301.11","46202.525","50548.466","81000"
"M886.576T1624.867","5875.155","42218.8685","9610","12588.564","40731.9675","21128.167","17664.158","7859.332","33500","122191.979","11400","22900","11948.347","15579.5555","45777.793","13850.07","15676.354","38700"
"M882.581T1540.697","12834.5029","177479.973","41700","31218.963","318497.9549","82509.675","53390.643","53485.819","187000","1680463.238","18000","47500","26803.295","11666.4231","188622.227","42191.845","45114.312","118000"
"M628.513T1455.855","59686.1084","84401.3892","217000","89477.372","206583.7231","56144.596","115849.678","94916.085","145000","120580.223","80500","150000","129748.358","76727.3353","137483.449","149977.359","127667.271","135000"
"M1035.703T1411.385","3062.578","45641.3907","15900","4473.521","131542.3867","21322.711","4821.979","10723.206","51200","276130.515","612.5156","18900","13611.613","11319.7133","114477.227","12716.754","16021.299","62900"
"M881.576T1491.938","28326.7918","279586.0447","80600","50862.402","564953.0337","135882.753","88269.053","69332.262","372000","2901000.503","33900","66700","44508.426","40050.0309","372537.461","61596.995","114622.491","228000"
"M641.509T1471.536","37679.7037","344530.8763","56600","79674.938","217331.0413","68564.483","58662.429","95514.292","144000","44157.634","77900","63500","73679.063","53858.2641","472299.965","97318.438","48105.076","121000"
"M434.105T1421.35","37100.9429","112218.5255","74600","59330.875","147088.0543","89560.116","61103.779","50641.228","105000","65385.596","54200","74100","55709.154","54762.5449","168676.602","32314.825","61125.299","121000"
"M395.294T1607.927","96257.1296","115049.1754","110000","88405.99","108546.4836","89639.352","71439.234","96991.274","121000","41472.707","98100","102000","90446.259","98630.7747","136001.106","87641.605","93955.091","107000"
"M609.518T1624.418","54735.6979","62616.9089","59900","56540.859","60609.9359","55474.255","35151.344","60977.184","62300","53759.67","53900","98700","72865.323","37909.5555","73531.533","61880.592","53509.726","63200"
"M426.382T1540.699","67893.0136","98631.6464","86700","76841.956","133506.3034","93288.444","78224.134","80645.401","96900","63669.495","79200","77000","73644.501","50631.902","75144.336","57733.964","54547.204","107000"
"M902.575T1473.64","12899.8977","74326.8914","46300","29994.234","70981.0407","31352.637","50787.644","15370.945","98100","147918.125","44000","39000","34160.948","26700.7535","85679.927","56411.475","54785.909","84700"
"M650.569T1641.124","11172.7841","55541.3153","28000","4275.361","6866.7178","5384.949","3598.84","2867.385","11200","12411.805","15200","10400","21278.594","3260.3463","10637.844","12121.272","9271.595","9510"
"M999.709T1492.083","8064.3697","70177.9279","23000","21560.141","90586.684","37174.902","13658.249","25295.881","46900","237979.854","15700","21000","25613.622","21911.2476","42098.847","28238.588","14010.728","68300"
"M672.565T1621.712","197606.6429","375371.7379","202000","60860.211","655655.4769","261870.146","47374.063","94352.52","411000","145829.569","202000","186000","62359.397","80394.501","173281.764","81368.243","63474.747","245000"
"M966.708T1619.342","8964.3019","26969.8508","22300","11038.876","139448.5271","5281.421","20143.958","21517.581","7640","137257.12","2620","13500","5839.573","12028.956","25011.435","11236.845","22414.314","34900"
"M897.572T1523.593","22277.0351","253247.1594","65900","44538.337","447092.9343","129557.007","100765.678","42432.078","469000","2469417.912","43800","84000","48268.67","35842.1734","387703.507","69130.211","110790.324","290000"
"M943.585T1584.638","6848.035","48803.0442","11000","25006.902","53042.3994","35516.068","10530.747","5297.155","38500","188767.41","8110","16600","19668.555","2534.6334","44476.98","4769.47","19328.364","33300"
"M1009.698T1619.342","15875.7246","133393.6537","40000","47063.201","113987.6888","42566.166","55598.327","13700.24","82200","322735.52","2560","49600","77531.556","14379.3325","114871.603","24404.16","57021.517","188000"
"M385.291T1372.761","453047.4675","576945.109","420000","687537.917","459123.8842","1293301.375","523544.617","503412.139","614000","392823.798","891000","488000","354979.409","568621.9859","743788.22","562914.962","386425.724","816000"
"M336.324T1558.832","129815.2375","354453.5024","123000","363256.961","100680.5676","164272.843","82373.52","313953.981","98500","395312.686","203000","112000","126963.902","74082.8903","120048.519","91791.565","242882.742","269000"
"M377.324T1406.262","312515.6459","366379.2006","167000","689321.853","114230.4933","653886.645","219346.621","581064.642","276000","292035.615","838000","187000","223526.228","189555.2141","326840.427","210317.272","203032.512","315000"
"M672.566T1593.359","244248.3985","425785.7772","275000","102133.379","783762.3803","422613.147","72741.032","133790.742","748000","203632.53","286000","265000","107705.924","107290.9361","217858.959","105287.418","99914.178","383000"
"M297.239T1372.882","213827.1702","218249.4747","281000","225603.265","256674.1534","520130.089","262541.423","211877.598","283000","219231.181","242000","273000","218816.055","319206.7709","451518.575","261992.376","231260.175","388000"
"M383.32T1400.494","224280.5727","226979.2237","263000","276959.304","182528.6933","328353.089","273659.336","244316.07","272000","268648.711","268000","252000","249550.28","214599.5414","278563.603","264499.521","258379.705","274000"
"M874.548T1573.977","22031.803","102589.1432","48200","53655.318","147849.4668","57828.279","63773.657","45287.373","97900","111249.635","35900","51800","44357.66","30284.544","103529.235","48546.956","50760.075","114000"
"M433.101T1293.719","204735.9789","386567.0207","228000","191328.015","599900.7081","296150.771","190714.65","179986.083","352000","204549.542","2e+05","215000","159039.301","190448.3064","488532.621","174867.112","212283.992","352000"
"M747.513T1691.813","30616.712","153766.1466","41200","34375.155","56693.9093","57463.47","39428.932","38766.968","143000","83246.484","42000","51900","37254.942","21676.3735","59975.873","35735.947","45857.073","123000"
"M606.449T1440.513","134129.4258","177924.6903","379000","185003.234","94140.5164","235503.187","267208.482","216642.357","246000","173080.822","210000","266000","229227.134","250468.3854","237920.089","354773.166","190479.759","196000"
"M569.45T1658.237","44413.6409","99152.1094","49900","35847.121","70510.2","41817.146","34321.299","42299.177","62800","29684.21","40400","48800","46481.941","46569.7476","238843.443","51062.551","45261.726","83700"
"M671.547T1376.163","172815.108","406913.3011","128000","121370.753","1054661.621","1019444.8","114319.957","122729.59","1830000","111514.495","148000","141000","142443.209","64050.4831","365270.54","145591.42","121910.822","753000"
"M267.266T1423.012","54123.6719","68028.8096","65800","42285.631","66469.0829","64254.085","44792.183","47445.539","80000","41996.079","46800","64700","43484.815","47276.9032","65512.213","59109.105","45508.651","67300"
"M389.258T1456.786","144857.8668","184745.5905","190000","148130.387","165537.6494","165066.799","178583.598","157637.102","187000","157925.042","172000","179000","164992.123","137914.9057","165541.674","181426.219","150714.181","169000"
"M993.706T1608.07","9635.7852","49904.8227","21300","10804.068","129490.7724","24950.028","71296.445","18955.477","70900","122853.164","11000","19100","27017.911","10023.576","53110.884","7855.513","68050.684","57200"
"M997.698T1423.395","554","63020.0635","21800","30974.538","36278.743","37427.294","33606.634","9871.032","45400","84831.447","2770","16900","45520.328","4398.976","47452.11","22601.149","27939.855","66300"
"M495.275T1540.43","110821.613","147725.3143","136000","144654.375","125141.8104","95881.918","122583.727","136025.097","146000","94320.267","102000","120000","136636.783","107537.1758","120075.741","122149.103","109969.825","108000"
"M903.583T1523.593","17874.0099","72743.2794","37500","38527.272","69290.3979","43754.205","69493.068","51042.639","57700","186969.557","30400","35200","69976.088","26247.4567","80707.723","39602.878","70240.591","93400"
"M658.506T1373.389","46828.4297","55270.2325","58300","84730.847","26083.0412","99987.929","63312.892","88038.465","75800","50218.261","123000","69100","66506.267","41672.4354","87963.509","77877.738","47199.064","85700"
"M297.24T1355.686","200978.4312","207313.3644","247000","197835.932","225648.482","491803.002","257232.206","194636.96","255000","198115.269","231000","258000","208057.422","297991.6109","417948.201","271784.072","205441.118","373000"
"M297.24T1406.34","255479.231","251472.9889","297000","244942.719","292077.8825","547058.73","294657.031","249559.279","301000","233465.19","270000","306000","271384.11","362568.7536","487535.859","326420.605","253022.476","423000"
"M530.463T1607.833","16785.3742","133941.9255","73300","19390.711","76720.0907","39942.203","23469.41","16605.506","35600","35703.842","22400","72300","20567.965","12232.3","245199.559","16851.962","33482.501","176000"
"M999.712T1456.932","8064.9888","70203.6734","23000","19011.105","90615.5754","37227.958","13679.537","22294.384","46900","224484.573","15700","18900","22620.732","21903.588","42098.849","28245.346","14019.484","57700"
"M589.492T1590.788","24639.6808","48484.1943","81200","53220.462","239838.8181","41998.219","27700.193","56083.61","52000","47577.886","39700","157000","46172.166","11724.6823","301282.736","85261.911","71749.257","130000"
"M834.484T1538.362","10650.635","20305.5134","29200","19622.804","13463.0547","23721.522","21397.01","7669.253","33300","14943.526","16100","27400","20062.637","10170.5887","136437.002","20088.092","12372.873","25700"
"M915.58T1520.804","21000.6612","124327.9749","47200","69308.677","157695.7467","72981.597","66467.093","79569.869","201000","632939.255","47100","50800","76013.014","45780.9955","192319.031","80860.096","76690.569","165000"
"M508.544T1507.08","17237.0323","20614.0605","11700","19969.646","25321.4729","22429.272","5022.217","14839.907","22100","18584.575","11600","15700","7674.702","12702.553","14012.188","2291.79","15194.424","11100"
"M916.596T1474.354","5176.4127","63724.9512","35300","44502.664","96342.8328","62531.912","39504.998","33184.408","97700","230937.179","21100","43600","39852.865","31272.5108","104035.659","58694.001","52155.478","95100"
"M931.575T1641.676","484","35838.7276","18200","4914.933","42900.7766","18606.34","10035.614","11065.249","45200","135255.886","2420","14000","6108.513","6321.0022","35489.038","18084.687","14424.776","30600"
"M219.938T1831.409","58195.6511","78718.8647","77800","65155.157","82338.93","90886.227","43472.732","73285.29","62400","63242.405","64700","73600","63638.876","64257.0807","76248.491","56333.095","72066.475","77500"
"M697.596T1595.75","53517.223","76818.3212","183000","48991.178","124517.8531","34456.673","114983.584","47931.803","41100","52242.959","65500","67600","36918.064","58446.566","84072.603","38752.106","48873.722","105000"
"M627.494T1593.359","40620.6056","358436.104","170000","83824.427","182335.1167","147841.711","65100.384","81396.875","86000","152565.005","71500","166000","74051.385","34023.6572","109435.016","102198.611","54873.185","117000"
"M876.617T1570.854","43977.0797","91509.8304","34500","44911.116","99711.3","61004.476","47524.838","49520.517","103000","394838.936","39200","49300","36984.43","41741.6798","83157.093","36866.502","45268.712","86200"
"M465.265T1237.073","107135.9163","146463.6862","159000","158988.966","42836.1105","242014.038","261681.816","201901.283","236000","203943.557","230000","234000","262652.716","81968.7926","235810.566","207875.858","178654.975","180000"
"M643.521T1591.044","63419.5173","722989.2314","253000","91586.906","933292.1704","119968.442","106325.53","77448.09","154000","110741.843","96000","265000","95439.482","75930.2394","681881.594","86552.988","69996.487","657000"
"M427.299T1439.847","151246.582","216260.0174","177000","222837.262","179585.0245","281044.151","185609.921","192864.657","186000","175089.892","254000","182000","184607.179","178104.4135","231326.009","220392.297","201808.607","219000"
"M530.464T1557.882","21529.163","223816.2795","76300","19394.341","130424.7226","42597.879","26552.916","16618.603","59600","38535.689","22400","91100","20567.265","12256.353","332949.207","21019.141","43030.531","183000"
"M688.591T1657.822","17128.3834","72995.4655","21900","29251.236","90633.8649","28879.177","33043.164","5133.244","39800","16464.005","28000","40800","20534.711","22437.9422","30032.144","8485.575","13096.099","69500"
"M736.523T1710.061","47409.9849","26554.0446","213000","93050.906","20659.8462","31653.297","132581.388","80685.937","29400","199371.276","58300","258000","104949.81","77926.3496","31986.404","99964.26","165782.159","47800"
"M875.59T1584.638","28990.5869","101803.3501","43700","45893.619","57867.1725","54025.337","60511.255","41579.509","91300","178460.453","31500","54800","40105.435","43851.7778","84023.658","34506.209","74371.688","96000"
"M943.588T1518.016","6850.3802","46585.9835","13700","20899.571","50180.4766","38829.665","14762.547","5302.366","32100","181400.872","5450","14400","19693.703","1060.4732","52241.767","11519.767","18441.828","37400"
"M666.518T1659.646","22791.3057","156641.7256","50900","36933.226","252187.7137","48968.357","8840.328","39989.544","48000","29501.482","37500","69600","46208.022","30923.3682","141602.444","43435.916","33562.829","226000"
"M309.294T1456.538","61486.6333","61989.7817","56200","75776.274","71502.0601","132165.022","77102.147","78814.394","59400","70880.211","105000","72800","58467.469","62064.2807","92004.552","72764.783","60568.966","110000"
"M645.592T1558.721","47579.788","32754.974","68300","76712.108","49106.2589","118442.02","48192.676","62649.415","112000","58172.165","38700","82700","92964.953","82073.8562","10978.094","68903.407","42916.197","111000"
"M876.605T1557.26","26710.5896","68444.8893","26200","32189.34","79209.1366","44162.765","29890.478","33012.749","72900","329915.472","27700","31800","30495.607","27894.3239","59777.868","25023.239","25153.115","66500"
"M276.933T414.788","37349.7704","37662.5872","38500","41902.757","35835.1197","29579.366","29158.366","30236.043","30400","44103.454","29600","33900","42640.748","37145.7672","33077.59","40684.885","35783.918","48800"
"M327.179T1358.969","212969.5248","203330.9345","221000","243094.682","193013.4609","198827.749","258861.619","248497.202","217000","197306.878","236000","210000","233056.698","189080.6176","222863.909","205305.007","215400.161","203000"
"M995.707T1642.868","4563.0723","25671.2164","13200","2693.457","32871.8618","17819.929","13397.575","2260.35","16400","76023.84","6250","5520","7081.688","5221.4459","23502.986","6163.881","23424.2","58000"
"M299.109T1514.352","309596.5385","399676.3077","344000","335892.868","439612.6857","347578.418","325182.971","324249.805","369000","312297.982","323000","319000","310495.234","334296.7653","445680.491","291462.779","321063.935","397000"
"M373.363T1621.4","72247.6207","87549.1641","90000","73012.056","113432.337","93469.458","74902.235","79577.26","110000","76128.891","77200","76800","74676.888","74369.0746","118140.48","76255.216","81416.942","93300"
"M672.569T1574.276","268393.6725","429158.3293","270000","114980.949","790330.7049","470964.307","76316.697","150208.757","836000","229893.342","298000","282000","122070.557","115485.1025","215467.347","158446.437","110157.092","380000"
"M385.183T1625.289","146251.8965","157535.1306","171000","124459.204","168877.8653","112115.606","149807.696","144446.726","162000","113976.735","152000","183000","126498.085","193346.2781","330358.634","164455.506","167239.358","246000"
"M356.286T1369.526","187533.5588","289960.0555","131000","375289.115","114867.0469","421076.592","159906.343","328549.867","186000","159045.256","376000","142000","145888.734","212023.9282","249006.452","183389.633","112951.447","262000"
"M536.575T1540.7","1415.8666","101759.8733","31300","27870.281","12344.5208","48806.785","25473.122","21209.463","51800","14778.382","11300","14900","7079.333","15439.1128","19523.597","74591.656","12016.178","25500"
"M645.59T1576.223","53050.8679","45608.053","78100","82560.706","59895.1159","134911.927","51430.604","62696.98","116000","81199.167","49900","99800","97235.58","94058.5595","15196.761","70940.287","55950.922","115000"
"M708.511T1644.207","83741.5604","130054.0847","99700","70049.706","86281.8536","69231.027","70941.912","91180.386","81200","76913.073","85000","78400","94210.28","79632.4744","246619.525","92886.897","69477.058","131000"
"M916.584T1523.593","5173.6675","72015.047","39600","55287.639","111761.0709","64192.799","45763.745","33812.357","108000","360327.865","21100","47100","42409.585","33663.2812","110483.417","59782.212","52215.227","106000"
"M490.399T1605.092","74963.4813","377426.1646","83300","95371.327","163899.9144","96431.48","69277.173","85288.85","98000","70634.437","96700","85100","51201.819","82221.9032","534866.944","94992.95","76707.364","113000"
"M588.498T1608.622","66860.3684","128841.0251","224000","72305.408","707882.6788","80513.86","58816.002","84867.776","97300","66374.737","60000","228000","81282.082","84706.9229","712263.753","59196.918","50257.191","249000"
"M716.614T1523.905","21054.845","64852.3238","41700","27731.476","93185.8359","75297.597","19069.738","10642.355","143000","15984.536","30600","20700","35363.115","18861.554","26827.729","33478.267","8459.554","53900"
"M1011.712T1478.407","1532.5512","88379.5166","15900","21044.322","132555.0969","40224.926","28554.805","1532.5512","58100","391126.359","8340","26000","33862.502","7662.756","75575.504","19603.53","31039.923","96600"
"M1018.708T1492.083","418.101","17762.5665","9310","5659.332","14806.511","3686.278","418.101","4429.975","11200","364713.328","418.101","2970","2984.677","418.101","23701.666","2090.505","8160.286","30500"
"M530.464T1642.868","16782.2178","115885.0427","64100","21510.623","76720.0907","39942.203","23469.41","16601.175","35600","38170.59","19100","72300","20574.55","12223.7355","245199.559","16851.962","33482.501","176000"
"M572.502T1624.418","21270.214","25525.2964","24800","17300.191","30079.0347","23128.808","13328.723","23104.033","24900","12261.474","25200","10200","17688.049","14359.5026","31076.022","14350.759","14497.429","20600"
"M1002.709T1624.867","6714.3818","11560.7289","5460","5116.65","23768.1004","2521.393","13832.757","13673.534","17600","207175.706","5050","15800","12749.804","504.2786","26833.313","11972.081","20308.191","22800"
"M669.562T1624.559","77672.6016","124359.9868","185000","97865.827","112516.2246","82034.788","89255.332","96450.225","134000","82197.756","90300","141000","152135.013","74306.5594","213995.17","113216.553","100227.563","118000"
"M627.535T1557.388","51653.7362","397277.6716","229000","91424.963","241365.3756","161743.266","76751.741","123693.75","107000","201650.458","85900","197000","133505.53","39593.2249","147244.229","127245.05","61756.128","187000"
"M875.588T1557.588","28988.9001","101803.3501","43700","45893.619","57873.6415","54025.337","60511.255","41579.509","91300","178751.954","31500","54800","40107.386","43843.3981","84023.658","34506.209","74371.688","96000"
"M628.528T1608.773","42938.4281","158993.0043","416000","66102.17","94996.2604","61053.226","38796.487","59801.524","70000","76980.331","56700","148000","73397.183","33376.5809","216509.498","77990.288","58205.273","92500"
"M566.557T1576.856","59468.8455","72704.6402","56400","52776.254","106075.819","50355.518","67500.83","64969.043","46000","71393.115","44900","54400","53343.801","48778.6786","58943.545","57090.695","46584.205","47100"
"M694.551T1421.645","129334.1276","134427.625","175000","125722.439","108094.1177","211774.617","98294.757","154778.808","533000","117836.979","149000","87100","130710.636","52473.9001","223901.733","80051.193","124567.961","204000"
"M514.42T1557.571","77652.0449","135230.9489","87000","84632.024","96491.8917","79306.768","74823.572","84435.288","89200","65318.982","74800","98400","92248.804","67016.1541","189451.05","90786.137","74664.398","102000"
"M967.715T1574.486","47738.8804","66425.8409","53100","33253.36","127446.2158","37279.44","55483.46","45121.262","43400","176451.884","39500","47000","46069.477","38813.9692","58447.577","46882.897","61349.424","67800"
"M408.308T1456.538","85353.2622","102777.0015","90100","112537.587","65583.0521","136180.703","106951.783","98743.584","93200","74694.388","117000","92600","88099.221","82623.7228","145714.333","77785.78","63625.275","108000"
"M876.621T1509.101","36120.9973","76425.293","32300","38452.185","87668.3556","55062.839","38812.357","41554.061","85200","353272.173","34200","40600","36980.534","30688.4651","71332.317","34449.577","33739.046","78300"
"M627.535T1591.081","47013.562","399478.215","196000","91428.568","241390.6891","161994.69","76923.129","89859.423","107000","186249.486","85900","197000","85832.422","39578.9215","147205.888","127267.467","61763.274","187000"
"M979.613T1608.07","458.709","34226.3055","11500","6832.479","19853.6653","11591.515","5211.625","2293.545","16400","147833.98","3580","7990","7383.777","2430.9669","24492.237","2641.077","7177.485","23100"
"M736.522T1695.525","53109.2526","26546.2923","215000","97110.136","26935.5586","31573.475","138090.956","80680.754","34300","201410.41","56000","254000","109616.792","78002.9534","35008.09","105451.7","170069.324","47800"
"M967.716T1446.028","35561.0865","47547.1618","40500","28523.834","115335.1946","33491.429","72204.553","23017.647","46700","152952.921","26000","38100","41189.553","17564.9877","46045.753","45002.772","51547.314","43800"
"M881.577T1523.839","30634.8516","291218.4399","70900","47611.722","571481.863","140222.659","82024.078","58535.573","353000","2947485.816","37100","71800","40207.99","45339.0293","360305.819","64174.061","120496.028","236000"
"M643.527T1558.978","57168.3851","632804.8183","224000","66547.963","823853.2927","95495.551","58826.722","65615.021","133000","83766.907","57600","238000","71170.045","65185.6663","612512.421","84464.191","56622.908","572000"
"M917.596T1624.867","11984.6333","35130.7283","28700","16357.258","38513.2867","30204.457","23560.634","17572.811","32900","124757.073","1778.7314","22700","8893.657","9490.185","32056.427","11037.599","26978.355","60500"
"M490.4T1540.43","80672.6651","375433.8188","85400","95354.488","193647.1124","93781.814","75132.234","90346.611","107000","77594.724","102000","81500","58182.428","86090.8531","528099.603","94964.981","76697.268","117000"
"M490.398T1576.24","74963.4813","371885.864","83300","95371.327","193658.8007","93931.222","75305.309","90343.441","107000","70634.437","96700","85100","51201.819","86059.8389","530146.673","94992.95","76707.364","119000"
"M643.5T1557.545","57172.5129","629803.9573","205000","64220.389","820124.2898","95343.239","58692.789","65617.723","133000","80740.825","57600","235000","66336.021","65210.2695","608709.236","84450.067","56614.404","538000"
"M250.943T64.43","406.7671","519.8345","881","1696.347","60.6","1524.259","1009.209","2046.92","539","1641.986","896","947","1029.16","978.9232","1025.18","1589.016","1699.035","303"
"M643.504T1506.823","60012.4859","647446.9357","224000","77388.067","820124.2898","95343.239","58692.789","65617.723","133000","83765.449","68800","234000","93212.661","65210.2695","608709.236","84424.472","56618.376","538000"
"M933.598T1473.64","15663.0053","36645.3546","26800","26081.707","36151.0067","25997.734","13378.945","11269.146","34800","128427.545","17200","34800","25920.893","7313.0946","77198.856","45102.536","30096.809","63900"
"M433.101T1389.086","207038.2021","411932.3818","234000","209695.377","618277.1709","291466.273","176469.117","169523.324","351000","203343.884","203000","236000","163227.03","199663.2318","527751.211","185451.281","222606.656","397000"
"M938.605T1619.342","13628.0906","57165.5218","16000","26764.348","79788.5875","31810.014","31562.455","9853.964","56100","293759.285","12500","22700","13422.724","17908.2584","50950.256","14794.618","25841.008","40100"
"M656.533T1490.071","43270.6737","123642.4438","123000","68587.649","40204.2918","78316.929","65668.651","37935.727","110000","66063.465","16900","65400","48678.828","65311.3048","130850.092","104171.601","59337.019","69300"
"M395.29T1621.712","91363.0887","104017.972","92100","83268.734","97288.6352","80045.062","60341.397","85502.019","116000","40213.175","89000","91900","76490.13","85879.4677","133506.864","84345.18","88127.329","102000"
