"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","C12.1","C12.4","X12.1","X12.2","X12.3"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point"
"M790.519T1321.956"," 0.232999461","-0.244530071"," 0.145082913"," 0.000071979"," 0.297644596"," 0.074937064"," 0.054722641","-0.044633739"," 0.249498025"," 0.058578261","-0.240828148","-0.087889965"," 0.333447012"," 0.254487203","-0.339547663"," 0.061225850","-0.103611103"," 0.289848373"," 0.077254796","-0.044870375"," 0.343562734"," 0.188607921","-0.092560809","-0.070313508"," 0.238148194","-2.088141619"," 0.071454806","-0.111305478"," 0.268951543"," 0.227709109"
"M1062.429T942.609","-0.5115307860","-0.9485240573","-0.2132694357","-0.1775494776"," 0.1731045946","-0.1121856134"," 0.4122855050"," 0.3074960024"," 0.5764774657","-0.1103833639","-0.9888932754"," 0.0622273060","-0.0002986514"," 1.0384038740"," 0.0112569916"," 0.1925147942"," 0.0379072918","-0.0754673696"," 0.0555459498"," 0.1873722070"," 0.0328979277"," 0.4157686749","-0.0026816880"," 0.2257537094"," 0.4281657886","-1.9185962574"," 0.2020373411"," 0.3506690562","-0.0291716267"," 0.3786671223"
"M996.384T957.42","-0.44845173","-1.01271304","-0.28657774","-0.03917891","-0.02403315"," 0.15851300"," 0.34341787"," 0.08694878","-0.02435736","-0.36368145","-0.04280168"," 0.09949137","-0.14336124"," 0.74373813","-0.05458730"," 0.41043577","-0.01074441"," 0.15732145"," 0.58306577"," 0.11547240"," 0.04976304"," 0.37082958"," 0.18040045"," 0.48094355"," 0.33514962","-2.18023130"," 0.18350742","-0.11277434"," 0.09403941"," 0.35045604"
"M471.314T1308.231","-0.31827741","-0.43754506","-0.39496812","-0.28711257","-0.10943522","-0.28984341","-0.15609604"," 0.20857152"," 0.02888302","-0.28617668"," 0.80798439","-0.22324498","-0.27165697","-0.13229351","-0.26675240"," 0.22908138","-0.04702928"," 0.23248885"," 0.55165362"," 0.12645192"," 0.17068002"," 0.25196958"," 0.32905401"," 0.27239043"," 0.09864953","-1.27374924"," 0.58793133"," 0.48218001"," 0.10472065"," 0.01149064"
"M690.262T910.27","-0.468450119","-1.219105796","-0.058643230","-0.107660169","-0.141931090"," 0.080647644"," 0.209178301"," 0.268841464","-0.043372923","-0.113316839","-0.240977778"," 0.215326129"," 0.092317555"," 0.312274181","-0.042236993"," 0.204138983"," 0.173828879"," 0.073345753"," 0.450228955"," 0.249595412"," 0.008267573"," 0.465617950","-0.037632989"," 0.469343708"," 0.452742745","-1.971222515"," 0.178314816"," 0.023414077"," 0.256114061"," 0.261012255"
"M1005.547T1177.551"," 0.1125395370","-0.1537330785"," 0.1669614993"," 0.1179782299"," 0.0673760946"," 0.1227120121"," 0.2870930756"," 0.1998547515"," 0.1338976133"," 0.0842547470"," 0.6914395789","-0.0497920003"," 0.0942076317"," 0.2596587738","-0.5023447810"," 0.0700264858","-0.0007950255","-0.0297669138"," 0.0267830914","-0.0122567576"," 0.2762592859","-0.0771870192","-0.1484999019"," 0.1734561791"," 0.2682551348","-2.9025013749"," 0.4462949654","-0.1317244890"," 0.1871487896"," 0.2224038649"
"M703.256T884.128","-0.343713398","-0.765289760"," 0.141420575","-0.277414369"," 0.241434581"," 0.077713948","-0.009298736","-0.050199107","-0.150294216","-0.169442075"," 0.013069067","-0.052603921","-0.126058232"," 0.231082761","-0.237803865","-0.077675839"," 0.277347361","-0.047386790"," 0.287323635"," 0.317095318"," 0.135789394"," 0.250859349"," 0.318941063"," 0.519139256"," 0.283124667","-2.073750020"," 0.350241518"," 0.276506429"," 0.382568642"," 0.277272766"
"M689.269T924.637","-0.456679946","-0.994955441","-0.102721650","-0.104368048"," 0.025445727"," 0.051840335"," 0.305232305"," 0.263172050","-0.003487948","-0.055565318","-0.221883247"," 0.038721249","-0.046829511"," 0.284609197","-0.084712983","-0.086837606"," 0.206484784"," 0.002403651"," 0.362261210"," 0.341438718"," 0.079740934"," 0.104067449"," 0.181930315"," 0.433265986"," 0.611692029","-2.128045541"," 0.303064795"," 0.020307084"," 0.286307721"," 0.384101699"
"M907.342T857.905","-0.322883685","-0.881380628","-0.137898646","-0.353513728"," 0.233369810","-0.053698814"," 0.178721520","-0.107782350","-0.107712448","-0.210211040"," 0.412048061"," 0.065107633"," 0.060689234"," 0.458859363"," 0.130492741"," 0.009431554"," 0.002116709","-0.017927752"," 0.495329484"," 0.180451429"," 0.036987868"," 0.458220209"," 0.153963655"," 0.363541768"," 0.133432725","-1.920672997"," 0.299502140"," 0.268104729"," 0.149385685"," 0.023925768"
"M447.159T891.807","-0.36181479","-0.74087613","-0.03053222","-0.39026679","-0.32648085","-0.07037113"," 0.31336903"," 0.27787654"," 0.02768862"," 0.07250482"," 0.14088661"," 0.21346043"," 0.27063176"," 0.26569538"," 0.06340582"," 0.28873393"," 0.04641945"," 0.13604735"," 0.53981999","-0.07176959"," 0.48344375"," 0.26373173","-0.20418819"," 0.39698836"," 0.40647350","-2.22315874","-0.02386477","-0.29291614"," 0.18371755"," 0.34534471"
"M455.313T1308.231"," 0.01773186","-0.77084823","-0.33099153","-0.34180184","-0.01381702","-0.24127532"," 0.10599910"," 0.60625149"," 0.27230844"," 0.22599363"," 0.44719373","-0.40267718","-0.27117726"," 0.56620336","-0.37260930","-0.01399102","-0.01025575"," 0.05310649"," 0.20754663"," 0.09221512","-0.03115995"," 0.16776445"," 0.15401187"," 0.22478000"," 0.17866313","-1.24026284"," 0.22902797"," 0.31887675"," 0.11398578"," 0.05920743"
"M599.516T1557.26","-0.139845635","-0.017656319"," 0.016658546"," 0.172420618","-0.007144555"," 0.274352997","-0.511284832"," 0.178365758"," 0.107482640","-0.191491167","-0.563803160"," 0.018784491","-0.253980994"," 0.019190418"," 0.101093757"," 0.428644888"," 0.348612393","-0.052597048","-0.415558378","-0.439291068","-0.268310447","-0.228329053","-0.246535966","-0.055482051"," 1.521901341"," 0.498590792","-0.239158199","-0.151051011","-0.369685451"," 0.465106696"
"M792.31T959.199","-0.162735106","-0.960462242","-0.045404334","-0.042248187"," 0.105612928"," 0.058702363"," 0.160957098"," 0.324936823"," 0.362072872","-0.009258025","-0.008408379"," 0.057807673"," 0.136668222"," 0.319919284","-0.060420517"," 0.200006680"," 0.153145843"," 0.228415533"," 0.271712160"," 0.087903616"," 0.207298374"," 0.510602244"," 0.043667923"," 0.206578592"," 0.461429966","-3.407775562"," 0.166521098"," 0.200753381"," 0.142360169"," 0.289639510"
"M357.157T1003.085"," 0.64507112","-0.65972665","-0.31959723"," 0.10908911","-0.31730970"," 0.04151265"," 0.62359783"," 0.60242644"," 0.17218483"," 0.28624280","-0.76702901"," 0.25076257"," 0.01097560"," 0.93217325"," 1.15483674"," 0.22591141"," 0.06819631"," 0.17671059","-0.11190491","-0.14458261"," 0.14326820"," 0.40750613","-0.75318263","-0.24005158","-0.31878979","-1.68133059","-0.08661648","-0.54806875"," 0.04217734"," 0.05554702"
"M643.447T1372.623","-0.23407241"," 0.05035630"," 0.01915252"," 0.19950468"," 0.32666723","-0.27245072","-0.32658323","-0.16044297","-0.12214216","-0.17806105","-0.53124660","-0.34633689","-0.03945414","-0.25858602","-0.80043399"," 0.36438121"," 0.13692156","-0.18869335","-0.39215444"," 0.03489818"," 0.07515132","-0.23507397"," 0.47537325"," 0.12587005"," 0.79093021"," 0.82925175"," 0.06795936"," 0.08096805","-0.03001852"," 0.53836478"
"M643.247T821.568","-0.378624032","-0.808799905"," 0.019389414"," 0.005560797"," 0.066298695","-0.004880377"," 0.062941993"," 0.018652989","-0.204804280","-0.235462604"," 0.270739588"," 0.228307300"," 0.073613576"," 0.319502560","-0.127489952"," 0.168297421"," 0.105747150"," 0.029973594"," 0.450052140"," 0.267462476","-0.047396204"," 0.246007132"," 0.100745246"," 0.339797691"," 0.297999694","-1.918448630"," 0.283007880"," 0.262502549"," 0.036623752"," 0.072682349"
"M702.26T836.496","-0.54630845","-0.88985089"," 0.21570928","-0.24922945"," 0.15533839"," 0.22487807"," 0.13063783","-0.22449805","-0.12714766","-0.04029837"," 0.34865319"," 0.02829143","-0.12727232"," 0.26746257","-0.20384661"," 0.09206028"," 0.27375961","-0.13620134"," 0.24525245"," 0.36328515"," 0.12724729"," 0.08893863"," 0.34839154"," 0.41259087"," 0.02897244","-2.24430459"," 0.49841416"," 0.37352786"," 0.41295360"," 0.15259311"
"M295.152T1325.086"," 0.117166288"," 0.579187297","-0.081025731"," 0.082121504","-0.416703983"," 0.321251664"," 0.033303901","-0.078734687","-0.143515815","-0.002427866"," 0.599240744","-0.060084039","-0.285985877","-0.086832245"," 0.033716342"," 0.074671177"," 0.186182460","-0.112259841"," 0.023823064"," 0.384810109"," 0.517177933","-0.239839957","-0.667435606","-0.198894784","-0.060614129","-0.579258726"," 0.208771623","-0.483155298"," 0.140108893"," 0.195235587"
"M614.484T1372.967"," 0.173977096"," 0.119944184"," 0.117730173"," 0.275747210"," 0.088312192","-0.132924802"," 0.198221050"," 0.138772355"," 0.159422069"," 0.520197902","-0.499241156","-0.554975252","-0.724661754"," 0.074619992","-0.841547090"," 0.058498350"," 0.067880399","-0.252309262","-0.599307870"," 0.082899339","-0.261360743","-0.221259539"," 0.067050025","-0.264310384","-0.008700169"," 1.560531804"," 0.217355907"," 0.304094281"," 0.018836070"," 0.116507623"
"M954.358T843.183","-0.19625245","-1.20229910"," 0.14484549","-0.10262625"," 0.07284504"," 0.06302247"," 0.26338295","-0.08102341"," 0.05957893"," 0.06047771"," 0.57733742"," 0.13758124","-0.14120177"," 0.38920634"," 0.02557644","-0.05401763"," 0.11874718"," 0.04938522"," 0.51055382"," 0.28505390"," 0.10592245"," 0.39253062","-0.04651129"," 0.33399617"," 0.05495331","-2.49429934"," 0.42234218"," 0.10824939","-0.02504604"," 0.16768902"
"M329.322T1574.9"," 0.063872387","-0.263302365"," 0.080465686","-0.136217060","-0.007480133","-0.250339971","-0.114177758","-0.006898795"," 0.199900494"," 0.183215969","-1.516784548"," 0.059300287"," 0.027239857"," 0.037027972"," 0.178216249"," 0.183001303"," 0.054659888"," 0.010551151"," 0.271210381"," 0.033089119","-0.177998559"," 0.087939063","-0.041868515"," 0.246820012","-0.065650516"," 0.049634140","-0.180602846"," 0.278603482"," 0.408507447"," 0.308066178"
"M700.27T900.968","-0.408159458","-1.001965186"," 0.004977978","-0.251000862","-0.122120414"," 0.149364876","-0.024328033"," 0.193081614","-0.144803130","-0.166822361","-0.591711286"," 0.148317743"," 0.023258226"," 0.635225539","-0.130710346"," 0.225229527"," 0.339036558"," 0.280464743"," 0.484130536"," 0.157936489"," 0.102691441"," 0.220844049"," 0.099016097"," 0.756982679"," 0.139437606","-2.042653414"," 0.217741775"," 0.265809317"," 0.293108903"," 0.147618794"
"M927.568T1387.796"," 0.488480753","-0.118764508","-0.035122184","-0.192902832"," 0.064489180"," 0.217132600"," 0.112329403"," 0.008914176"," 0.469829653","-0.141693712","-0.820483098"," 0.429951444"," 0.010856161"," 0.072540212","-0.665041806"," 0.128975770","-0.133008104"," 0.125320762"," 0.005808732"," 0.134752692"," 0.705173481"," 0.024093515","-0.217274808","-0.259771442"," 0.437373394","-0.975871622","-0.112057099","-0.152389467"," 0.116754548"," 0.271604207"
"M689.277T943.472","-0.38543066","-0.97099433","-0.06896185","-0.10392924"," 0.04518762"," 0.10659979"," 0.34594693"," 0.25916717","-0.06269228","-0.04483927","-0.27156788"," 0.06204883","-0.02234899"," 0.33212029","-0.12430854","-0.06682852"," 0.20088860"," 0.02792076"," 0.40130548"," 0.32302984"," 0.11329615"," 0.20017136"," 0.23818362"," 0.41041643"," 0.54656228","-2.47437838"," 0.31293945"," 0.03958869"," 0.30409617"," 0.32681050"
"M413.182T880.56","-0.38465226","-0.60682148"," 0.08029892","-0.08965847"," 0.07722663"," 0.14734284","-0.07241242","-0.11898720","-0.23309320","-0.15666881","-0.02664865"," 0.19851098"," 0.07758407"," 0.10318794","-0.33763107"," 0.14599820"," 0.25112264"," 0.08904991"," 0.46729727"," 0.35616665"," 0.02713179"," 0.27663013"," 0.11617122"," 0.38948725"," 0.13330135","-2.31812846"," 0.53012112"," 0.35422637"," 0.41212120"," 0.11172555"
"M439.235T1137.163"," 0.069572892"," 0.074110774"," 0.130589732"," 0.344052108"," 0.341970742"," 0.059729653","-0.179319163","-0.161626920"," 0.010881887","-0.043201485"," 0.368882618","-0.158340810"," 0.328414617"," 0.119463218","-0.031132984"," 0.049527315","-0.022688520"," 0.127065743","-0.001701028"," 0.009494186"," 0.232476738","-0.023794192"," 0.226950415"," 0.062544115"," 0.331746084","-2.384686449"," 0.231283379","-0.117954430","-0.083340494"," 0.089030256"
"M904.648T1499.87","-0.19147070","-0.04177032","-0.01120136","-0.19157205","-0.61794612"," 0.14164665"," 0.81865770","-0.36728375"," 0.22778534","-0.41306264"," 0.16956668","-0.03280616","-0.02279661","-0.53963734","-0.29392802"," 0.13299418","-0.26753400","-0.09990765","-0.17072118"," 0.37771762"," 1.55185479","-0.30317735","-0.28515321","-0.02508163"," 0.04368859","-0.01979240"," 0.24241459","-0.12448671"," 0.10172985"," 0.21127322"
"M481.362T1439.996","-0.30040006","-0.47535266","-0.22748480","-0.38285448","-0.03115967"," 0.04407405","-0.42124310"," 0.12769664","-0.37776887","-0.59789053","-0.38216306","-0.20792361","-0.17388273","-0.05280833","-0.32721994"," 0.22506732"," 0.28473456"," 0.42536938"," 0.44160343"," 0.23337876","-0.17836709"," 0.41609323"," 0.72047968"," 0.72749227"," 0.22177105","-0.58598575"," 0.24934264"," 0.25966547"," 0.32270848"," 0.02302772"
"M587.443T1574.815","-0.443251080"," 0.425195580","-0.173304275","-0.114366425","-0.033664087","-0.109598002","-0.211135808"," 0.028011758"," 0.016464364","-0.087039987","-0.654887246","-0.177658830","-0.141611623","-0.337177076","-0.104604907"," 0.086268184"," 0.007363615","-0.164552675","-0.002727293"," 0.510699601"," 0.122062300","-0.215295747"," 0.306232502","-0.017165498"," 0.509162339"," 0.247368508","-0.049620616"," 0.143650576"," 0.030271501"," 0.604910347"
"M425.216T1401.37"," 0.168944264","-0.087239882","-0.164311802","-0.089126213","-0.375752826","-0.380320773"," 0.212694587","-0.247504801","-0.044885076"," 0.007106627"," 0.288485549"," 0.108829975"," 0.395956984","-0.132845067"," 0.082209490"," 0.572693177","-0.165909350"," 0.361008797"," 0.350728980"," 0.050921928"," 0.090829472","-0.002650574","-0.111111246"," 0.030114664"," 0.138304974","-0.541294487"," 0.177959058","-0.380445464","-0.184059649","-0.129331316"
"M890.585T1428.316","-0.100494572","-0.167399304"," 0.256415553","-0.545226673","-0.412621879","-0.224992364"," 0.180694367","-0.246400320"," 0.462649976","-0.785882569","-0.155760626","-0.053027027","-0.062451331","-0.005813354","-0.415018989"," 0.233293741","-0.072910473","-0.169976230","-0.221141499"," 0.918316524"," 0.761344181","-0.164402236","-0.800194485"," 0.122858878"," 0.161810848","-0.130872759"," 0.529852979"," 0.380395400"," 0.312969797"," 0.413984447"
"M829.507T1333.909"," 0.37835015","-0.02058743"," 0.09705985","-0.04832191"," 0.10670413","-0.17044479"," 0.13875673"," 0.06087611"," 0.32919088"," 0.13023624","-0.14279146"," 0.06157098"," 0.46526976"," 0.24385379","-0.08366075"," 0.36199907","-0.12617331"," 0.39126448"," 0.23962500","-0.21936159"," 0.43069795"," 0.34003289","-0.26026577","-0.03560759"," 0.42852249","-3.12442877","-0.03492036","-0.24804029"," 0.11055446"," 0.20003906"
"M430.319T1557.453"," 0.021736641"," 0.082946382"," 0.379156597"," 0.035928341"," 0.173225414"," 0.017429200","-0.061724324"," 0.044603347"," 0.146880860","-0.002475467","-1.407333515","-0.091907490"," 0.037395814","-0.205781301","-0.027337205","-0.027776543"," 0.263622505","-0.184018498"," 0.119021052"," 0.103156850"," 0.365910613"," 0.150407693","-0.101043407"," 0.261048539"," 0.104849015","-0.204293631","-0.243199364"," 0.056210791","-0.005929671"," 0.199290762"
"M762.288T940.951","-0.28398621","-1.17794143","-0.23036099","-0.11169827","-0.17468485"," 0.08348690"," 0.18889838"," 0.24447816"," 0.04680524","-0.27624517"," 0.36854667"," 0.08306198","-0.02042867"," 0.38966936","-0.13117408"," 0.18158976","-0.04085683"," 0.18866059"," 0.27324175"," 0.22631573"," 0.01810304"," 0.08125674"," 0.06120910"," 0.51460623"," 0.30139914","-2.09599217"," 0.48819806"," 0.27642026"," 0.32789892"," 0.19952267"
"M909.343T957.42","-0.404919359","-0.881671141","-0.006898169","-0.219969976","-0.121172110"," 0.027962234"," 0.116494321"," 0.033637966","-0.151815984","-0.027568079"," 0.291452923"," 0.050008747"," 0.072901350"," 0.522777022","-0.050822886"," 0.101786224"," 0.119430095"," 0.122774428"," 0.462971597"," 0.158772283","-0.071796549"," 0.434641572"," 0.088925840"," 0.310562957"," 0.362486322","-2.036396159"," 0.202147593"," 0.140096000"," 0.138385605"," 0.214815332"
"M326.29T1508.218"," 0.1376950033","-0.2700765744"," 0.3091777383","-0.0192906715","-0.0675956070"," 0.2133188205","-0.0254939360","-0.0539163189","-0.0001643071","-0.0910910885","-1.1917875014","-0.1100649508"," 0.2863805024"," 0.1363311226"," 0.2125762890","-0.0547584593"," 0.3179589146"," 0.1467532513"," 0.0909625304"," 0.2980202995"," 0.0279161105"," 0.2531337512","-0.0228852459"," 0.2962921707","-0.0972409773","-0.1266796519","-0.1009015127","-0.5472035355"," 0.2672065738","-0.2145727403"
"M889.338T942.609","-0.396533804","-0.759182376","-0.047479114","-0.141405030"," 0.084142089"," 0.071460909"," 0.147645928"," 0.066516802","-0.135992436","-0.348221249","-0.307037349"," 0.305370934","-0.244141304"," 0.334570998"," 0.219958979"," 0.063338827"," 0.349550218"," 0.153144262"," 0.401455218"," 0.106610685"," 0.090527218"," 0.496896102"," 0.047159492"," 0.485759565"," 0.232383110","-1.800178332"," 0.082534579"," 0.132165126","-0.002871442"," 0.311851392"
"M679.391T1153.775"," 0.31768563","-0.16748060","-0.18062636"," 0.15925924","-0.46774642","-0.05521723"," 0.24267257"," 0.36760951"," 0.09527377"," 0.36049895"," 0.37785929"," 0.36782507"," 0.13696483"," 0.55679255"," 0.70550760"," 0.25393678","-0.20936831"," 0.15966138"," 0.07006054","-0.13558063","-0.02816650"," 0.18780389","-0.79257810","-0.22714966"," 0.30644016","-2.15133295"," 0.29186378","-0.67250965","-0.01755891"," 0.14759978"
"M704.261T784.45","-0.36162453","-0.99102591","-0.19438178","-0.34197111","-0.06458578","-0.03779890"," 0.24567657"," 0.14649848","-0.13315172","-0.15087156"," 0.25605347"," 0.21583834"," 0.05084955"," 0.51745608"," 0.04866063"," 0.09844474"," 0.09969591"," 0.16972706"," 0.45662810"," 0.08395903"," 0.04616211"," 0.52078534"," 0.11018727"," 0.59117217"," 0.28240536","-2.25579258"," 0.20025513"," 0.08437965"," 0.21056284"," 0.09580603"
"M795.538T1365.583","-0.14321350"," 0.23097269"," 0.23668844"," 0.34117823"," 0.16547783"," 0.19350052"," 0.20614038"," 0.17287930","-0.42804172"," 0.08945226","-0.96509001","-0.17060757","-0.19142458","-0.05081059","-0.81915931","-0.19143315"," 0.36508688","-0.01702012","-0.16589680"," 0.54751365"," 0.43367027","-0.76962451"," 0.30224881","-0.18592414"," 0.02809715","-0.48380537"," 0.47134481"," 0.25670400"," 0.19308753"," 0.34800864"
"M557.21T874.262","-0.241124763","-0.938291733"," 0.032544657","-0.158110452"," 0.024429293"," 0.123909617"," 0.101437460","-0.094922084"," 0.031955688","-0.231418715"," 0.104135752","-0.009351637"," 0.107764010"," 0.319460623","-0.057551314"," 0.165515522"," 0.152208482"," 0.261672504"," 0.485287281"," 0.011624849"," 0.211569120"," 0.297170044"," 0.058570173"," 0.495892848"," 0.311057949","-2.609389716"," 0.294836271"," 0.279712560"," 0.322658573"," 0.146747140"
"M885.332T901.88","-0.57282220","-0.98726826","-0.14552210","-0.15752273","-0.06454602"," 0.10818950"," 0.21555765"," 0.05290216","-0.16972932","-0.04419881"," 0.24968000"," 0.04231556","-0.12789413"," 0.36633653"," 0.02295762"," 0.07314596"," 0.22686286"," 0.06199480"," 0.51856082"," 0.28926519"," 0.08117559"," 0.45454819"," 0.08822347"," 0.35592602"," 0.30947571","-1.93962491"," 0.24725768"," 0.04488079"," 0.06951005"," 0.33036235"
"M885.34T952.01","-0.56032806","-0.91552567","-0.20451803","-0.14700042","-0.05455806"," 0.12751517"," 0.25301178","-0.04761624","-0.12672470","-0.04277139"," 0.11154563","-0.01873774","-0.16748193"," 0.50693193"," 0.00606029"," 0.06275086"," 0.27907398"," 0.05566113"," 0.57223064"," 0.29513789"," 0.10728115"," 0.43152015"," 0.16140693"," 0.36970241"," 0.37582663","-1.93282467"," 0.22174969"," 0.06000794"," 0.04201230"," 0.17866042"
