"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"sodium_formate","4070413","3874278","3824226","4055654","3999488","3978044","3825768","4040031","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3680698","4066642","3879396","4076296","4036646","3843867","3845185","4021608","4043455","3773975","3345591","3565070","3985225","3922751","3861917","3815932","3878103","3825451","3977822","3907525","3448104","4002206","4242376","4078873","4313778","3963971","4056292","3963081","4082963","4193594","3742876","3939109","3533826","4923007"
"M887.348T943.327"," 73760.789"," 34646.623","100484.846"," 94832.079","106955.610","126003.565","113000.000","113000.000"," 91603.990"," 82637.763","142657.715","107412.121"," 94359.378","175000.000"," 96621.662","  6878.888","  9694.403","131912.454","155000.000"," 98357.468","188100.617","104000.000","112159.988","151000.000","136000.000","165552.564"," 14451.212","120064.176","  9434.040"," 56901.640","134951.200","121365.262","124611.329","119000.000"," 64441.664"," 64534.612"," 68643.187"," 67298.809"," 19210.395"," 35800.000","  8971.559"," 81658.868"," 13270.707","213563.892","  6390.535"," 18699.283","197667.381"," 99800.000","226962.853"," 57059.980"
"M633.416T1356.47","128345.61","150111.77","203168.73","216496.12","241694.04","119299.26","140000.00","146000.00","148671.03","169720.42","111086.78","162330.62","164265.24","163000.00","108203.18"," 27842.65"," 41914.29","137556.26","140000.00","144289.33","123457.42","169000.00","166440.33","144000.00","155000.00","123409.74"," 39517.00","138474.36"," 16211.65","100796.00","178459.17","119387.85","167849.22","189000.00","231690.78","182767.08","158629.31","141488.39"," 36001.42"," 76900.00"," 38244.39","156200.70"," 47092.83"," 75140.85"," 23032.83"," 35646.98"," 64251.79"," 76400.00","238875.36","176914.10"
"M719.487T1456.538"," 68210.28"," 52501.61"," 59985.72"," 63508.74"," 54085.84"," 86740.30"," 59300.00"," 68500.00"," 92022.41"," 57207.00"," 66407.36"," 48240.81"," 50544.47"," 41300.00"," 47623.05"," 39301.66"," 30337.90"," 68146.12"," 65600.00"," 73701.90"," 78012.92"," 93500.00"," 93953.18"," 63700.00"," 86100.00"," 42703.72"," 34681.75","314089.10"," 96055.66"," 90038.60"," 68760.18"," 77729.96"," 73915.46"," 87900.00"," 81802.74"," 80445.78"," 83525.06"," 67939.16"," 37067.38"," 72500.00"," 36700.43"," 56169.28"," 36108.24","190843.17"," 36260.88","214004.47"," 99474.05"," 79300.00"," 77638.24"," 74846.73"
"M609.483T1341.992","689429.25","413275.91","501360.04","492458.39","663069.39","444087.95","451000.00","685000.00","682531.06","583149.73","207705.08","143572.93","633788.57","538000.00","220554.18"," 39212.22"," 41830.99","691517.69","437000.00","609532.00","654287.43","565000.00","952031.23","592000.00","504000.00","482504.44"," 41449.67","727133.10"," 74186.01","786032.65","432901.09","512907.56","600260.89","392000.00","502848.71","554064.76","659345.05","835308.74"," 52031.06","295000.00"," 42131.86","516597.20"," 29362.32","373970.29"," 26142.60","123553.35","394217.50","389000.00","334227.30","777823.62"
"M877.506T1205.117","120891.571","133849.164","120248.081","184866.823","155296.807","105296.329"," 91500.000","120000.000","126401.513","119664.583","152080.489","106028.858","114249.878","167000.000"," 72416.782"," 12567.405","  8352.088","108270.527","119000.000","122334.875","111205.637","112000.000","160857.060"," 98400.000","135000.000","112649.739","  5291.673","166992.123","  2709.509","172302.195","180332.728","112320.441","135606.649","143000.000","137157.759","128142.225","135210.079","129005.159","  4430.557"," 78800.000","  8979.473","103495.190","  8337.739"," 63369.145","  6966.629","  3199.425"," 72190.121","123000.000"," 59797.321","149061.566"
"M547.366T1373.389"," 62663.96"," 50114.27"," 60994.95"," 61410.90"," 89328.04"," 54852.09"," 46500.00"," 64300.00"," 51743.92"," 60640.42"," 74541.20"," 57230.11"," 60711.97"," 46500.00"," 55946.24"," 65922.40"," 79090.26"," 60313.26"," 91500.00"," 85904.40","114065.17"," 89600.00"," 96234.99"," 92200.00","109000.00"," 98909.32"," 57073.12"," 69226.51"," 38804.01"," 63800.54","119980.80","144013.60"," 94899.18"," 72400.00"," 92982.08"," 49632.12"," 66399.33"," 57740.95"," 32402.92"," 36100.00"," 29524.58"," 85464.61"," 21349.25","100232.39"," 45989.57"," 15757.23","102024.64","143000.00"," 54655.71"," 63155.34"
"M581.399T1399.634"," 53623.77"," 75531.53"," 93844.26","111255.27"," 93813.01"," 85999.71"," 73800.00","111000.00"," 88854.54"," 73771.28"," 63553.34"," 90283.83"," 87408.60"," 80700.00"," 60880.61"," 29862.59"," 36814.44","106780.57","114000.00","105091.38","136897.42","131000.00"," 75359.78","104000.00","145000.00","112777.20"," 57097.42","135120.66"," 90383.90","105513.84","108965.39","146236.85","107132.97","105000.00","105164.18"," 88692.47","103758.88"," 76227.14"," 39089.99"," 61000.00"," 37250.40"," 94023.55"," 39654.73","199715.18"," 41651.82"," 70431.85"," 59248.64","117000.00","104013.69","105846.78"
"M549.424T1473.203","110062.99","108494.82","130051.45","148966.82","237877.94","127902.38","113000.00","213000.00","167027.93","121096.99"," 68344.16","139353.10","155300.20","114000.00"," 90471.73"," 64224.99"," 87631.56","227203.63","211000.00","216884.30","277157.34","186000.00","156161.06","224000.00","267000.00","320723.93"," 96277.20","291152.49"," 92484.13","106916.65","147552.38","242720.26","170376.33","187000.00","140343.06","149351.93","157776.35","152212.64"," 79338.08"," 98300.00"," 92440.29","164435.90"," 80199.36","339968.32"," 82062.91","215333.32"," 67244.56","110000.00","164265.25","182604.29"
"M812.54T1212.039"," 76471.12"," 36756.64"," 39702.13"," 62033.18"," 64763.28"," 55593.92","100000.00"," 64600.00"," 55580.38"," 81027.03","175979.71"," 61215.09"," 44864.17"," 73900.00"," 38928.58"," 26776.99"," 31160.81"," 70329.27"," 72100.00"," 74564.72"," 48539.67"," 64600.00"," 69998.68"," 71400.00"," 64300.00"," 37919.09"," 20260.19"," 47971.30"," 30264.89"," 65513.22"," 94030.77"," 64157.81"," 65131.64"," 63400.00"," 45965.65"," 78447.12"," 40755.71"," 63799.32"," 34632.07"," 43200.00"," 37247.28"," 60418.68"," 35816.12"," 45892.93"," 22711.63"," 30470.58","145167.90","144000.00"," 65147.32"," 32310.01"
"M438.151T843.183"," 53043.482"," 45506.523"," 96440.601"," 65576.270"," 81132.564","119501.257","101000.000","119000.000"," 71310.838"," 79120.437","120203.589","106612.389"," 97202.451","151000.000"," 88681.599","  4689.771"," 20064.697"," 99314.349","103000.000"," 96434.566","154963.846","112000.000","100096.853","136000.000"," 98100.000","124595.346","  6986.852"," 97482.605","  4205.936"," 47489.216","102392.302"," 90475.880"," 89154.376","108000.000"," 62954.933"," 78954.837"," 52992.444"," 54939.920","  2584.953"," 38700.000","  3109.894"," 99465.674","  3285.886","136662.556","  8376.076","  1107.820","134237.121","111000.000","104886.292"," 40361.920"
"M886.58T1457.506"," 26007.441"," 37520.104"," 33590.062"," 23219.199"," 24108.275"," 76395.647"," 84600.000"," 43800.000"," 74424.125"," 33394.573"," 16966.490"," 62045.888"," 20350.055"," 16600.000"," 14149.898","  5402.145","  8401.602"," 56442.503"," 50700.000"," 25078.146"," 38272.859"," 92900.000","151881.913"," 19900.000"," 52700.000"," 34334.228"," 17529.860"," 80080.114"," 60059.111"," 43083.079"," 45128.459"," 58909.644"," 63098.673"," 72000.000"," 35287.104"," 46100.023"," 59381.349"," 57103.267","  9151.404"," 87900.000"," 19503.820"," 28460.566"," 15175.159"," 74795.101"," 15785.743"," 68055.462","194180.959"," 32300.000"," 78015.750","112920.025"
"M859.275T834.347"," 73853.903"," 76310.796","132259.880","130999.622","169077.923","159111.845","156000.000","136000.000","103074.913","109311.324","107873.579","147199.707","120849.727","262000.000","101810.094"," 14795.600"," 27910.205","127793.739","134000.000","136369.692","204097.696","138000.000","125900.872","171000.000","127000.000","147412.881"," 25775.484","116653.821"," 10133.024"," 76169.636","159201.577","144163.902","156184.548","125000.000"," 68168.833","114568.512","106765.262"," 78258.376"," 28980.401"," 57800.000"," 25407.607","128958.520"," 24929.713","153841.883"," 18645.399","  9538.675","177196.802","127000.000","148763.095"," 64607.260"
"M849.59T1481.744"," 15230.770"," 16389.597"," 32296.656"," 25535.149"," 24183.281"," 24925.992"," 32100.000"," 36300.000"," 28481.731"," 31468.239"," 18613.159"," 25176.156"," 18761.980"," 32900.000"," 28798.638"," 13915.429","  4668.901"," 31369.095"," 20400.000"," 23226.567"," 30735.245"," 53700.000"," 77061.658"," 31500.000"," 11300.000"," 23447.169"," 14439.582"," 21778.089"," 23278.565"," 33216.380"," 30131.532"," 31596.495"," 30804.874"," 47500.000"," 28672.545"," 33872.796"," 40363.970"," 31498.460"," 11613.162"," 56100.000"," 23677.893"," 30488.848"," 15684.258"," 32653.085"," 12849.614"," 18372.656","105446.598"," 13700.000"," 36431.755"," 25308.202"
"M787.545T1575.098","101716.626","245995.926","285337.819","261537.570"," 77062.005","174049.380"," 41500.000"," 41500.000"," 71706.718"," 50174.618"," 17907.228","220938.472"," 83685.097"," 45000.000"," 52186.569"," 21838.118"," 10677.751","121841.679"," 80400.000"," 87517.104"," 97073.496"," 79900.000"," 78335.827"," 90500.000"," 83900.000"," 63978.407"," 23373.352","108466.074"," 35366.235"," 55158.770"," 23378.149"," 85098.074"," 89961.554","234000.000","100073.233"," 39891.692"," 64461.425","128836.663"," 18608.599"," 46400.000"," 61050.880"," 86327.882","  8024.278"," 80463.416"," 22427.041","112483.359"," 44414.260"," 20200.000","195123.379"," 92948.218"
"M237.94T1826.038"," 82227.30"," 74192.22"," 70448.24"," 69364.85"," 73029.69"," 77426.21"," 72600.00"," 91300.00"," 67172.69"," 77948.40"," 81544.97"," 82432.77"," 76150.78"," 90300.00"," 71303.95"," 85859.79"," 59383.91"," 94306.59","101000.00"," 92624.20"," 79669.50"," 66200.00"," 72041.86"," 93300.00"," 88500.00"," 69813.42"," 76497.68"," 79408.71"," 85026.92"," 88288.29"," 82152.37"," 83893.35"," 76396.51"," 84200.00"," 71604.84"," 90040.79"," 65272.52"," 60474.82"," 83721.83"," 72600.00"," 83381.62"," 67560.65"," 92185.28"," 76841.72"," 84062.05"," 82319.47"," 94499.30"," 92200.00"," 92043.92"," 90277.94"
"M567.43T1421.35"," 58719.90"," 73428.56"," 78115.87"," 68096.66"," 84783.30"," 77884.26"," 79000.00"," 98200.00"," 63897.72"," 71987.42"," 51679.33"," 84651.25"," 73968.07"," 54500.00"," 49606.05"," 37932.21"," 35505.71","101591.09","101000.00"," 93035.79"," 88830.09"," 98100.00"," 68037.97"," 74500.00","120000.00"," 91435.26"," 35101.19","124535.24","168212.97"," 71620.73"," 81850.38"," 94654.25"," 98641.59"," 97200.00"," 73547.38"," 87638.22"," 87838.58"," 53296.88"," 41675.26"," 43000.00"," 39356.95"," 83489.99"," 50218.21","217185.05"," 37080.35","128267.98"," 86483.63"," 76200.00","102512.39","102964.89"
"M609.414T1438.489","122865.10","141153.45"," 65544.03","115454.77"," 47682.29","136832.04"," 61600.00"," 86800.00","146136.30"," 85594.85"," 33126.80","149468.07"," 66494.99","142000.00","110558.77"," 53818.87"," 42377.68"," 97738.58","120000.00"," 56114.46"," 21304.95"," 93700.00"," 55709.59"," 45600.00"," 37600.00","     0.00"," 47461.34"," 43734.78"," 47567.31"," 58596.71"," 43796.87"," 46252.49","123000.35"," 81000.00","231143.95"," 76594.87"," 75106.85"," 46032.57"," 31361.55"," 62700.00"," 52032.68"," 75004.75"," 54110.09"," 38786.36"," 38361.05"," 57380.10"," 22914.21"," 69800.00","396154.83"," 58320.23"
"M439.317T1401.37","111633.30"," 83337.48"," 97020.10","153626.69","191320.42","132270.35","147000.00","185000.00","122970.45","133825.57","176360.76","111491.43","140124.97","125000.00"," 97153.61"," 63345.84"," 71674.98","192005.48","141000.00","219054.26","225079.05","179000.00","106119.50","197000.00","216000.00","200690.60"," 66770.96","174864.36"," 68640.64","149965.18","212297.58","211006.15","133495.08","138000.00"," 91132.37","113889.61","114678.83","113344.82"," 79853.74","107000.00"," 65600.60","110595.09"," 47121.63","225565.66"," 42439.84"," 57386.14","139999.24","305000.00","184120.47","147754.28"
"M453.3T1456.918","159424.39","128289.02","176303.17","178236.46","200955.69","193772.01","178000.00","263000.00","194064.67","174328.18","178812.65","140309.18","127162.43","222000.00","131767.44"," 86527.20","114244.57","165462.92","195000.00","152777.43","205785.01","248000.00","134979.35","191000.00","270000.00","232076.04","109991.79","263135.35","108129.16","183040.78","205980.01","259731.41","206440.68","225000.00","182438.16","199279.41","212952.89","155694.77","107909.44","155000.00"," 85304.83","134737.82"," 96976.99","234754.17","112038.09"," 92414.92","200685.14","256000.00","209883.57","106731.04"
"M714.264T908.018"," 67024.548"," 29548.623"," 84763.634"," 83008.900","102877.493"," 93790.979"," 88800.000"," 89300.000"," 95550.467"," 77350.719"," 94764.403"," 80681.934"," 79886.498","134000.000"," 72726.813"," 10304.251"," 15686.901"," 95928.733"," 91100.000"," 93320.500","126210.175","106000.000"," 86988.174","117000.000"," 99500.000","130257.896","  5291.016","110928.531","  7943.941"," 43622.098","110571.217","103811.387","109179.163","111000.000"," 68120.216"," 80138.196"," 75446.328"," 51148.695","  7136.826"," 45200.000"," 10562.186"," 71668.103","  5693.251","149075.336","  9766.219"," 14224.605","118138.927","100000.000","138311.451"," 63311.277"
"M506.176T828.514"," 57553.267"," 22107.102"," 47376.030"," 47564.454"," 64723.615"," 51785.885"," 83500.000"," 76300.000"," 62068.913"," 47387.781","100772.936"," 61738.833"," 42982.721","102000.000"," 79730.150","     0.000","  2670.434"," 80418.868"," 62400.000"," 65429.185","102532.399"," 67600.000"," 58268.135"," 95900.000"," 59200.000"," 63590.883","  2034.493"," 76533.738","  2789.518"," 41891.600"," 81367.550"," 58326.613"," 57624.658"," 69600.000"," 55405.718"," 47231.173"," 32679.881"," 37617.532","  7979.794"," 50200.000","  6150.291"," 54104.595","  3410.259"," 95434.805","  6222.383","  5568.228","111383.364"," 76200.000","117536.083"," 50296.815"
"M937.606T1601.965","112114.64","160372.39","175120.72","133119.30","145522.54","185822.19","179000.00"," 61400.00","124049.65"," 42552.75"," 46261.39","140665.67","116576.00"," 64600.00"," 47454.40"," 24802.06"," 18071.99","126681.49","135000.00","100595.85","125763.38","162000.00","407550.96","113000.00","115000.00","111381.85"," 25333.77","130597.95","110675.50"," 76482.53"," 58384.37","127619.01","201908.08","179000.00","155055.64"," 63166.56","144257.83","193686.17"," 34013.40","225000.00"," 53402.68","123907.10"," 24693.55","145558.08"," 14261.39","113818.12","184829.62"," 35200.00","165443.95","178968.52"
"M805.328T827.274"," 53610.086"," 19065.257"," 87867.997"," 75340.727"," 79956.556","121361.360","144000.000"," 89700.000"," 82661.648"," 63483.891","332272.368","143740.346","104213.962","185000.000"," 78348.092","  1496.222","  5376.997","147269.611","147000.000","144397.408","242189.603","163000.000","100198.702","214000.000","120000.000","209706.799","  4846.325","115366.105","  2330.118"," 43696.188","160732.054"," 98422.391","119959.979"," 95100.000"," 62610.609"," 57335.824"," 64326.488"," 42149.081","     0.000"," 28000.000","  1187.310","114563.305","  4211.773","236702.183","  1646.734","  4142.723","623926.625","287000.000","194814.276"," 36333.457"
"M859.337T973.898"," 72188.70"," 36047.55","104291.57","109234.47"," 95434.29","108799.15","102000.00","115000.00"," 87443.98"," 66092.98"," 51825.71","131996.10"," 96422.09","192000.00","101010.16"," 15388.22"," 14411.84","115661.81","136000.00","125086.72","159319.32"," 89900.00","114686.83","163000.00","119000.00","159502.99"," 24073.02","131149.76"," 15400.91"," 56942.93"," 97001.79"," 98688.14","143879.54","120000.00"," 78455.86"," 75043.19"," 67733.10"," 47483.46"," 13543.99"," 42900.00"," 12148.12"," 77960.04"," 14423.72","214368.39"," 17580.04"," 19367.52","103048.76"," 69500.00","192590.98"," 66381.71"
"M964.375T959.199"," 54880.760"," 14844.848"," 61351.682"," 61897.863"," 83244.201"," 60420.143"," 76100.000"," 77300.000"," 72442.394"," 46723.402"," 46311.454"," 90413.849"," 56215.271","171000.000"," 92247.002"," 13833.857"," 10696.010"," 86150.287"," 84000.000"," 99634.996","111414.163"," 99200.000"," 77094.748","130000.000"," 76600.000"," 99860.344"," 11642.907","102473.072","  2152.716"," 39699.810"," 85721.394"," 79991.597"," 67741.078"," 94800.000"," 62032.947"," 49371.343"," 52825.358"," 43249.451","  9073.255"," 27600.000","  2704.745"," 55791.553","  3839.173","178074.380","  9864.299"," 18394.100"," 82865.354"," 66100.000","140379.220"," 41301.903"
"M699.451T1372.842","110023.26","110726.43","158910.92","157535.49","170035.99","128706.50"," 87700.00","119000.00","117894.85","101431.60","110786.06","106123.44","115128.18","121000.00"," 90393.91"," 50486.71"," 48022.43","130023.49","164000.00","156169.08","178642.93","153000.00","140089.89","132000.00","221000.00","152158.92"," 40618.75","171699.27"," 40290.24"," 96597.97","169480.71","202693.20","155674.32","137000.00","137260.06","110312.00","118119.32","119364.12"," 28149.90"," 76700.00"," 43794.82","127583.38"," 37954.10","164394.54"," 41893.69"," 53430.76","111353.54","158000.00","123246.37","136761.62"
"M670.245T959.199"," 68370.291"," 31969.554"," 72416.366"," 66854.572"," 77748.892"," 88699.752"," 86800.000"," 85800.000"," 72700.619"," 76074.527","100780.815"," 96897.260"," 75032.504","117000.000"," 84618.008","  6209.370","  6527.185"," 97330.867","104000.000"," 96250.138","125615.415","115000.000"," 91287.970","122000.000"," 99000.000","111614.574","  6364.582"," 94716.679"," 10236.109"," 48658.630","101707.207"," 89554.314","101371.198"," 82100.000"," 60987.901"," 58846.921"," 74468.815"," 52836.611","  3282.934"," 49400.000"," 11454.953"," 90118.772","  9280.204","135379.086"," 15910.167","  4820.522","153597.230"," 96700.000","149736.758"," 48948.177"
"M532.196T942.609"," 56035.591"," 38655.642","103834.336"," 79363.808","106159.828","103436.698"," 88800.000"," 96500.000"," 62599.977"," 68978.176"," 70381.320"," 87851.418"," 65015.928"," 83200.000"," 63014.433","  2282.644","  2610.217"," 86312.746","112000.000"," 80951.552","109828.153","113000.000"," 86294.499","101000.000","112000.000","124427.584","  4379.944"," 84613.869","  2040.630"," 38175.108","128836.092","116461.704"," 97416.995"," 83600.000"," 70526.280"," 44293.076"," 54499.244"," 46205.971","  9807.981"," 32800.000","  3867.783"," 81129.019","  3180.235","174953.664","  7808.885","  5120.395","122699.540","115000.000"," 91939.638"," 40339.699"
