"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"M313.161T1621.4","63552.271","69571.774","63160.307","72805.464","73801.159","67280.829","51300","57200","65941.321","65611.092","7746.71","66068.624","68506.811","60500","78950.18","68803.7811","63797.5098","72393.5838","65000","69814.076","65577.015","65400","60961.809","75400","80600","62762.731","86826.8179","51501.376","61415.9419","68126.836","53976.472","90550.332","81216.187","81400","77130.639","57206.733","54786.439","58638.492","64699.6289","68100","73923.243","66768.848","59083.9798","55286.69","67586.7812","55899.5852","16418.516","21200","75711.3403","63449.305"
"M285.296T1540.702","127099.783","1105476.813","260115.598","647154.327","512148.316","265158.654","337000","306000","235366.639","1131100.125","45062.402","154825.632","129755.742","236000","166984.892","137412.155","174923.0936","138467.9868","428000","142953.328","133810.211","527000","159999.517","125000","711000","241446.152","203569.2231","466193.828","165045.8001","196578.383","614497.189","810786.078","270373.159","799000","203038.012","424886.779","807447.854","191862.363","130097.2655","271000","144158.457","146409.913","166347.8733","680348.323","121364.556","177910.33","66552.459","63800","162195.3757","736164.741"
"M892.611T1446.028","35660.584","53951.733","40155.111","19046.448","26652.149","63027.154","133000","39700","86726.771","40682.544","18028.872","54902.183","25609.548","29300","30808.224","25476.5459","12737.4223","56835.9524","30400","45377.518","34336.853","75500","295023.368","19100","21100","21625.832","9253.0149","59036.828","73863.5767","49354.519","38114.198","32594.239","46142.311","45400","39342.329","27179.253","67048.747","77613.649","18439.79","188000","23569.7378","31537.356","18374.5395","75784.787","31457.4353","86416.4629","380281.368","49200","73871.0364","105981.478"
"M329.158T1456.789","240216.254","288821.513","358939.375","240356.497","206405.94","634058.138","854000","278000","322223.416","756848.595","302252.019","242822.668","200076.687","231000","330066.509","247568.055","272579.9512","260295.3752","412000","252407.127","261458.805","252000","222045.793","259000","236000","254836.48","244360.2971","609091.939","175002.1991","435368.317","568923.906","316520.109","210480.149","1180000","252767.089","324230.688","1082218.33","362733.123","230447.4229","4e+05","233278.8448","304560.083","208881.6838","207643.707","228055.9006","185356.3488","290668.185","321000","264640.4561","757325.014"
"M937.305T817.469","60655.662","63646.008","109801.759","107269.721","140609.487","109409.431","75900","1e+05","86027.712","100746.732","20613.737","98506.873","86076.687","178000","120270.593","13591.9357","21448.4361","82450.6039","106000","109415.389","81966.392","102000","121261.328","75400","51900","115777.399","21861.4583","55432.698","13000.4071","64758.328","104328.984","130248.241","105933.466","80900","59611.587","70792.638","93530.35","73354.219","30231.9794","60700","26377.1873","115667.238","32322.0514","100657.373","29269.5041","11733.7567","49999.652","51800","90874.6337","56096.028"
"M291.231T1305.114","797673.411","131663.671","175223.878","197246.996","106510.375","324563.907","374000","445000","482846.684","279971.876","79370.28","650708.777","381356.293","1270000","1507364.596","68434.6768","49571.9476","580451.853","315000","520848.82","576864.303","177000","368321.245","618000","109000","278441.063","74451.8459","186591.971","60137.1705","876405.876","104518.606","103856.454","258149.757","166000","494711.513","466437.786","261225.367","454082.805","33062.7344","899000","47793.9718","722892.115","54329.2835","113977.834","33248.847","38659.9755","67209.483","98100","1073965.761","385271.549"
"M283.275T1527.558","1890941.773","9703002.497","2997887.079","7122429.13","6168683.563","3627898.272","5220000","4370000","3725499.509","240603.231","195744.559","1933224.521","1074058.256","5190000","2444483.485","269809.7416","597235.6249","1547267.348","4650000","1817256.599","2233165.455","6660000","1168894.902","1850000","7930000","2098085.913","462295.368","5326972.556","348875.3483","3191052.001","6668711.784","7299839.029","2993048.287","6480000","1253811.565","5426390.337","7098906.724","1106175.827","234042.6733","3670000","221538.7626","1453408.155","278723.3982","7640197.41","240517.341","273686.2509","188068.409","242000","1427290.817","5700489.112"
"M256.171T1610.743","124781.062","100050.185","104912.206","105582.601","115044.165","113203.145","107000","92400","106671.351","92088.81","63048.006","108133.205","106505.266","118000","111259.655","94969.5007","95117.9246","98595.077","121000","108285.07","89071.66","103000","87083.266","103000","117000","98541.692","106466.6301","118683.861","103673.277","93206.388","111869.154","103980.542","113001.623","108000","90396.904","105108.147","88967.199","110376","104718.9948","66000","101447.1793","106986.152","103992.011","112821.557","116289.9189","117272.9088","64014.393","63000","103863.9333","115294.606"
"M329.158T1439.992","251348.75","593687.471","219184.632","1825633.854","417802.997","623920.875","243000","859000","247980.447","283686.12","321542.359","189596.987","246797.161","284000","264581.563","240476.0511","259840.118","275726.3434","407000","223871.068","262283.399","741000","234960.701","236000","342000","298818.824","247069.0063","175873.731","167639.4413","228327.648","350077.604","316520.109","273209.446","1170000","309091.877","1315954.432","1071723.28","279129.594","217953.3346","396000","233278.8448","215428.1","197378.3125","454455.781","217635.2906","174484.732","292400.836","313000","277612.4923","746551.963"
"M393.197T1408.78","140216.807","181702.117","175563.082","160132.035","172961.313","157340.531","142000","201000","169072.384","215843.414","153936.202","162097.169","157248.164","193000","154631.669","146165.4059","123033.2935","143886.6333","154000","142698.715","144837.679","159000","163524.627","141000","148000","152904.705","144096.3555","165094.227","134033.6264","155651.218","149920.881","157103.757","163317.97","201000","147575.393","190413.255","173134.649","152416.809","135287.4023","160000","136667.0237","140423.193","127832.6427","168159.481","163309.5098","132628.1234","145032.822","158000","169427.4356","184256.832"
"M311.255T1422.18","1736393.507","437262.167","929688.413","617769.15","480313.554","786872.363","992000","967000","1610084.205","829698.042","247369.144","2665176.788","1734655.837","1380000","3212070.602","490804.7365","714598.5985","2265387.954","5e+05","2337351.193","2817621.149","569000","1271198.878","2430000","573000","833815.498","407206.993","544962.699","344821.7514","1422593.394","422341.618","496270.284","1190459.495","656000","1582200.732","966860.61","884623.01","1459221.263","847017.8484","1140000","854412.1543","2070829.504","669711.6953","466300.035","650208.2471","248113.1489","352293.095","269000","2291444.549","526038.335"
"M693.467T1225.817","244049.306","344019.292","191342.057","185069.527","207176.943","192538.255","150000","187000","251165.109","185122.299","293962.178","183277.712","265939.594","225000","213612.361","182776.1661","261629.9971","249917.8483","222000","315433.671","421347.747","469000","319329.039","361000","250000","304964.036","61067.4211","372948.76","80300.6528","417806.296","229488.048","277182.028","313303.353","244000","363010.382","220273.736","183062.525","249697.986","74829.997","139000","297043.2668","356706.687","79729.0627","462247.161","133901.1094","122031.8538","259077.853","316000","327915.3611","286252.646"
"M674.516T1456.832","38053.026","48763.243","42152.517","50911.516","63782.308","47748.717","179000","48600","35534.066","40708.563","66938.75","39483.438","330607.512","41700","41213.236","19381.2166","35424.4871","48473.0433","211000","43343.098","72222.944","83600","91432.973","63800","87800","73811.289","36923.0648","53870.021","37277.9548","33550.783","72384.104","103051.74","84596.341","63000","52528.16","59009.562","23088.9","43558.304","422922.3345","37100","31537.7761","44093.262","17336.4427","102496.545","28863.8713","41875.2127","84909.131","112000","58192.9024","43828.359"
"M327.228T1608.501","159513.734","160633.788","157271.951","179723.086","217912.686","164174.432","112000","170000","155142.927","155156.167","62520.485","161156.818","160621.599","175000","149859.262","140218.9551","142999.3909","202840.9064","148000","151993.977","174644.087","177000","96357.996","153000","157000","161606.038","184148.4963","215282.597","165796.8963","140024.611","142853.786","158220.682","145959.862","199000","130806.141","166075.847","132597.097","161856.403","175478.1615","127000","168924.1536","149911.897","157190.3367","157690.967","167407.2428","189817.1745","54122.656","93600","128109.8138","144686.647"
"M527.227T886.063","191430.257","80480.392","98152.657","164021.034","168265.924","114980.351","397000","323000","331008.007","366591.029","297289.295","154571.021","133464.642","294000","152003.403","10725.5167","16950.0787","148807.0152","122000","134889.5","215559.878","344000","144617.349","180000","151000","137595.783","11818.0251","447479.006","11204.359","305891.681","247005.943","205991.89","122679.836","333000","109204.559","358973.783","280210.792","84207.312","10281.9869","332000","8848.3628","127588.3","6962.5029","184779.922","6047.7445","13415.3535","194140.893","416000","170439.2492","240165.556"
"M716.258T970.077","85572.314","275798.567","388873.765","558062.923","428435.046","439861.218","111000","118000","98222.566","81192.24","514697.202","116410.966","110737.463","164000","117041.265","9795.5701","12139.9532","142348.4775","487000","146027.646","216192.981","511000","184660.992","163000","608000","295750.184","8502.4303","174482.979","7476.2916","82124.276","590665.204","400682.696","222547.04","235000","143360.794","84178.036","165039.317","104804.814","8076.8321","75900","2681.2446","171477.799","10100.2225","605689.3","4659.0899","6868.7331","238054.868","370000","123317.0631","86378.636"
"M421.258T1036.333","95238.648","46220.273","81270.499","45150.327","21183.583","158992.714","66200","74200","72462.062","62260.313","43060.952","102152.052","28093.702","123000","86938.739","6691.1624","4656.4097","75089.1505","82800","51741.141","60995.797","102000","91204.047","36600","14000","50635.406","3810.8341","51132.257","4962.9416","97099.674","94904.157","51140.975","103819.876","68200","84136.072","114272.743","81196.903","44900.28","5161.1443","115000","5359.4331","148870.839","2038.8488","61666.083","2069.2531","5335.3755","89209.459","159000","108805.7018","51574.846"
"M351.18T1518.016","273219.03","312613.933","269739.408","272991.763","290443.515","262649.788","279000","333000","255295.118","283992.175","152587.165","328960.839","373399.84","348000","283474.078","260329.7152","274302.8485","329532.1292","277000","346346.659","285888.682","307000","286458.054","346000","275000","293327.179","254927.6297","317040.816","263250.3491","255889.339","270853.259","281755.691","247334.427","262000","215298.227","303985.718","261325.711","314856.658","251514.5148","263000","239565.4148","249019.977","257737.0723","301125.473","233037.5158","280685.6932","84014.375","204000","267404.1992","311411.486"
"M642.507T1561.719","105485.508","87837.607","89568.716","107954.982","150300.54","90489.067","134000","134000","113090.697","119057.916","57215.927","159703.785","220759.192","102000","93769.444","73564.3921","71068.9972","296234.3568","222000","107884.844","152078.221","197000","113116.175","149000","162000","144719.415","64006.4403","288645.941","157940.8012","126448.402","139561.57","171439.911","141693.626","167000","94631.843","110858.007","115377.902","104954.028","251195.4265","96300","69982.3071","114563.901","71710.9565","254180.607","69901.5907","203825.6069","124946.191","157000","262543.0168","214214.246"
"M657.232T799.156","37673.581","13133.243","26873.733","29734.688","33658.731","42444.947","55000","38100","29488.095","43736.467","99325.948","35443.221","34659.084","69300","39970.383","2315.1235","4044.0413","46634.7656","35600","35165.904","63276.924","57900","26955.521","51900","31700","47397.054","3257.7458","51551.608","3670.1416","34227.357","62533.519","46602.911","33503.448","43000","26713.196","33070.874","32493.096","18835.044","3982.0161","38200","4748.7109","41232.785","8023.1392","51017.9","7415.453","1129.3694","104371.284","82900","52240.3311","13255.188"
"M959.573T1587.713","103476.168","109614.318","91425.595","58476.442","55533.991","142373.257","256000","82700","266513.467","62934.916","27253.253","201117.918","153826.4","67300","19481.818","7743.6628","9305.2058","175770.9114","41500","123438.011","194656.956","139000","361957.42","151000","53500","54859.943","16043.3333","155266.91","118279.3375","145541.195","52749.727","69822.741","82237.6","131000","84173.511","56126.235","158298.333","125281.511","15080.5418","289000","38891.3671","88602.74","14817.9351","93328.588","11973.3186","101712.3914","235805.918","45200","193962.9232","214127.25"
"M424.204T1541.842","289766.266","294142.723","283476.002","265346.797","280243.388","269654.03","266000","263000","292083.368","249505.291","212114.878","236044.345","266058.494","268000","240259.175","213553.4497","226342.517","267760.0618","269000","274286.867","262041.706","278000","294142.521","248000","272000","247499.899","247642.9324","348453.884","256073.7167","286372.829","210934.777","237809.981","233691.273","307000","272059.43","244746.481","304331.546","282675.439","254618.0361","237000","227754.735","260542.498","236799.5325","266910.72","235925.907","243178.1471","196895.563","225000","234353.1914","310451.184"
"M395.288T1472.855","113877.757","143892.38","143176.07","121959.68","140169.656","136220.51","112000","125000","110025.581","99552.578","83030.563","140619.777","108350.567","133000","110014.282","98821.0923","112443.2449","133726.274","153000","108121.811","115809.945","150000","71736.969","113000","168000","136918.807","86583.0141","161689.458","134454.5891","112370.653","118450.094","161108.395","129601.129","136000","72396.009","116266.93","103681.442","126105.113","92734.569","107000","115806.4956","79811.074","129338.0242","198112.997","99978.813","125917.1507","63384.172","113000","130820.8587","134909.865"
"M501.275T1492.083","48913.861","68151.426","68258.822","38453.896","82602.686","54048.031","65400","52100","84429.425","62533.931","61175.331","62031.322","54228.029","57200","52891.202","50357.2405","48035.9204","44299.0076","79100","44048.348","48349.703","79700","64430.904","51800","70600","60646.227","59303.3743","55137.903","41532.1033","67748.314","64410.003","65526.222","52416.867","79500","48397.266","54259.849","80532.891","72126.34","51838.9025","41300","43005.4651","56109.521","59996.0015","65594.553","63141.9607","90417.9676","54979.092","49400","61011.3288","48107.541"
"M295.151T1624.873","172227.821","170551.302","146240.884","129560.136","217356.997","160719.748","129000","183000","158578.476","172212.634","18977.219","160313.45","161846.115","2e+05","178790.299","164692.4146","178349.4201","181277.6822","212000","162708.09","192224.961","159000","152577.6","154000","195000","194619","170201.3013","200893.9","159807.0927","153032.712","160391.252","170212.803","181536.781","188000","172501.188","158570.625","157676.051","143353.742","158853.7021","171000","180020.0724","157244.649","166260.5077","134332.147","166955.9625","165282.1433","17802.747","45000","200333.25","168023.202"
"M701.542T1438.11","48192.316","52063.401","60476.879","56000.621","52840.247","61493.348","64900","69200","49109.582","52004.142","49796.506","41430.742","55341.561","71700","44375.032","40529.797","39530.1727","77364.9376","67300","60844.761","61170.743","74800","65139.104","32200","56500","56990.421","42067.6701","150357.26","244585.4321","62437.279","62056.846","71062.77","85724.471","69400","50720.23","70056.446","69594.244","76849.088","30574.5163","44100","25244.8109","72939.07","27796.9655","214540.584","33764.473","101982.9973","44993.619","58900","78971.5698","130016.861"
"M772.579T1708.588","28482.674","102873.183","63771.319","81101.882","75937.141","48290.769","67800","32400","97056.651","27009.297","10004.726","27341.267","62279.645","27100","9981.506","25386.1259","18901.5842","47628.5489","69700","17910.346","19028.06","38100","52946.078","29100","93700","30173.061","30762.6964","58358.892","73273.7355","81022.589","27706.928","24487.848","34880.261","39500","18860.489","27367.293","23070.614","51620.034","65635.1662","52900","79355.4163","14584.177","24977.7884","46707.576","23958.0546","68429.4076","40316.121","18400","40159.306","26901.907"
"M419.313T1610.334","148354.66","143395.002","150643.182","135137.017","128862.55","132237.252","145000","152000","161586.248","145441.984","70489.115","165889.118","158302.4","165000","144381.469","134192.2498","127309.9046","151350.3032","150000","114218.377","152860.311","160000","126921.415","119000","163000","149660.553","144021.1665","142064.555","126336.4968","134571.794","136610.344","152769.979","143590.657","164000","140827.742","139688.242","138159.479","149450.591","142239.8374","154000","141463.645","151057.94","138349.3014","134296.132","135976.5904","156938.6766","78740.095","95700","147560.8752","122509.982"
"M369.296T1295.888","106206.03","56410.187","92187.339","79254.418","109998.128","105052.979","111000","115000","79840.329","93709.152","1034703.652","55586.392","90102.397","111000","73629.407","58812.5371","66603.8188","81832.3132","95800","75576.734","93641.162","122000","130659.782","81600","101000","111136.465","36694.1898","75767.6","70929.5281","126905.664","766760.824","95965.11","97297.537","68900","109160.358","89452.052","78710.679","57709.999","73944.2539","91900","65214.3259","94372.505","50569.9346","82131.771","58494.7011","30507.787","1465745.515","586000","83419.1042","53877.759"
"M505.253T1269.605","147282.924","132408.294","227869.35","208512.609","224982.76","221117.912","130000","230000","266062.952","290398.679","193438.032","186165.891","221689.165","295000","236428.709","180196.7513","93218.0304","157923.9017","154000","162920.961","199025.692","193000","209952.555","318000","202000","296611.507","59251.7678","205886.039","14742.2336","348384.973","275499.654","197391.146","287364.501","214000","279648.053","208714.951","194881.952","164990.291","56749.8011","199000","68632.9321","251881.535","66408.5288","78841.1","10148.0577","8249.4983","282849.026","347000","139376.8311","157391.566"
"M772.55T1170.538","88434.042","58667.797","73856.901","54952.687","60260.412","63050.487","157000","52100","175229.222","64010.865","685260.371","83204.948","73091.733","42700","111906.327","43738.8418","52760.6622","114293.5964","82600","32344.628","120148.097","57700","83777.944","85400","55600","45003.284","53509.8867","36260.34","46578.7588","177454.114","163977.061","36585.277","79056.676","88800","22564.581","100182.737","68417.508","75115.588","76078.3293","68600","60279.7952","63262.925","52709.7467","69564.492","56687.0926","10991.864","184429.247","325000","84326.9176","28876.713"
"M846.528T1240.644","414133.416","358514.088","379796.136","415274.537","470262.14","330572.629","317000","310000","381304.775","363730.519","565220.885","228366.483","342288.754","397000","184157.584","2123.0168","8523.7015","339873.4801","327000","350108.24","275035.792","321000","546612.669","354000","334000","267664.216","9448.3084","485738.546","13489.0321","487762.401","486917.034","250429.611","384547.446","458000","380950.561","356110.518","370951.298","449858.865","14100.0607","202000","12686.6161","290904.502","3071.397","943621.889","2729.0526","4225.8403","135347.084","265000","109848.9441","446977.173"
"M823.52T1195.638","185338.494","188128.215","204740.197","242839.921","242929.094","196911.248","171000","195000","186418.427","218251.527","300765.885","131649.319","181937.018","245000","111748.417","8726.255","14493.9283","172946.4844","173000","159632.761","173483.108","168000","212183.54","142000","201000","162312.387","9996.0356","214614.553","21254.828","240845.586","241961.599","147135.997","162627.481","221000","174798.508","212691.446","188373.893","190740.638","4663.6973","114000","9453.4365","130291.522","8304.8854","302129.252","7960.4628","10625.4624","137373.425","193000","91709.79","206341.543"
"M395.292T1508.139","77880.648","109265.175","120624.75","118899.06","121668.962","107393.085","65200","106000","80874.975","81448.612","55673.633","110795.437","87923.504","101000","89799.636","82459.0352","98434.6582","108206.1859","123000","99652.09","100662.123","111000","43493.829","107000","137000","105510.105","90029.4413","120918.631","88770.5859","89702.314","86975.312","111322.581","120339.91","108000","78016.178","89598.308","87041.9","96482.686","78619.3534","59600","109407.601","73426.694","106606.4009","125998.093","85099.6873","108697.4709","45502.742","81700","121382.8966","93677.026"
"M781.432T903.94","21920.381","9284.066","3287.62","9312.814","9485.539","424.46406","3650","19900","21621.208","16927.345","9419.536","9201.659","6799.567","21100","14282.014","2299.3218","3006.1053","5539.2064","15300","12120.684","11223.537","11400","12679.324","14400","7830","7507.349","424.46406","22234.851","3671.642","28613.06","18738.391","7792.543","424.46406","10800","10673.618","34779.611","25296.832","10589.493","2968.0109","74200","2122.3203","10469.816","3535.7406","9244.583","2816.6276","3411.8611","12256.759","9390","11566.8223","25798.916"
"M872.596T1490.371","72761.438","31264.751","46810.964","34001.085","41639.691","65282.524","237000","92400","58059.274","30219.898","133708.057","56796.565","296310.182","140000","113314.701","46665.7572","37890.4743","85517.5397","49600","127545.877","199520.847","84100","223784.666","58600","42500","124815.795","67302.2894","91431.621","89357.7175","44661.41","334050.028","61989.628","112418.394","174000","59106.527","35716.695","94632.343","75706.729","111864.5665","173000","25037.7958","110348.112","54132.5473","62582.994","102045.3288","67167.5239","191596.58","142000","83390.7227","121614.733"
"M494.565T1319.161","221614.708","257333.635","163682.584","216747.333","206932.023","157896.918","409000","365000","389199.299","346071.264","360602.616","218249.231","158183.628","319000","191711.629","213057.8227","181959.6172","233923.5235","194000","183296.61","170665.03","216000","148350.007","192000","237000","181237.479","325727.6019","241284.985","188625.3734","417460.715","297804.155","293896.667","181891.41","254000","165186.457","336921.831","316655.227","120794.084","386415.1256","360000","332715.24","178921.531","309856.0918","161963.479","210553.4779","64639.2131","286946.713","412000","223375.3263","262914.243"
"M871.586T1542.988","108920.212","85519.681","52805.301","53170.821","55065.915","107346.943","244000","141000","106018.273","52856.223","224521.688","101521.004","279407.107","220000","155471.523","95467.4974","53557.6758","180427.5249","57100","226344.98","329109.218","167000","352786.525","80900","44100","185977.247","111225.7112","130237.741","161798.2805","53497.018","486586.553","113892.759","162039.811","244000","111274.711","67365.732","175217.773","88916.341","33627.9091","336000","66989.4339","163071.885","84500.5111","114114.369","166345.1207","143659.0834","426841.722","218000","149611.663","229700.955"
"M305.242T1373.292","225290.672","193369.612","189198.051","223033.505","239588.519","212230.033","205000","227000","251952.485","224330.412","228986.913","221438.135","205666.73","243000","253346.505","168056.0668","161536.8234","225035.1724","168000","203798.448","210147.954","219000","195426.87","223000","172000","194201.062","153605.2804","209837.392","191858.4063","304983.893","237590.551","187742.061","180316.49","213000","189598.05","249440.182","224950.756","183628.777","181288.9261","241000","179505.8408","206609.07","206483.3068","216675.04","163064.3579","181260.7602","209752.663","256000","255876.9005","134836.45"
"M846.507T1289.081","474629.351","498882.291","486359.578","501453.934","605817.615","384296.369","361000","346000","433340.626","451283.306","368435.233","265012.417","447198.149","490000","178780.524","4264.8066","13367.2031","398552.6633","414000","421163.36","322722.976","377000","636585.442","406000","406000","340742.521","12468.2509","617716.958","22676.9453","527385.753","519977.074","318899.558","428993.785","535000","453765.349","396574.975","468807.607","515171.282","22312.1368","225000","18649.9575","337097.464","3073.0648","978625.965","2734.1178","4227.3098","144313.028","256000","134880.556","545814.99"
"M674.519T1428.666","35165.541","40940.461","32269.876","41815.59","54673.82","34592.107","152000","44800","29055.077","37923.23","44431.041","27732.138","298252.214","38500","31460.414","17235.2625","28192.5828","36698.3176","169000","37065.189","55963.284","72600","71559.385","58400","76400","62980.606","31727.0138","39266.776","27752.0752","26832.727","61919.246","85899.682","62884.735","59400","39980.656","52474.318","23097.366","37548.963","389671.1837","33100","28986.0312","34980.982","17347.7413","89803.803","28882.8624","35105.6215","36523.105","63800","50604.1296","37477.812"
"M285.297T1507.107","82303.119","1049510.082","223932.416","576900.326","468881.37","215248.86","306000","266000","186679.259","1084780.962","39825.734","96289.62","100868.219","191000","108447.101","87707.2685","141343.4208","90769.7838","371000","92646.523","98169.809","487000","112659.422","85400","642000","203007.535","143478.9193","432123.248","118681.6417","152983.806","588642.072","747261.361","207270.307","740000","151568.011","386117.358","748660.478","133792.817","85934.3945","241000","95457.8188","108730.815","125976.9575","630432.509","79101.2406","120672.6721","59760.079","56900","94151.4282","680374.122"
"M463.374T1523.897","136729.901","129074.737","216492.273","251110.167","305625.977","235030.414","98400","133000","126688.049","136831.774","92919.224","214467.038","173262.787","98500","119655.937","105061.9975","116930.9584","241870.7321","246000","200030.569","183333.868","350000","174025.203","187000","380000","406349.66","111202.4369","181691.781","125092.7365","135732.207","308663.137","497710.068","277914.039","194000","176785.788","128599.742","154529.553","201047.451","89942.5723","120000","126073.5961","207090.639","96757.3495","289853.482","112282.7021","158840.0414","147041.894","96700","230112.1864","150286.333"
"M521.219T1019.35","57861.89","40190.279","116473.809","81782.735","96130.272","95670.385","79800","69000","71167.636","54551.153","34945.255","145503.679","78802.099","158000","94607.799","3016.084","35311.2385","69558.1894","103000","97263.327","132375.642","96800","64110.552","144000","136000","85208.026","33718.8493","98109.708","603.2168","50485.14","67742.036","72746.634","88419.591","76400","72873.621","84175.134","96269.748","71202.539","5043.8694","43000","63591.5593","74236.431","39430.7005","138818.779","33256.5704","603.2168","38888.34","34400","88988.3229","46638.738"
"M655.525T1490.395","29999.531","56105.404","207761.412","60311.884","72512.064","65298.726","60100","52600","59833.759","16425.605","41083.879","186351.456","66088.755","68100","124793.444","22534.3852","23162.11","100435.5879","55000","42547.826","71900.604","88200","59506.021","18700","86700","51525.87","57027.2398","261805.378","65766.4049","63142.55","81439.409","63005.592","66749.857","43500","31883.53","19272.812","51602.633","44484.167","55185.6885","63600","69044.9003","32373.998","64470.3298","78119.766","129517.7706","130590.1358","82641.663","58800","107789.2156","64213.279"
"M599.276T1170.704","80724.116","87312.07","56088.88","96332.672","94805.616","54541.331","168000","155000","148845.369","178332.273","12694.9","56772.713","33237.088","108000","96033.451","2113.8516","2917.9409","37744.2292","31200","57749.507","37085.234","104000","27702.539","82400","28800","23262.332","2559.7629","125702.457","3225.0645","131510.872","72973.523","66652.903","33396.075","119000","21242.488","187142.983","161345.003","22403.463","4280.482","133000","3952.1265","14695.121","4829.0342","39465.475","2252.7155","422.77032","13102.984","73100","41162.5689","117280.188"
"M567.43T1621.712","38081.497","51729.525","45819.387","57191.743","64219.891","63830.587","1e+05","62100","112443.026","29242.403","15608.252","52927.742","59515.319","47800","25405.273","50199.4167","40315.0865","59174.9407","54700","40060.428","51529.446","39800","42190.268","51900","69900","50501.887","43301.3835","265207.229","92617.0883","30282.511","38308.188","49862.872","43652.497","82000","45553.373","40789.553","48438.668","49967.288","19172.0026","34600","39163.0797","43980.359","39954.5091","161314.504","41767.4594","173833.4776","11666.832","35500","35257.6477","99417.619"
"M483.269T1036.129","65513.869","77402.42","163984.927","84151.003","91819.213","118600.278","97100","53000","40650.834","50757.072","77684.355","81851.283","46335.869","91000","70293.927","15257.7509","73998.1749","86492.4841","58900","96174.959","74575.058","95900","46511.856","91100","132000","23789.551","68740.9944","59782.061","12108.1798","77332.345","82891.897","29755.944","83718.108","45400","85278.06","99800.022","131679.212","127461.165","12225.0261","84100","106085.1272","50233.731","76214.4397","73955.044","75291.1717","6340.7258","119779.589","75800","85863.0555","52741.702"
"M544.443T1574.274","35031.624","42229.193","46782.584","60845.219","59679.239","29033.316","34400","50800","39800.393","40757.391","16242.115","32476.672","35576.551","41900","29031.786","18740.9098","40118.431","47668.3223","51900","53524.187","46170.951","53000","36847.731","43200","52500","47543.346","35509.4594","112455.582","82255.9944","34610.149","23627.342","46658.299","48578.423","59500","38573.174","40331.95","26407.26","33782.151","28321.9714","29300","32949.2981","51959.227","38992.7737","137851.451","30645.9736","101091.7195","10447.113","26100","41481.8583","48804.355"
"M931.58T1440.166","16952.65","51845.214","25760.571","32792.385","46205.96","90334.966","102000","36000","124999.327","34311.46","14759.708","97355.026","39006.271","19100","18355.487","7221.1024","5713.8566","46643.604","42600","25551.984","44752.701","82600","222471.141","17300","36700","26525.216","8185.0652","108648.613","62811.3919","32212.674","28965.741","38806.528","51450.631","87500","45682.946","36508.862","75700.7","63073.53","9691.5378","164000","8907.6152","21974.143","4902.0927","82161.521","3530.0909","101295.1745","271622.054","38500","70756.6","171371.5"
"M900.588T1507.107","28553.241","97391.79","44784.82","51046.207","34004.325","131154.11","260000","31100","153491.956","24694.155","15490.568","115783.428","49250.928","35300","22691.897","12719.243","9746.5019","89542.6593","31600","23360.498","44101.616","158000","513727.021","36900","35300","24957.907","10983.6146","97007.579","119949.3147","57759.922","45125.905","65538.956","72244.255","110000","56156.315","31991.653","112221.115","79684.779","14629.8135","333000","36148.6196","25920.991","15198.6855","100332.787","15456.4825","126219.5374","289801.812","40300","124938.5867","239500.558"
"M403.244T1423.342","136604.093","120797.083","118123.447","142360.731","152637.331","113438.726","119000","180000","119666.973","125975.621","143511.041","135701.755","137796.415","126000","103588.783","83273.6694","100391.3522","162246.4261","156000","195390.095","223117.383","195000","123673.61","178000","204000","182565.969","87989.4002","164648.886","80606.3621","151878.647","133099.322","210712.692","134972.329","139000","121393.186","155229.483","138604.526","121328.383","85651.4799","105000","84384.3054","141627.975","66590.5728","208777.894","97700.8179","76439.5446","100663.418","188000","193280.0454","114826.526"
