"","M393.189T1440.567","M513.25T1338.968","M477.343T1423.013","M882.48T1339.403","M652.416T1356.524","M343.224T1621.712","M629.459T1473.698","M423.321T1473.286","M510.367T1523.593","M589.501T1621.712","M578.503T1590.788","M635.491T1472.841","M628.529T1624.373","M628.528T1608.773","M609.518T1624.418","M652.503T1490.314","M558.46T1591.049","M297.239T1626.197","M841.471T1389.363","M545.456T1607.833","M605.416T1473.993","M477.403T1542.988","M477.407T1590.788","M477.398T1574.327","M879.468T1338.726","M630.465T1474.173","M629.464T1456.367","M629.463T1474.173","M449.365T1540.699","M669.539T1543.447","M669.531T1507.08","M669.562T1624.559","M449.369T1557.545","M449.347T1490.033","M535.447T1540.43","M567.43T1421.35","M295.151T1624.873","M492.408T1557.26","M534.444T1557.26","M535.375T1490.352","M534.402T1422.678","M533.436T1590.96","M549.424T1473.203","M516.411T1568.021","M886.353T1006.792","M467.383T1523.593","M329.158T1625.781","M329.157T1608.526","M475.412T1607.605","M494.563T1509.9","M576.484T1557.453","M576.484T1473.551","M575.479T1473.048","M575.481T1540.694","M576.533T1641.124","M541.474T1573.977","M542.478T1573.977","M575.479T1456.772","M640.557T1608.472","M737.493T1439.78","M577.49T1591.335","M618.492T1624.789","M617.489T1624.961","M617.506T1594.034","M549.431T1507.08","M629.529T1601.79","M629.509T1624.418","M660.517T1423.005","M535.409T1440.116","M549.426T1489.95","M471.336T1557.26","M605.427T1490.314","M549.428T1523.962","M533.435T1510.689","M516.434T1624.418","M481.362T1591.564","M325.162T1642.868","M951.603T1424.253","M628.514T1473.756","M1085.421T973.898","M659.418T1406.262","M820.327T1006.792","M813.332T1056.081","M869.334T919.017","M479.188T913.185","M899.349T990.311","M433.152T909.874","M677.438T1339.916","M564.208T942.149","M817.317T940.819","M430.319T1557.453","M832.307T992.353","M956.379T959.199","M438.146T926.75","M313.161T1621.4","M787.545T1575.098","M339.172T1490.329","M523.36T1271.932","M487.775T1256.694","M386.164T943.456","M807.348T918.929","M1123.351T817.469","M889.305T842.452","M919.292T824.161","M1102.351T817.469","M979.313T847.893","M1114.854T834.347","M682.262T843.183","M415.326T1295.888","M465.26T1373.143","M425.216T1401.37","M425.215T1355.365","M556.445T1212.039","M812.538T1253.346","M985.571T1146.934","M772.55T1170.538","M537.533T1295.888","M374.303T1319.161","M847.517T1163.004","M986.591T1195.638","M808.52T1220.972","M771.504T1195.638","M609.455T1145.906","M392.284T1436.378","M828.538T1289.688","M495.298T1036.333","M471.796T1446.028","M471.313T1295.888","M619.438T1245.233","M399.308T1262.042","M443.333T1262.042","M383.284T1439.726","M455.315T1295.888","M341.283T1305.932","M513.307T1059.952","M351.253T1019.694","M285.134T1052.907","M569.292T994.771","M605.427T1212.039","M867.584T1358.969","M331.187T1104.601","M585.283T918.479","M351.179T1358.969","M351.108T857.905","M291.195T1053.001","M465.265T1237.073","M764.518T1295.888","M764.517T1325.086","M691.436T1356.203","M691.433T1253.346","M494.565T1319.161","M494.565T1422.678","M423.211T1338.363","M821.505T1179.269","M765.518T1313.696","M522.261T1109.944","M423.212T1319.031","M523.599T1382.768","M561.396T1195.638","M330.263T1492.022","M545.37T1372.761","M722.259T892.9","M332.328T1440.13","M441.224T1179.269","M504.265T1099.137","M330.261T1473.013","M330.262T1456.934","M330.263T1439.913","M423.198T1506.423","M722.581T1518.016","M722.58T1595.75"
"M494.565T1422.678",0.37452,0.29806,0.24018,0.26939,0.01712,0.33738,0.47563,0.50612,0.31498,0.46662,0.01499,0.09482,0.22544,0.24788,0.02729,0.24417,0.09646,0.21614,0.25192,0.05215,0.3564,0.39332,0.23816,0.26691,-0.04457,0.13656,0.20413,0.25446,0.153,0.23132,0.20396,0.19839,0.09929,0.17227,0.10608,0.2325,0.07144,0.1035,0.16429,0.00375,0.23463,-0.2832,-0.26143,-0.33308,-0.5368,-0.42049,-0.18835,-0.11377,-0.22093,0.11785,-0.1826,-0.22226,-0.20833,-0.20713,-0.30917,-0.37787,-0.39035,-0.10007,-0.17513,-0.25968,-0.1211,-0.11018,-0.23691,-0.15559,-0.07249,0.07909,0.02806,-0.09263,-0.1583,0.04743,-0.00127,-0.0067,0.09835,0.05481,-0.18104,-0.03185,0.15542,0.01263,0.09481,-0.25563,-0.14998,-0.76008,-0.65003,-0.61464,-0.70158,-0.61552,-0.58811,-0.32774,-0.47213,-0.57862,-0.59372,-0.71177,-0.59008,-0.64318,0.11853,-0.09911,-0.09004,-0.56572,-0.40125,-0.72142,-0.71511,-0.43964,-0.7334,-0.43471,-0.42801,-0.53582,-0.53956,-0.44332,-0.38263,-0.49498,-0.30262,-0.40296,0.19687,0.3326,0.04315,0.03266,0.05726,-0.12534,0.32062,0.23542,0.26898,0.42935,0.31249,0.3511,0.3787,0.19744,0.09071,0.47866,0.48368,0.48537,0.4317,0.45727,0.53593,0.51313,0.19425,0.2197,0.17362,0.10018,-0.10435,-0.36066,-0.36882,-0.11734,-0.12419,-0.09952,-0.33778,0.3034,0.46144,0.4539,0.62002,0.73727,0.96673,1,0.47627,0.44171,0.40752,0.38898,0.29219,0.30834,0.25296,0.60699,0.58234,0.42095,0.23747,0.48631,0.36274,0.58068,0.57954,0.5438,0.28929,0.43024,0.60109
"M423.211T1338.363",-0.0769,-0.14564,0.02197,0.01987,-0.18379,-0.35297,-0.23966,-0.16103,-0.00574,-0.0713,-0.08541,-0.07194,-0.04226,-0.03287,-0.33582,-0.20676,-0.22286,-0.43286,-0.29633,-0.31744,-0.45452,-0.27889,-0.4808,-0.36215,-0.28151,-0.33356,-0.19605,-0.16589,-0.27836,-0.24309,-0.27483,-0.21115,-0.33972,-0.29465,-0.33057,-0.38585,-0.35133,-0.37858,-0.50422,-0.59928,-0.41237,-0.47266,-0.53959,-0.51103,-0.49048,-0.48058,-0.67464,-0.60441,-0.42551,-0.4474,-0.52425,-0.53564,-0.41054,-0.4135,-0.66363,-0.47084,-0.5003,-0.29319,-0.18832,-0.35303,-0.22581,-0.29857,-0.30245,-0.25728,-0.62193,-0.44352,-0.42563,-0.50843,-0.6722,-0.56411,-0.61431,-0.64218,-0.63433,-0.58516,-0.58296,-0.53989,-0.4763,-0.42395,-0.29456,-0.65657,-0.63283,-0.64248,-0.73088,-0.63917,-0.75933,-0.69457,-0.70882,-0.75038,-0.75634,-0.79597,-0.3009,-0.55337,-0.4891,-0.41693,-0.59745,-0.44742,-0.58412,-0.32093,-0.29956,-0.36988,-0.35507,-0.49253,-0.56338,-0.63666,-0.29866,-0.33898,-0.34455,0.04631,0.3588,0.06064,0.4346,0.38583,0.53333,0.54448,0.4659,0.4924,0.39556,0.35922,0.68572,0.70424,0.69911,0.7875,0.70353,0.68545,0.47447,0.53029,0.55154,0.60988,0.73631,0.72392,0.73179,0.76765,0.6537,0.68049,0.29548,0.30202,0.21805,0.1403,0.21531,-0.04916,0.14945,0.34129,0.41748,0.50869,0.3039,0.47141,0.50215,0.52983,0.41108,0.56334,0.50428,0.47627,1,0.86488,0.87125,0.61707,0.94773,0.73678,0.51512,0.64975,0.61883,0.6031,0.5824,0.72036,0.66529,0.50984,0.59801,0.62226,0.85283,0.63611,0.58431
"M821.505T1179.269",0.0723,0.00498,0.17591,0.17214,0.13133,-0.143,-0.20942,-0.15517,0.07899,0.0799,-0.08077,-0.08422,-0.0404,-0.02981,-0.36429,-0.35545,-0.23905,-0.46725,-0.22134,-0.21517,-0.48631,-0.23823,-0.4193,-0.32861,-0.16206,-0.40008,-0.25107,-0.20705,-0.13925,-0.14187,-0.21061,-0.14766,-0.34413,-0.28772,-0.32028,-0.25772,-0.17292,-0.30971,-0.42304,-0.44372,-0.38738,-0.39491,-0.57542,-0.42853,-0.44005,-0.6729,-0.61144,-0.46081,-0.41045,-0.51824,-0.61255,-0.68395,-0.59628,-0.59791,-0.69382,-0.5268,-0.51293,-0.50304,-0.32611,-0.32638,-0.25225,-0.32054,-0.31249,-0.29816,-0.65408,-0.50084,-0.43146,-0.64293,-0.53709,-0.55359,-0.62656,-0.60576,-0.5781,-0.56422,-0.40478,-0.44957,-0.20208,-0.42407,-0.321,-0.56145,-0.65522,-0.70935,-0.69202,-0.69324,-0.73029,-0.60094,-0.60946,-0.87903,-0.67441,-0.74019,-0.38587,-0.63029,-0.51399,-0.41863,-0.58356,-0.38957,-0.4903,-0.48861,-0.34608,-0.43688,-0.3753,-0.61463,-0.65824,-0.67999,-0.30935,-0.48617,-0.40451,-0.06946,0.20473,-0.01559,0.4003,0.30601,0.47677,0.51295,0.5523,0.58276,0.36566,0.38885,0.73419,0.81188,0.83327,0.84656,0.67435,0.63124,0.51973,0.44739,0.485,0.44877,0.65127,0.68834,0.67398,0.71863,0.59003,0.66232,0.33786,0.37934,0.22023,0.1866,0.10194,-0.2033,0.08712,0.35436,0.2373,0.39296,0.24604,0.39052,0.60103,0.67409,0.61094,0.66343,0.47547,0.44171,0.86488,1,0.94003,0.76151,0.84978,0.82728,0.51959,0.69431,0.63197,0.66788,0.69056,0.80282,0.77343,0.47587,0.57506,0.61676,0.85758,0.78881,0.73207
"M765.518T1313.696",-0.07787,-0.02852,0.2514,0.14854,0.01861,-0.19241,-0.21678,-0.14133,-0.02748,-0.06372,-0.21775,-0.19103,-0.1815,-0.19592,-0.49791,-0.44905,-0.35488,-0.51649,-0.37964,-0.40536,-0.48579,-0.27286,-0.43878,-0.34495,-0.21505,-0.3956,-0.29219,-0.26173,-0.20818,-0.16793,-0.23824,-0.21382,-0.42696,-0.35108,-0.37403,-0.29755,-0.22329,-0.35902,-0.51128,-0.45853,-0.37894,-0.34802,-0.57971,-0.54913,-0.49127,-0.6188,-0.68102,-0.55415,-0.57138,-0.6695,-0.71346,-0.69329,-0.61469,-0.61861,-0.83286,-0.5695,-0.65211,-0.50591,-0.36803,-0.37303,-0.3527,-0.38665,-0.40685,-0.36649,-0.6879,-0.57953,-0.56137,-0.57312,-0.57888,-0.57717,-0.59202,-0.62451,-0.60671,-0.59656,-0.55914,-0.54022,-0.37846,-0.49257,-0.36954,-0.55281,-0.66054,-0.66827,-0.6869,-0.66609,-0.7693,-0.68745,-0.67272,-0.91462,-0.65477,-0.76683,-0.48358,-0.58555,-0.53001,-0.51068,-0.67506,-0.62724,-0.59713,-0.6214,-0.47443,-0.42429,-0.39023,-0.47746,-0.55347,-0.55063,-0.18466,-0.32865,-0.23754,0.03992,0.33338,0.01983,0.47498,0.35661,0.6251,0.61712,0.61474,0.6182,0.47744,0.51051,0.7378,0.84479,0.89414,0.8608,0.78432,0.74544,0.57991,0.58065,0.69826,0.58081,0.78727,0.76096,0.76132,0.81028,0.67836,0.68616,0.38317,0.41566,0.2584,0.18911,0.21633,-0.05908,0.18636,0.42387,0.31756,0.41782,0.31959,0.47261,0.64212,0.65649,0.57469,0.6994,0.46651,0.40752,0.87125,0.94003,1,0.78182,0.85807,0.82371,0.69742,0.78522,0.77077,0.80686,0.84265,0.8741,0.87976,0.6626,0.74834,0.78874,0.85125,0.75378,0.69328
"M522.261T1109.944",-0.06166,-0.03636,0.03909,-0.08619,-0.09487,-0.16173,-0.22364,-0.19086,-0.30911,-0.10264,-0.38664,-0.40528,-0.351,-0.38453,-0.58291,-0.5552,-0.57924,-0.50133,-0.52771,-0.3669,-0.57811,-0.29544,-0.46267,-0.39456,-0.33025,-0.41746,-0.4663,-0.39293,-0.28542,-0.20111,-0.2675,-0.29526,-0.548,-0.46634,-0.51707,-0.27104,-0.3382,-0.36287,-0.54707,-0.51926,-0.47029,-0.4993,-0.74928,-0.66247,-0.6642,-0.85773,-0.60333,-0.47649,-0.57771,-0.64388,-0.76253,-0.75101,-0.7353,-0.72746,-0.82528,-0.67701,-0.76659,-0.67003,-0.67036,-0.61982,-0.5443,-0.5771,-0.6067,-0.56273,-0.73034,-0.61259,-0.59235,-0.65781,-0.66846,-0.71048,-0.69349,-0.67358,-0.5374,-0.57051,-0.62001,-0.64063,-0.18082,-0.38663,-0.37476,-0.47192,-0.44707,-0.71772,-0.58081,-0.5692,-0.81957,-0.67995,-0.49553,-0.6762,-0.51559,-0.72511,-0.52536,-0.54164,-0.52958,-0.49718,-0.39858,-0.41551,-0.41809,-0.49327,-0.42644,-0.45635,-0.37649,-0.13689,-0.35733,-0.26238,0.02488,-0.12108,0.03494,0.08354,0.17186,-0.25588,0.31082,0.05112,0.73106,0.74691,0.54541,0.72598,0.72406,0.56862,0.81187,0.81569,0.91666,0.77645,0.66445,0.69262,0.49834,0.56145,0.55033,0.48583,0.75194,0.75144,0.70569,0.77923,0.63953,0.63306,0.58549,0.61686,0.5656,0.49413,0.33203,0.21747,0.3601,0.73744,0.4198,0.4848,0.32032,0.21951,0.44092,0.38585,0.37049,0.6122,0.51459,0.38898,0.61707,0.76151,0.78182,1,0.70423,0.87841,0.66431,0.6519,0.69323,0.77383,0.68096,0.73415,0.71826,0.41939,0.51351,0.55197,0.52893,0.69464,0.6128
"M423.212T1319.031",-0.24918,-0.3304,-0.09651,-0.168,-0.28162,-0.50992,-0.45693,-0.3663,-0.22958,-0.30453,-0.27291,-0.28862,-0.28126,-0.27213,-0.49703,-0.42317,-0.40996,-0.59509,-0.50224,-0.42589,-0.6655,-0.51737,-0.68365,-0.56849,-0.4578,-0.54468,-0.45336,-0.4119,-0.44512,-0.4084,-0.43897,-0.38937,-0.49449,-0.48439,-0.50253,-0.58363,-0.48968,-0.54644,-0.64215,-0.75144,-0.60134,-0.54576,-0.629,-0.55489,-0.5021,-0.57826,-0.75164,-0.68411,-0.52256,-0.61912,-0.6449,-0.67859,-0.56237,-0.56349,-0.75486,-0.58184,-0.58605,-0.46686,-0.36546,-0.5314,-0.40643,-0.48405,-0.45248,-0.42298,-0.78417,-0.63228,-0.58351,-0.65788,-0.77653,-0.73428,-0.76007,-0.7885,-0.7809,-0.7431,-0.65733,-0.6243,-0.56751,-0.58792,-0.50138,-0.71436,-0.6944,-0.58475,-0.67081,-0.59866,-0.73367,-0.63621,-0.64255,-0.74868,-0.76615,-0.78868,-0.24748,-0.43491,-0.43361,-0.33617,-0.63162,-0.47542,-0.68676,-0.2043,-0.30066,-0.19333,-0.22358,-0.32938,-0.38741,-0.52334,-0.09225,-0.17829,-0.15721,0.29248,0.54686,0.17152,0.55142,0.47038,0.62469,0.61069,0.6091,0.67373,0.56951,0.55622,0.8055,0.801,0.80398,0.83696,0.77857,0.76912,0.52843,0.61487,0.62478,0.59605,0.78222,0.77505,0.7941,0.81075,0.69246,0.72701,0.36147,0.37019,0.30595,0.24892,0.32237,0.17934,0.36634,0.53339,0.54117,0.66491,0.5031,0.40937,0.4101,0.45227,0.21956,0.4065,0.37839,0.29219,0.94773,0.84978,0.85807,0.70423,1,0.83528,0.55285,0.65561,0.601,0.64741,0.6101,0.72831,0.67758,0.40231,0.51385,0.5635,0.78571,0.59662,0.47177
"M523.599T1382.768",-0.3028,-0.38488,0.05639,-0.24732,-0.18116,-0.2987,-0.35533,-0.23598,-0.15951,-0.1848,-0.41157,-0.32541,-0.29051,-0.3257,-0.55854,-0.54117,-0.55678,-0.59577,-0.50794,-0.37891,-0.63294,-0.43828,-0.56836,-0.48836,-0.41103,-0.59269,-0.56168,-0.48596,-0.28021,-0.20641,-0.28876,-0.27391,-0.50459,-0.45033,-0.49382,-0.36954,-0.40652,-0.40952,-0.5019,-0.58254,-0.50552,-0.34966,-0.64298,-0.46664,-0.48308,-0.82504,-0.71356,-0.52517,-0.62595,-0.71343,-0.7608,-0.79067,-0.76721,-0.76476,-0.85096,-0.7666,-0.77434,-0.71441,-0.56363,-0.6652,-0.58954,-0.58217,-0.56024,-0.52638,-0.77449,-0.67389,-0.58412,-0.69569,-0.69849,-0.72364,-0.70999,-0.75365,-0.61503,-0.65169,-0.65778,-0.58264,-0.33065,-0.63093,-0.58679,-0.6535,-0.77723,-0.59527,-0.56607,-0.51088,-0.79491,-0.51177,-0.50527,-0.71326,-0.65327,-0.75302,-0.4938,-0.37784,-0.38622,-0.32,-0.63922,-0.49072,-0.59101,-0.37774,-0.45582,-0.156,-0.15229,-0.22543,-0.41432,-0.45292,0.0162,-0.21732,-0.16783,0.34134,0.47351,0.16788,0.57201,0.36623,0.64159,0.70332,0.57324,0.73806,0.63142,0.63104,0.90122,0.83947,0.89891,0.81722,0.70957,0.77547,0.72826,0.75014,0.61603,0.48323,0.7644,0.81363,0.79292,0.81131,0.77921,0.76662,0.38484,0.40733,0.35848,0.27085,0.14788,0.09028,0.30557,0.63331,0.54449,0.66099,0.4648,0.43209,0.6103,0.63091,0.20605,0.41982,0.45487,0.30834,0.73678,0.82728,0.82371,0.87841,0.83528,1,0.59428,0.67804,0.70909,0.75998,0.68131,0.72774,0.68341,0.39699,0.48444,0.5261,0.66737,0.64532,0.55123
"M561.396T1195.638",-0.39446,-0.12188,0.00261,0.1371,-0.15185,-0.31237,-0.24938,-0.17344,-0.3228,-0.31218,-0.3834,-0.41566,-0.49211,-0.54017,-0.74555,-0.56087,-0.64687,-0.65965,-0.49802,-0.57877,-0.31066,-0.1472,-0.25091,-0.23369,-0.11504,-0.29161,-0.36214,-0.36699,-0.30206,-0.28862,-0.33468,-0.42345,-0.29885,-0.39849,-0.47529,-0.32989,-0.35497,-0.43491,-0.55291,-0.33937,-0.23302,-0.35293,-0.46357,-0.78921,-0.35201,-0.42894,-0.82644,-0.72365,-0.89543,-0.76062,-0.67787,-0.56658,-0.54586,-0.54773,-0.85053,-0.63166,-0.8365,-0.45183,-0.5084,-0.41338,-0.5369,-0.38937,-0.48419,-0.37871,-0.58773,-0.66016,-0.68753,-0.35383,-0.58241,-0.36164,-0.37486,-0.42352,-0.43723,-0.42863,-0.81815,-0.54789,-0.51922,-0.5233,-0.42581,-0.32073,-0.43233,-0.34632,-0.31959,-0.27209,-0.59638,-0.52705,-0.35428,-0.47916,-0.30736,-0.46098,-0.56865,-0.25363,-0.29823,-0.41696,-0.4273,-0.75941,-0.59403,-0.68082,-0.45804,-0.31019,-0.166,0.11578,-0.04151,-0.13853,0.20839,0.13354,0.27475,0.15326,0.4002,-0.08627,0.30019,0.07195,0.89841,0.69732,0.67795,0.62245,0.5683,0.58432,0.67661,0.72145,0.72887,0.54015,0.70856,0.6538,0.52597,0.49667,0.61346,0.41476,0.81526,0.55907,0.59337,0.52445,0.48975,0.43489,0.34089,0.35234,0.30721,0.24316,0.46585,0.24119,0.36685,0.47464,0.41268,0.14808,0.36736,0.29635,0.45148,0.37399,0.3259,0.55354,0.35626,0.25296,0.51512,0.51959,0.69742,0.66431,0.55285,0.59428,1,0.72231,0.8604,0.93526,0.83465,0.7853,0.71517,0.57047,0.63184,0.67202,0.36185,0.34437,0.24032
"M330.263T1492.022",-0.15826,-0.11018,0.14341,0.01414,-0.18407,-0.17439,-0.18553,-0.06943,-0.14632,-0.21696,-0.54562,-0.49151,-0.45516,-0.44284,-0.64904,-0.50377,-0.46944,-0.44432,-0.35178,-0.52995,-0.18391,-0.22665,-0.31072,-0.29802,-0.44598,-0.51942,-0.46334,-0.42651,-0.35911,-0.26782,-0.32785,-0.35641,-0.40473,-0.42674,-0.44569,-0.38259,-0.31474,-0.49769,-0.36705,-0.40562,-0.25272,-0.43851,-0.55583,-0.61345,-0.57348,-0.66906,-0.69627,-0.56919,-0.7656,-0.61161,-0.73212,-0.72875,-0.72692,-0.73268,-0.84652,-0.79051,-0.82107,-0.62101,-0.56368,-0.58678,-0.62438,-0.56157,-0.63128,-0.55934,-0.66421,-0.64194,-0.63325,-0.56626,-0.52425,-0.40968,-0.4157,-0.48128,-0.48707,-0.54013,-0.57759,-0.38941,-0.3785,-0.62978,-0.56669,-0.51707,-0.63287,-0.70453,-0.70311,-0.72122,-0.74544,-0.64732,-0.68179,-0.70527,-0.65482,-0.68852,-0.6497,-0.57159,-0.59791,-0.66715,-0.30156,-0.63906,-0.59933,-0.68719,-0.52136,-0.3937,-0.42261,-0.22149,-0.43677,-0.30982,0.10758,-0.16425,-0.11366,0.17575,0.31768,-0.06823,0.15667,0.00531,0.66774,0.6982,0.73223,0.60023,0.49546,0.55665,0.76172,0.79083,0.78698,0.81566,0.8594,0.81683,0.76766,0.65237,0.62419,0.65281,0.88002,0.78811,0.81113,0.75965,0.82355,0.79592,0.44518,0.47902,0.34754,0.30538,0.2736,0.09574,0.23345,0.3248,0.27195,0.27038,0.3246,0.38168,0.53417,0.58173,0.47056,0.61497,0.69355,0.60699,0.64975,0.69431,0.78522,0.6519,0.65561,0.67804,0.72231,1,0.89444,0.87738,0.80023,0.8902,0.82632,0.78766,0.84121,0.87703,0.44207,0.4739,0.47472
"M545.37T1372.761",-0.33613,-0.18894,0.16549,0.04385,-0.22545,-0.14518,-0.05286,0.04102,-0.12583,-0.11687,-0.4523,-0.36181,-0.3539,-0.38757,-0.58577,-0.44242,-0.5472,-0.4788,-0.38487,-0.53689,-0.18451,-0.11757,-0.23124,-0.2092,-0.27135,-0.35109,-0.35357,-0.32791,-0.20351,-0.16818,-0.24052,-0.30477,-0.28264,-0.31362,-0.37427,-0.22485,-0.29662,-0.33456,-0.37818,-0.33632,-0.17835,-0.3277,-0.50955,-0.69318,-0.52791,-0.58426,-0.76826,-0.65642,-0.87077,-0.69602,-0.75684,-0.70102,-0.68265,-0.68633,-0.90305,-0.80848,-0.90885,-0.57752,-0.59219,-0.59504,-0.6509,-0.53134,-0.63638,-0.53965,-0.58179,-0.57707,-0.59497,-0.39749,-0.56073,-0.34846,-0.35412,-0.45019,-0.37651,-0.42569,-0.69417,-0.39824,-0.44768,-0.62759,-0.51217,-0.55077,-0.5995,-0.61919,-0.61107,-0.54686,-0.82034,-0.66533,-0.61114,-0.62572,-0.60372,-0.72498,-0.83714,-0.49862,-0.54309,-0.62878,-0.38148,-0.74435,-0.58303,-0.74895,-0.66718,-0.42743,-0.34954,-0.13222,-0.43021,-0.38269,-3e-04,-0.21081,-0.07859,0.13129,0.33169,-0.01671,0.26483,0.05392,0.72179,0.70346,0.63201,0.61765,0.53665,0.5558,0.7596,0.70444,0.74618,0.7233,0.7965,0.82139,0.79564,0.63904,0.66934,0.66678,0.91277,0.79755,0.80914,0.72071,0.79504,0.74331,0.28259,0.29365,0.2076,0.12146,0.28273,0.03202,0.11331,0.32653,0.29488,0.22695,0.21654,0.43496,0.61868,0.61061,0.43547,0.69268,0.70088,0.58234,0.61883,0.63197,0.77077,0.69323,0.601,0.70909,0.8604,0.89444,1,0.95409,0.83681,0.881,0.81474,0.75114,0.79086,0.82412,0.43762,0.51594,0.50682
"M722.259T892.9",-0.35677,-0.18099,0.15568,0.07464,-0.12849,-0.20624,-0.19097,-0.078,-0.22921,-0.24288,-0.46838,-0.4333,-0.47217,-0.50927,-0.70397,-0.56731,-0.60254,-0.59963,-0.47517,-0.55015,-0.31334,-0.19269,-0.29441,-0.2576,-0.24725,-0.40661,-0.4414,-0.42066,-0.25213,-0.21133,-0.27889,-0.35079,-0.3381,-0.38211,-0.43633,-0.31475,-0.32029,-0.42577,-0.46445,-0.36862,-0.24767,-0.33829,-0.5194,-0.72183,-0.46665,-0.61171,-0.80192,-0.66814,-0.9058,-0.78759,-0.76825,-0.71965,-0.70675,-0.70888,-0.93815,-0.77192,-0.91176,-0.60724,-0.60673,-0.58456,-0.64539,-0.5277,-0.60408,-0.50873,-0.66095,-0.68592,-0.69118,-0.45673,-0.57282,-0.43266,-0.41861,-0.48187,-0.44638,-0.48004,-0.74975,-0.47287,-0.44192,-0.63583,-0.53509,-0.44678,-0.5761,-0.53299,-0.48779,-0.45758,-0.76087,-0.59871,-0.51828,-0.64352,-0.49241,-0.63448,-0.69624,-0.3882,-0.4279,-0.52361,-0.46989,-0.77067,-0.67908,-0.74192,-0.6321,-0.33475,-0.30901,-0.06733,-0.27148,-0.2902,0.11725,-0.06914,0.05241,0.203,0.4039,-0.03285,0.33598,0.10349,0.83049,0.73344,0.70116,0.67748,0.6069,0.63951,0.78956,0.79742,0.83928,0.70828,0.80058,0.7922,0.71287,0.62109,0.69975,0.5404,0.90434,0.7446,0.75917,0.70775,0.71408,0.66423,0.33873,0.3685,0.28885,0.21417,0.31489,0.1463,0.26515,0.45253,0.36496,0.24444,0.33065,0.43878,0.60733,0.5748,0.39346,0.62687,0.54962,0.42095,0.6031,0.66788,0.80686,0.77383,0.64741,0.75998,0.93526,0.87738,0.95409,1,0.87881,0.89271,0.80793,0.6815,0.74676,0.78933,0.47259,0.5075,0.42989
"M332.328T1440.13",-0.32497,-0.06531,0.18862,0.02273,-0.12982,-0.32035,-0.35898,-0.27373,-0.26223,-0.30968,-0.51655,-0.46019,-0.47308,-0.51173,-0.70985,-0.71293,-0.58525,-0.70742,-0.58107,-0.72384,-0.42886,-0.25816,-0.36274,-0.34845,-0.23535,-0.50528,-0.4728,-0.50978,-0.34749,-0.32256,-0.41934,-0.43981,-0.54413,-0.52144,-0.53155,-0.39231,-0.40932,-0.5429,-0.61784,-0.42128,-0.41624,-0.32308,-0.62254,-0.67697,-0.50265,-0.57682,-0.74292,-0.65986,-0.80004,-0.83686,-0.84469,-0.73082,-0.74993,-0.75625,-0.89709,-0.65476,-0.77793,-0.67817,-0.53472,-0.40183,-0.59564,-0.53198,-0.56365,-0.4981,-0.73964,-0.77165,-0.80267,-0.53675,-0.56996,-0.5517,-0.5283,-0.55724,-0.58509,-0.63032,-0.59438,-0.45786,-0.51819,-0.61452,-0.53486,-0.45915,-0.60485,-0.53488,-0.56118,-0.55669,-0.6455,-0.61817,-0.61724,-0.80801,-0.50751,-0.57508,-0.64816,-0.49198,-0.55267,-0.62791,-0.48561,-0.8587,-0.58613,-0.69944,-0.44411,-0.37472,-0.24411,-0.20059,-0.32318,-0.29816,0.11646,-0.02238,0.08957,0.15733,0.42708,0.05343,0.28946,0.1426,0.74588,0.76127,0.76152,0.64395,0.62051,0.74217,0.671,0.85201,0.82652,0.76621,0.85584,0.78811,0.61901,0.62307,0.79867,0.57553,0.80882,0.72243,0.7405,0.71364,0.64494,0.6473,0.42607,0.44342,0.25415,0.19238,0.39921,0.13765,0.32687,0.47917,0.42339,0.24655,0.33956,0.36427,0.51326,0.50232,0.5092,0.63271,0.34671,0.23747,0.5824,0.69056,0.84265,0.68096,0.6101,0.68131,0.83465,0.80023,0.83681,0.87881,1,0.90853,0.92377,0.76425,0.81466,0.856,0.52047,0.61438,0.54249
