"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M465.104T862.717","-0.26140885","-1.41301050"," 0.30520272"," 0.11677881"," 0.22630011"," 0.36110205","-0.21262146"," 0.53871064"," 0.21483169"," 0.56795006"," 0.06511156"," 1.21976147","-0.11221694"," 0.93719288","-1.48165212","-0.55337771","-0.35346751","-0.16518692"
"M415.167T872.593"," 0.25511141","-1.06762528"," 0.56264533","-0.12417064"," 0.51967031"," 1.31720614"," 0.38807942","-0.22326222"," 0.17319906"," 0.89176944"," 0.10137625"," 0.60366131"," 0.13195010","-0.33956654","-2.28782944","-0.05969391","-0.51746678","-0.32505396"
"M676.835T65.732","-0.18947753","-0.46013624"," 0.47469327","-0.41839603"," 0.06544837"," 0.53964682"," 0.01014178","-0.83132994","-0.45097585"," 1.13106845","-0.30197705"," 0.69729478","-0.16465771"," 0.15227232"," 0.59581986","-0.25957021","-0.26592180","-0.32394329"
"M351.13T801.057","-0.32675354","-1.03600316"," 0.44231876"," 0.14130105"," 0.09129321"," 1.08799919","-0.03088658"," 0.26860325","-0.27976585"," 0.67661605","-0.29489727"," 0.61184291"," 0.28647496"," 0.64655034","-2.36424091","-0.02749115"," 0.02702667"," 0.08001206"
"M615.901T66.977"," 0.89465445"," 0.02173064"," 1.23002463","-0.70999327","-0.01821035","-1.77248908","-0.03871300"," 1.19547788"," 0.80512064","-0.62409667","-0.43333904"," 1.39315610","-0.30867927","-0.19509395","-0.28782895","-0.51310176","-0.33600714","-0.30261186"
"M1192.953T904.029","-0.16613138","-1.05171657"," 0.05135294","-0.75162301"," 0.39524370"," 0.73261193","-0.20093661"," 0.22047877","-0.30605034"," 1.24585831","-0.26427996"," 1.01009567","-0.28516763"," 0.51937218","-1.20881602"," 0.02037391"," 0.11805328","-0.07871916"
"M361.323T326.759","-0.6544849","-0.3608661"," 0.2523647"," 0.2027189"," 0.5287573"," 1.0578881"," 0.1015221","-0.3175380","-0.3477101"," 1.2429471"," 0.3349009"," 0.2369862"," 0.1564194","-0.4781923","-2.1949290"," 0.2622942","-0.3422566"," 0.3191781"
"M661.142T919.275","-0.68592815","-1.56550210"," 0.24448448","-1.44720236"," 0.26797867"," 0.36565154","-1.53011522"," 0.52769038"," 0.14162731"," 1.65432712","-0.03730519"," 0.08220159"," 0.46467769"," 0.50422247","-0.82060475"," 0.79649214"," 0.62527370"," 0.41203069"
"M1129.063T893.528"," 0.15315706","-1.42295092"," 0.95815641","-1.30635190"," 0.47241046"," 1.66918490","-0.42972400","-1.57317147","-0.11232552"," 0.99210765","-0.02957313"," 0.89852377","-0.16172487"," 0.12969123","-0.68886395"," 0.57701662"," 0.37737014","-0.50293249"
"M610.812T69.546","-0.70151064","-0.13816686"," 0.32800154","-0.23851340"," 0.02992316"," 0.47680162"," 0.31843753","-0.91272831","-0.35857570"," 0.55828139","-0.11859285"," 0.39166178","-0.10840996"," 0.44559550"," 0.55931145","-0.38358802","-0.09361841","-0.05430982"
"M445.135T747.805","-0.02770434","-0.46117543"," 0.44374183"," 0.11259467","-0.34808887"," 0.98095386","-0.04337492","-0.05888585"," 0.25570321"," 0.94181185","-0.17183950"," 0.59047542"," 0.07619160"," 0.36022480","-2.17861912"," 0.13867738","-0.37354211","-0.23714448"
"M873.334T1049.155","-0.1960272","-1.9442311","-0.8190603","-0.1392718"," 0.4152244"," 1.3579338","-0.2011949"," 0.3496467"," 0.2867846","-0.2698116","-0.7672607"," 1.0567414"," 0.1977940"," 1.0880730","-1.1525536","-0.1409004"," 0.4994034"," 0.3787103"
"M271.07T418.897","-0.45848334","-1.14739205","-0.29197643","-0.85432556"," 0.83652300"," 1.09003312","-0.03904308"," 0.06894886"," 0.03566658"," 1.44993153"," 0.21029767","-0.65700228","-0.13814186"," 0.51950556","-1.75476151"," 0.51385768"," 0.51531821"," 0.10104389"
"M649.307T1120.24","-0.30391209","-0.61238494"," 0.31523937"," 0.16090350"," 0.19998768"," 1.21805728","-0.08249022","-0.51273669","-0.09629088"," 1.26092094","-0.16722447"," 0.19188109","-0.16742686"," 0.33484430","-1.32726300","-0.14592945","-0.13693125","-0.12924430"
"M1395.893T980.489"," 0.089692019","-2.339061061"," 0.176713192","-0.159674451","-0.317875823"," 1.354200820"," 0.043912895"," 0.353971428"," 0.128641565"," 1.254904913","-0.007904005"," 0.188675099"," 0.480144900","-0.154391947","-1.569675582"," 0.394586767"," 0.249226287","-0.166087014"
"M409.075T617.585","-0.465983629","-0.703332085","-0.285640595","-0.269984185"," 0.393458125"," 1.143640423","-0.567802362"," 0.066687750"," 0.091216507"," 0.908081714"," 0.002615553","-0.015307240"," 0.230580171"," 0.502306304","-1.490326457"," 0.148187931"," 0.136265129"," 0.175336947"
"M375.179T1058.786","-0.44226708","-0.16614784","-0.05218155"," 0.04593385"," 0.73181547"," 0.87447249","-0.25274370","-0.19319775"," 0.01429709"," 0.91440568"," 0.63810752"," 0.14931987","-0.10392487"," 0.57002934","-2.59115787","-0.07066250"," 0.12648416","-0.19258230"
"M402.187T763.436","-0.28405171","-1.09728724"," 0.15324835","-0.16431432"," 0.17245016"," 1.17104194","-0.06036742","-0.06595708","-0.28578165"," 1.11632085","-0.47206482"," 0.67036455"," 0.27622482"," 0.51105688","-1.13647740"," 0.09601638","-0.07321858","-0.52720370"
"M885.163T805.657","-0.049225901","-0.246691918","-0.316125608","-0.201312073","-0.314703444"," 1.248968533"," 0.377805821"," 0.193949713"," 0.158686691"," 0.963369936","-0.020398011"," 0.615784149","-0.947146639"," 0.722029307","-2.042405034","-0.224214459"," 0.003027662"," 0.078601277"
"M426.882T91.046","-0.04117734","-0.19320831","-0.04826515"," 0.11524228"," 0.06202487"," 1.26325164","-0.41156552","-0.61478197","-0.34260261"," 0.86068423","-0.27941500"," 0.40620391","-0.30737591"," 0.28604441"," 0.21062410","-0.21378290","-0.31573759","-0.43616315"
"M771.811T66.858"," 0.3829298510","-0.4417897601"," 0.6777666306","-0.6278070946"," 0.2131413863","-1.7048810439"," 0.0001062044"," 1.0846350762"," 0.7907543557","-0.2728592758","-0.3070363557"," 1.2568794074","-0.0911675267"," 0.0201324226","-0.4302570931","-0.1040011001","-0.2558912040","-0.1906548802"
"M1015.483T980.936"," 0.096521013","-2.440027213"," 0.218496780","-0.505323718"," 0.298371800"," 1.328891384","-0.125832220"," 0.138079959"," 0.346356894"," 0.973228177"," 0.236502796"," 0.484573452"," 0.035707954"," 0.506260081","-1.684624670"," 0.177242406","-0.002205478","-0.082219395"
"M451.018T90.59"," 0.18949369","-0.16424817","-0.30206406","-0.11032055"," 0.14081872"," 0.75052346"," 0.22782666"," 0.12585520","-0.62930159"," 0.98993468","-0.18396872"," 0.75976199","-0.94092802"," 0.10131346","-1.10695595","-0.09683752"," 0.01498693"," 0.23410979"
"M545.846T78.22","-0.20902674","-0.15814676"," 0.20217619","-0.05958380"," 0.05004345"," 1.23749884","-0.30438028","-0.63555499","-0.33720691"," 0.90960345","-0.31637792"," 0.20320231","-0.26045110"," 0.26538439"," 0.27706762","-0.34567994","-0.29454801","-0.22401980"
"M948.606T1193.747","-0.31720692","-1.42385757"," 0.10567309"," 0.55632036"," 0.55006021"," 1.31987916"," 0.14771691","-0.50333865","-0.28202911"," 1.16525422"," 0.12128808","-0.03956301","-0.18608393"," 0.53672705","-1.79148524"," 0.09272700","-0.17347214"," 0.12139051"
"M251.133T1514.839","-0.05167831","-0.15487359"," 0.12836125","-0.21500699"," 0.06703254"," 1.46993666","-0.29927749","-1.05974222","-0.02789095"," 0.81726468","-0.31880450"," 0.45696490","-0.31010368"," 0.02232341"," 0.30314376","-0.21374897","-0.29010122","-0.32379930"
"M969.698T320.725"," 0.51279887","-1.64482820"," 0.22871037","-0.25323794","-0.19219726"," 1.39648098"," 0.27403379","-0.19244561"," 0.39239232"," 0.64629547"," 0.01997734"," 0.20706986","-0.40900873","-0.11482873","-1.79539141"," 0.30150201"," 0.45519845"," 0.16747842"
"M365.528T823.98","-0.2703649","-1.3650899","-1.1214237","-1.2540436","-0.3834066"," 0.7657323","-1.3318758"," 0.6771834"," 0.2548863"," 1.5173736"," 0.4200982","-0.9104442"," 0.2983859"," 1.0836355","-0.6656344"," 0.5177774"," 1.1085499"," 0.6586608"
"M237.118T1438.218","-0.14201355","-0.30334264"," 0.05399674","-0.04412406"," 0.12623538"," 1.32823550","-0.43693946","-0.71861696","-0.13111319"," 0.89622251","-0.23902248"," 0.63435735","-0.56116252","-0.09295616"," 0.58872845","-0.10471235","-0.40338049","-0.45039206"
"M722.143T1113.831","-0.627416003","-0.913454533"," 0.028358111"," 0.588392596"," 0.374604297"," 1.409511359","-0.002257655","-0.213028454"," 0.167410538"," 1.005940921","-0.207313360"," 0.253881798","-0.037870557"," 0.592552885","-2.459771758"," 0.287483344","-0.346189520"," 0.099165992"
"M223.134T1071.799","-0.668267826","-1.655244118"," 0.410493067"," 0.269204306"," 0.008318992"," 1.441323393"," 0.222431940"," 0.692178781","-0.462682550"," 0.743087531"," 0.409072188"," 0.847254548","-1.610607422"," 0.505884996","-0.885944140"," 0.326037320","-0.840831768"," 0.248290763"
"M377.164T1417.473","-0.39175997"," 0.35740243"," 0.00244414"," 0.44415965"," 0.17079877"," 1.24647377"," 0.06544496","-1.06237756","-0.47723363"," 1.44962830","-0.17119536","-0.53675296","-0.36788346"," 0.26016819","-0.05111662","-0.16650184","-0.31642523","-0.45527358"
"M320.919T92.078"," 0.016783429","-0.168161700","-0.193588286"," 0.543200438","-0.166271047"," 1.494209846","-0.535223427","-0.643985096"," 0.055948915"," 1.143960357","-0.070618241"," 0.224585993"," 0.007717088"," 0.120094011","-0.673759671","-0.135148616","-0.338697902","-0.681046092"
"M659.273T944.298","-0.06964056","-0.60644320"," 0.17016981","-0.05274521"," 0.28645562"," 1.23604798"," 0.06538072","-0.20626899","-0.64546836"," 0.97107648","-0.02136837"," 0.45105571"," 0.01181544"," 0.26220445","-1.52497717","-0.33641743"," 0.07863692","-0.06951383"
"M937.388T970.431","-0.12213834","-1.21973271"," 0.07116465","-0.56715115"," 0.09785745"," 1.08605233","-0.25416540"," 0.06657774"," 0.28208626"," 0.85391045","-0.05961932"," 0.58048703"," 0.02698970"," 0.78166222","-1.93607796"," 0.12718245"," 0.02691373"," 0.15800088"
"M299.07T414.239","-0.27288577","-1.24125699","-0.51412508","-1.26571527"," 0.90135763"," 1.01876640"," 0.04514198"," 0.12082187"," 0.01219012"," 1.36061492"," 0.14066435","-1.73044032","-0.10748559"," 0.50477985","-0.45383007"," 0.50457097"," 0.36372290"," 0.61310812"
"M942.309T937.647"," 0.22271462","-2.50287637"," 0.18455667","-0.29820534"," 0.53842740"," 0.42429436","-0.14840907","-0.18617368"," 0.30834492"," 0.60503022"," 0.06378247"," 0.52254804"," 0.27647542"," 0.83883732","-1.71719497"," 0.22214076"," 0.33726226"," 0.30844495"
"M408.906T66.13","-0.03142628","-0.36186209"," 0.94566871","-0.11794638","-0.14384486"," 0.56271776"," 0.36818295","-0.58182040","-0.30997388"," 0.58535598","-0.30060322"," 0.34508574","-0.22725208"," 0.18313360"," 0.47639417","-0.30906403","-0.43133649","-0.65140923"
"M533.158T89.204"," 0.13702367","-0.12201907"," 0.92538092","-0.15227356"," 0.11875760"," 1.05819235","-0.33352418","-0.34893607","-0.13324737"," 0.90519972","-0.48182312"," 0.22341566"," 0.11482095"," 0.15697487","-1.69780428","-0.12052677","-0.05283844","-0.19677288"
"M333.191T983.058"," 0.23934213"," 0.43091843"," 0.11275427","-0.21441538"," 0.06411239"," 1.16171164","-0.19599076","-0.45110741"," 0.02870883"," 0.90064010"," 0.25961204"," 0.72442535"," 0.02322447","-0.23508419","-2.21890680","-0.03196355","-0.09675313","-0.50122844"
"M292.923T69.684","-0.13392771","-0.14820411","-0.34369523"," 0.03068748"," 0.12750148"," 1.21187266","-0.04160758","-0.51332089","-0.98386879"," 1.20151344","-0.21430254","-0.53240946","-0.12525126"," 0.32168789"," 0.67222714","-0.17242943","-0.19663291","-0.15984019"
"M365.136T768.138"," 0.07885670","-2.01186253"," 0.19611861"," 0.08240184"," 0.41766079"," 0.60539768"," 0.28116138"," 0.25877387"," 0.09989321"," 1.04801472"," 0.03252669"," 0.39446752","-0.42856331"," 0.76898359","-1.08332642","-0.30121801","-0.52368019"," 0.08439386"
"M771.203T760.252"," 0.18237980","-0.38051812"," 0.63143590"," 0.19628588"," 0.23792941"," 1.08405523"," 0.31219843"," 0.18583914"," 0.34644710"," 0.92843969","-0.30544707"," 0.07826390"," 0.12640597"," 0.46723589","-1.61854333"," 0.06733996","-0.15191682","-2.38783094"
"M461.152T871.999","-0.0001799056","-1.2514878574"," 0.0873504981","-0.0449318409","-0.2905450744"," 1.0386640518"," 0.1053050273"," 0.1026070927"," 0.1627310455"," 0.9890078585","-0.4904108468"," 0.6570566659"," 0.2359782477"," 0.4062441530","-1.3360333423","-0.3354186490","-0.0974573846"," 0.0615202604"
"M481.183T807.444"," 0.32784304","-0.68984710"," 0.63347884","-0.73668871"," 0.29803723"," 1.14305584","-0.32281722","-0.04652630"," 0.11301299"," 0.60272667","-0.36144903"," 0.75752958","-0.27973288"," 0.14847421","-1.13742513","-0.15028336","-0.25180369","-0.04758498"
"M631.8T325.95"," 0.35574459","-0.89613122"," 0.47019050","-0.46290824","-0.07052435"," 1.19438776","-0.62305958","-0.02072587"," 0.06659183"," 0.80679128"," 0.18408329"," 0.32247465"," 0.35248733"," 0.47903517","-1.68553956","-0.32537417"," 0.29671193","-0.44423534"
"M429.265T1258.241","-0.14893724","-0.85204887","-0.56419399"," 0.58430943"," 0.71265386"," 1.21549651","-0.22084067","-1.04096832","-0.20190996"," 0.86427750"," 0.65098039","-0.25012635","-0.06736910"," 0.72802747","-1.14462011","-0.04356607","-0.15474826","-0.06641624"
"M356.044T717.249","-0.010880278","-0.085313726"," 0.059761065"," 0.045100583"," 0.346825358"," 1.108232048","-0.690891784"," 0.129988825"," 0.151126681"," 0.867952132"," 0.009907839"," 0.605778457","-0.707225587"," 0.480530021","-2.114206571","-0.033018713","-0.107517730","-0.056148620"
"M1220.32T832.741"," 0.65659305","-0.97676112"," 0.39341658","-0.78755190","-0.04454050"," 0.55541310"," 0.48709003"," 0.46269934"," 0.78325855"," 1.25679277"," 0.26362804","-0.80779329"," 0.40901447"," 0.13406326","-2.05255523","-0.90729876"," 0.07434079"," 0.10019084"
"M1202.883T908.106","-0.08653039"," 0.06036127"," 0.38091477","-2.14024310"," 0.52994063","-1.20721713","-0.51308887"," 0.12974362"," 0.24072755"," 1.01165015"," 0.29895902"," 0.84218077"," 0.02649164"," 0.62150617","-1.48331721"," 0.62129824"," 0.35791041"," 0.30871245"
"M405.177T839.252","-0.03155389","-0.76389886"," 0.26536386"," 0.14301437"," 0.20916777"," 0.93676111","-0.37839717","-0.06115510","-0.16549459"," 0.82736461","-0.21276631"," 0.62619568","-0.28917966"," 0.36890013","-1.85722211"," 0.07279035"," 0.18912504"," 0.12098476"
"M1204.491T868.846"," 0.02036432","-0.23268817"," 0.26260683","-0.54715982","-0.13658738"," 1.36144949"," 0.01022198","-0.30180238"," 0.13273189"," 0.61179881","-0.25404166"," 0.68367719"," 0.24460136"," 0.18280167","-2.34334692"," 0.13226094"," 0.04440523"," 0.12870661"
"M333.041T419.397","-0.59324330","-1.15842095","-0.53221387","-0.80819314"," 0.83863881"," 1.12288675","-0.07049205"," 0.01539549"," 0.04206812"," 1.26028501"," 0.23332670","-1.30625752","-0.37679567"," 0.57911821","-0.62370812"," 0.61526690"," 0.53455425"," 0.22778437"
"M726.284T1051.577"," 0.140192819","-0.547317487","-1.153482691","-0.483134613"," 0.178791208"," 1.652885770"," 0.117659159"," 0.409045930","-0.003103926"," 1.089941983","-1.404176453"," 0.643208678"," 0.418196089","-1.133381267"," 0.647348798","-1.382111322"," 0.457432912"," 0.352004414"
"M367.103T818.837"," 0.07021646"," 0.46679715"," 0.78371210","-0.74404883","-0.16089242"," 0.97675020","-0.21803309","-0.22429339","-0.42955584"," 1.30557990","-0.37422060"," 0.56347160"," 0.06051920"," 0.32267575","-1.30624103","-0.46423740","-0.28854205","-0.33965770"
"M491.059T89.089","-0.26167235","-0.16355495","-0.57296225"," 0.35730757"," 0.25286871"," 1.49670522","-0.39728415","-0.92373314","-0.07952890"," 1.07505001","-0.20511371"," 0.27687485"," 0.05888066"," 0.45223429","-1.08322965"," 0.04241866"," 0.04844002","-0.37370091"
"M300.988T96.154","-0.01764562","-0.86623787"," 0.14885538","-0.04207412"," 0.07509983"," 1.40369978"," 0.04030371","-0.41357265"," 0.30575794"," 0.66962475"," 0.18094819","-0.22096708"," 0.03152728"," 0.17633282","-1.29489922","-0.21363850"," 0.12558961","-0.08870422"
"M643.847T66.912","-0.04225526","-0.48178417"," 0.45094909","-0.36522022"," 0.16644324"," 0.04868054","-0.42010212"," 0.20931051"," 0.40750683"," 0.54910028","-0.41505304"," 1.37801069","-0.33316205"," 0.03890359","-0.25908063","-0.23915462","-0.28918883","-0.40390382"
"M457.178T974.721","-0.182744770","-0.122469202","-0.026324366","-0.105767013"," 0.444015102"," 1.319360895","-0.551952607","-0.234007560","-0.119953014"," 0.763279714"," 0.130050306"," 0.169096015","-0.194682512"," 0.579381008","-2.060955116"," 0.088379077","-0.001402166"," 0.106696210"
"M1322.047T1191.462"," 0.31193281","-1.58605358"," 0.10093884"," 0.91692174","-1.36341421"," 1.58188318"," 0.57731261","-0.23529410","-1.45468443"," 0.96695857","-0.82162714","-0.05369264","-0.26822982"," 0.99962333","-0.88531349"," 0.36121858","-0.02021427"," 0.87173401"
"M777.852T69.273"," 0.569441456"," 0.046736932"," 0.606435246","-0.647754329"," 0.320917326","-2.205136676"," 0.015591528"," 0.371073496","-0.031204166"," 0.217408262"," 0.132594806"," 0.695770587"," 0.257842538"," 0.444771391","-0.117410204"," 0.109627349","-0.795149727"," 0.008444186"
"M632T325.979"," 0.10777636","-0.74590192"," 0.08857987","-0.08519491"," 0.25774116"," 1.22512606","-0.32258688"," 0.14331673"," 0.36072849"," 0.66294532","-0.19427772"," 0.42726146","-0.19481395"," 0.66176632","-2.43638972"," 0.11713739","-0.17429112"," 0.10107706"
"M601.172T845.875","-0.046718562","-0.504864317"," 0.337756326"," 0.062704288"," 0.209103531"," 1.041805803","-0.200836929","-0.105040338"," 0.137013163"," 0.722064462","-0.138333424"," 0.559936344"," 0.059008144"," 0.319017360","-2.505158001"," 0.075416530","-0.025623401"," 0.002749022"
"M610.849T834.902"," 0.09402899","-0.42172815"," 0.43729923","-0.40191049","-0.13141907"," 1.35567172"," 0.29268162"," 0.19127114"," 0.16088644"," 1.11031044","-0.17629003","-0.33668486","-0.84447302"," 0.21037200","-0.43828918","-0.75272148","-0.24928026","-0.09972505"
"M310.974T92.682"," 0.10506992","-1.18846719","-0.22854708","-0.27092724","-0.28328752"," 1.28282485","-0.65080706","-0.52871163"," 0.23153310"," 1.05356949","-0.30175717"," 0.98444576","-0.08631159"," 0.31215789","-0.32266584"," 0.05240580"," 0.09828911","-0.25881361"
"M494.854T65.043","-0.49768583","-0.29234078","-0.17973831"," 0.20944197","-0.08013046"," 1.19638964","-0.04743267","-0.86599115","-0.11306895"," 0.97651276","-0.41164049"," 0.42196363","-0.32306559"," 0.28668758"," 0.41949745","-0.25617276","-0.24689062","-0.19633543"
"M413.17T1141.015","-0.299344104","-1.108401057"," 0.177386549","-0.458939535"," 0.290111745"," 1.295886990","-0.174189023","-0.222774986"," 0.382185470"," 0.746220594","-0.005515161"," 0.743680926","-0.084830408"," 0.606731814","-1.113676143"," 0.046634532","-0.301206578","-0.519961625"
"M433.716T806.299"," 0.16442282","-0.25114384","-0.68216268","-0.66309094"," 0.19999166"," 1.50627503","-0.04830512"," 0.11801553"," 0.07939382"," 0.73158111","-0.40065510"," 0.93488846","-0.54979475"," 0.67686200","-1.10664392","-0.40761233","-0.07034633","-0.23167543"
"M1162.945T896.606","-0.32998900","-1.02797727"," 0.61920432"," 0.35153746"," 0.07806259"," 1.41816807"," 0.17883530","-0.75858926"," 0.04078728"," 0.86262146","-0.29991147"," 0.60897098","-0.14334058"," 0.18409527","-1.96865593"," 0.09819469","-0.09135887"," 0.17934496"
"M373.169T1117.157","-0.42573301"," 0.01930551"," 0.04519812"," 0.36185691"," 0.34049462"," 1.20142394","-0.08127124","-0.89794848","-0.12560691"," 0.97476104"," 0.07842519"," 0.20247105","-0.03781032"," 0.47387761","-1.62760914","-0.28519602","-0.04913049","-0.16750838"
"M776.814T66.22"," 0.02198961","-0.90072380"," 0.47676691","-0.51068848","-0.11208162"," 1.02405135"," 0.02906879"," 0.52440334","-0.03241271"," 0.31729399","-0.37745731"," 1.08584337","-0.25560599","-0.10537766"," 0.33585173","-0.31531025","-0.78007215","-0.42553909"
"M779.158T89.251"," 0.221685601","-0.504788127"," 0.637464499","-0.328916931"," 0.221879559"," 1.189536852","-0.442527992","-0.556848064","-0.254652201"," 1.087897043","-0.174526100","-0.610843248","-0.299119824"," 0.358887279","-0.309349972","-0.076305703","-0.168559478"," 0.009086808"
