"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M820.327T1006.792","29460.47","24310.435","44221.033","61616.421","40562.444","23641.851","5054.095","66608.819","38261.117","105000","46925.003","273.59136","57486.406","74351.807","24900","56100","273.59136","55443.153","72200","72674.783","1367.9568","22036.529","48770.183","125801.709","74100","70964.707","108000","79800","92224.196","1709.2317","64943.838","65417.338","63100.907","52600","43401.266","29764.324","32510.045","37166.393","5669.3293","140737.498","3127.1484","2428.4375","273.59136","15700","4187.966","39492.809","48886.5","35400","149592.3923","35818.519"
"M666.233T924.482","61672.133","29087.526","65383.719","62850.732","77135.587","63206.53","103980.68","83671.887","73011.88","103000","89418.005","17360.4526","72044.565","71261.695","75900","82600","7766.5238","88282.2684","89800","97539.58","16714.2613","59246.388","101259.861","111243.019","98000","84295.303","122000","86100","117200.26","7523.9297","100438.937","85456.416","91985.333","93500","59742.49","79828.553","63844.776","53341.098","10301.0267","141584.157","9085.5975","11259.7425","7927.0843","47400","11640.1543","79760.293","105144.693","93200","181784.4576","56491.226"
"M835.333T951.54","73405.309","45388.734","92103.544","78433.54","117363.505","75295.342","192070.312","191406.611","137820.171","322000","166862.094","7127.1442","110049.505","154066.794","129000","139000","15282.2543","203645.141","145000","202111.599","16296.373","77894.027","139541.061","252226.765","125000","113845.859","271000","149000","241454.766","11273.3372","134561.574","123851.576","148693.37","131000","80320.988","82373.448","65636.438","63718.191","18402.5095","144811.443","14499.9074","17179.7222","12163.8762","44600","7804.5408","104156.575","207526.078","130000","328872.5925","69120.996"
"M682.262T843.183","137127.574","36602.636","52255.712","53927.752","117478.642","120718.586","258761.343","124447.666","99028.518","168000","136591.767","9763.4256","56683.13","66320.395","131000","113000","11633.8653","111452.6811","76400","124959.929","9235.7419","108790.656","99704.252","153094.819","108000","86807.94","147000","62700","98105.736","8176.8399","62999.006","72563.692","81110.433","67100","70945.461","110445.178","57676.633","57399.507","14053.1441","88356.414","7679.3223","6252.3341","6388.3679","122000","9010.5476","88565.48","162672.624","207000","135063.3523","38709.253"
"M455.319T1542.988","100551.6","110799.38","116026.73","128554.965","85331.643","124107.423","57954.648","103124.842","101046.12","108000","91688.955","87909.3212","180597.63","116227.453","99700","152000","86181.7293","147557.8635","175000","130947.563","105587.6248","97761.959","120070.731","150924.709","135000","89579.927","136000","208000","189169.086","96374.6611","191642.596","229647.215","109374.004","140000","112892.582","102898.492","113314.951","105485.16","71121.9831","170007.999","82088.1595","87786.2376","66614.042","65100","71519.5366","116949.576","57620.525","95000","139269.6984","99244.772"
"M770.29T919.58","55846.801","15753.497","46810.929","40206.078","71437.44","49928.69","52629.052","98707.031","60903.999","139000","74187.392","3708.1085","66992.979","56326.807","70700","78500","10244.7718","86732.72","83900","86261.222","8949.04","40015.163","76639.775","112199.859","72400","86206.525","110000","71300","102224.397","8584.5646","84720.436","79802.427","96164.978","82400","45813.292","43592.615","49062.559","45540.436","4403.3961","101832.49","4593.2357","5484.2576","8926.6045","27300","1348.0866","76380.848","117603.186","53800","162053.4605","40571.549"
"M576.484T1473.551","127095.014","100516.178","138505.502","163619.702","171861.282","127889.896","94247.618","129628.925","420868.742","111000","54018.391","32929.937","300017.354","155814.7","236000","311000","29328.6476","232131.1299","397000","191015.088","63516.1981","137622.44","171506.665","261158.597","302000","266888.999","246000","302000","291421.342","35241.8081","312817.528","362250.207","234141.583","251000","118111.562","144310.788","204954.042","187553.871","35302.1648","274425.938","39069.7344","89139.9033","419924.7872","89800","56018.1225","153127.501","249316.577","182000","269532.6517","192158.659"
"M837.328T857.905","58353.115","31534.619","111835.114","84833.479","105440.608","73775.56","176200.116","127583.289","114162.742","233000","97915.897","9203.6985","120027.179","131330.028","162000","117000","19710.1352","138434.4365","127000","137298.159","12611.3718","55312.23","164324.004","223437.557","146000","118086.359","203000","150000","252022.634","10301.0637","202944.53","120536.058","128691.969","132000","68085.091","66097.56","63105.214","53339.04","7330.143","239329.964","12912.4023","6423.0411","4846.6904","27200","14174.4229","110338.393","344015.883","157000","178742.1413","63218.296"
"M471.313T1295.888","50714.157","69162.949","62212.434","71187.218","90896.366","67778.839","286838.346","70740.417","82083.625","90900","58750.112","28280.839","90766.214","81026.355","99600","115000","42536.7744","103692.3171","95300","113762.252","21542.8486","299762.258","166034.244","147749.417","136000","134672.789","106000","140000","115348.914","35012.7303","95587.757","148654.726","121606.998","99800","89610.673","103714.003","268054.147","99885.196","27638.6045","426277.562","28125.7447","32695.8449","39947.2363","61100","36109.9857","94389.482","272093.518","418000","131519.689","82989.807"
"M453.3T1369.526","178680.237","123694.094","177443.872","174669.022","192830.72","182049.804","230004.182","174600.957","136451.394","246000","141318.092","80369.9606","200336.469","195295.958","174000","275000","113507.582","183448.3327","216000","167506.958","90122.4449","181051.357","206608.728","227842.626","254000","165512.246","202000","282000","219007.891","95849.6384","260170.879","267094.208","219784.471","211000","208711.421","194382.681","241546.232","151975.228","97682.9249","341186.143","94865.7598","73916.9958","85963.0368","162000","63377.1296","167192.586","239145.055","277000","215797.7077","211472.466"
"M919.314T784.45","72911.639","67875.197","114947.856","127689.186","121676.67","128555.658","96029.566","159168.565","193258.817","194000","134277.418","12898.4762","137219.536","123597.633","131000","130000","20684.3169","169075.2203","130000","166100.551","17019.1122","92108.539","110451.249","238779.635","139000","175257.146","180000","90700","180624.745","15189.542","87645.408","129554.436","164628.419","116000","139358.813","110498.133","85368.723","130703.245","29028.66","96522.314","16973.1112","18864.9457","16103.4545","62700","17468.2872","223316.062","176690.5","122000","164932.3959","65843.834"
"M814.33T1025.439","49722.039","24300.347","72760.29","66076.466","71267.787","57158.911","126360.436","89756.87","70104.058","135000","66964.875","1471.4822","114430.51","92789.18","94700","92700","1893.8472","114748.0672","124000","104181.699","5889.5177","46007.686","116778.561","155573.144","120000","84819.867","136000","115000","120481.349","294.29644","111450.135","108740.926","125212.836","111000","51072.988","57512.216","76097.019","38441.272","6455.7059","229471.126","1474.6966","16118.2475","12896.7209","21100","4586.0086","67656.133","191598.045","114000","239765.5624","49696.065"
"M537.339T1273.741","69616.066","71278.473","110705.627","59071.495","54660.925","62089.023","56143.49","90064.586","32155.921","93500","92341.829","9122.3626","43497.357","84152.836","57000","75000","37046.3961","287874.1447","64200","491822.594","27687.2005","576584.36","75814.144","108082.118","103000","52525.18","74200","20600","42235.217","24147.3236","37256.848","71928.679","110092.553","65900","75990.011","63748.984","409021.976","115228.92","13563.3016","688094.092","13670.8594","13501.3503","20190.6433","47900","15087.8099","37444.165","65452.303","65900","85700.6608","65470.107"
"M617.506T1594.034","153152.2","115509.009","192036.403","229462.215","184697.067","232114.903","196418.542","190651.044","397137.543","137000","89482.019","183566.9141","435342.012","213680.66","347000","274000","183293.2397","269609.5203","447000","260962.324","122148.3408","138801.856","233229.375","243920.381","290000","354650.749","295000","361000","349799.133","90553.1238","487214.046","338600.645","242277.918","297000","211710.761","174405.847","192630.261","188536.459","46630.8365","392593.968","55472.5028","144290.7742","306627.5344","170000","82467.5663","289623.354","492328.646","317000","296753.959","271730.641"
"M733.253T876.34","108098.225","65214.628","137639.752","111224.898","126469.069","113902.044","125316.419","126833.1","223419.312","278000","160411.523","24244.4898","157616.208","135360.829","144000","133000","27191.0616","302709.2204","130000","252647.384","15726.5547","99255.011","143525.116","418279.799","133000","155483.391","294000","112000","158305.832","20996.2242","138101.967","138898.162","150500.401","136000","91330.3","105641.277","93159.928","253781.643","28946.1985","115581.351","20798.3731","12436.3968","16279.4214","63600","23831.7036","255671.903","209444.319","144000","199453.858","67153.784"
"M534.402T1422.678","75138.738","66811.758","89155.819","129214.803","102640.051","115058.103","82269.01","78595.474","139208.872","88100","51855.097","71367.4374","157532.401","90637.764","128000","194000","68297.3919","116439.2733","152000","126749.958","65285.8828","92021.557","143253.735","154960.032","140000","93524.218","132000","195000","188992.166","50417.317","248373.138","222648.424","141997.851","160000","81243.919","92293.857","120524.364","85489.203","42428.4574","180263.651","41444.625","45324.884","129140.5967","55800","48249.5825","113521.805","96393.705","126000","127172.0205","176601.147"
"M634.244T942.609","77739.875","42534.1","68707.25","85350.905","81010.613","84147.867","81420.962","103329.121","81804.337","141000","111232.041","25324.6418","93160.205","88246.727","76300","88400","19970.3112","103360.461","93700","93154.106","14521.0215","81602.657","105778.406","121507.215","110000","124604.473","134000","96400","197222.062","19389.286","100938.75","82767.72","133317.283","105000","69816.687","88108.248","71429.955","68635.202","20930.1969","122984.525","16740.486","15032.3176","7945.1896","70000","8883.1411","97414.383","111127.665","190000","143603.6473","68058.588"
"M703.255T909.479","65235.517","43410.973","105969.495","68638.491","73398.129","73664.881","76637.572","88545.147","74084.538","112000","68757.454","7919.0031","119069.495","97599.678","83100","91400","12218.3635","85123.9646","119000","90054.322","7216.7016","46456.947","128264.538","136593.65","119000","104259.5","124000","137000","162688.945","11794.6303","118485.769","122459.798","140675.654","125000","49794.834","79342.965","75855.783","62497.504","10133.4045","151693.44","5554.239","11178.6901","11093.6957","34100","9638.9741","100853.703","123790.327","75200","126778.7518","55448.014"
"M898.344T887.472","57913.648","40873.141","82207.321","82414.532","85121.859","87501.458","79002.196","92975.681","84511.81","141000","91486.879","18647.374","112518.922","86803.114","97200","98000","20302.0597","106230.8885","108000","101946.708","12877.551","66595.263","91574.511","129841.828","108000","90298.603","130000","77100","110125.745","14803.6789","110409.705","99536.172","95066.621","103000","64346.265","67231.301","55309.623","70845.556","17634.291","120578.852","14261.8792","21580.1364","20857.6278","45100","23527.0295","98962.139","146287.69","90400","185278.8915","47222.404"
"M415.326T1295.888","148017.004","89129.797","84811.909","84716.729","131631.665","101886.533","212332.413","188142.889","145987.4","137000","137476.03","67376.1978","84652.689","87079.974","137000","107000","90118.4999","160861.6963","98400","194067.8","71958.1766","148196.442","159772.345","180245.778","122000","144091.106","181000","101000","124953.624","66840.9955","88474.092","92720.78","94998.275","79400","135427.084","120193.08","132251.888","107185.403","90635.5749","114650.688","97734.9919","65176.3668","85504.0435","125000","98068.464","126360.354","200567.564","190000","146350.345","93606.786"
"M653.413T1286.062","154580.464","100786.99","118830.347","133126.732","158385.559","147124.689","175773.088","142169.53","121281.932","155000","77129.456","13287.6993","150549.996","117935.23","115000","175000","27169.0832","148538.7358","149000","145942.111","25271.1283","157173.717","167730.592","181515.971","167000","141001.252","160000","198000","151322.052","22145.2373","160333.854","181305.482","174786.799","169000","157283.601","148368.403","121577.107","109806.979","16749.6732","160438.516","15661.7392","20576.6256","14124.2209","90700","25010.9251","161022.606","166668.332","216000","145323.9472","130286.538"
"M573.209T836.496","104351.358","28619.123","110898.116","96463.68","116442.543","101039.72","161317.214","148107.651","135257.789","239000","174786.689","277.67578","124645.527","134439.029","164000","125000","1719.5908","196266.0362","128000","165967.533","2241.4495","89609.08","174285.521","305707.958","138000","169858.678","330000","154000","161360.615","1388.3789","163189.099","132140.708","160655.819","164000","111486.563","94849.026","72195.933","78033.538","3123.9885","162825.174","1449.6688","3576.4365","2756.7246","19400","2950.5838","139492.826","205879.181","158000","261227.6244","57623.059"
"M1105.447T942.609","53318.607","23356.959","90141.806","67484.251","81961.884","94583.755","30221.286","75106.602","53901.103","127000","60327.021","2293.6428","106635.714","93125.527","103000","90200","12565.0272","89069.2281","166000","86510.695","5859.9453","49630.032","171740.342","132790.046","170000","99929.845","110000","137000","157723.081","4398.0126","136688.906","170619.92","148897.069","114000","43371.39","50129.98","74855.09","43098.043","3148.1597","219057.157","4057.2423","10394.3444","4677.2468","16900","3571.9752","57053.815","53275.822","51700","155963.3373","40738.285"
"M1013.365T908.018","66472.7","42094.273","69852.974","82182.547","68026.058","81859.291","71505.656","81775.387","78295.5","127000","86655.337","13365.1465","107900.648","79371.339","93600","90900","9043.9118","87249.7031","93400","92841.258","9955.898","55784.848","99657.792","121891.161","101000","89182.29","125000","82100","123446.829","7514.9778","114228.374","95655.319","110184.617","106000","72008.092","67197.294","76538.5","62296.187","23036.4811","141339.705","26573.2843","14087.0108","13787.7267","42100","9837.1428","86004.277","103402.318","83900","135249.7521","62212.176"
"M820.317T975.822","46701.362","24316.04","68919.391","89533.192","69501.255","46974.597","38233.549","104059.303","65435.63","142000","61729.177","3538.8889","88468.694","98100.742","59300","88000","1797.899","89553.1226","103000","99632.367","6334.8745","35233.184","92842.676","168911.25","93500","104063.526","145000","112000","138356.117","3384.8678","95498.175","97438.216","96520.651","86900","59394.119","44289.463","53330.958","53155.987","6116.9303","182267.03","6840.085","3802.715","4216.8873","27800","6563.9893","61409.63","101426.4","68400","196491.5211","50306.35"
"M209.153T884.787","63933.435","11011.75","65002.669","51230.541","82258.18","83535.516","40884.826","223843.07","161234.981","157000","88915.656","241.06856","108632.476","79609.334","131000","121000","2031.8971","195557.4707","105000","171340.387","241.06856","64434.21","122020.236","195248.819","108000","138800.371","214000","90900","153587.929","241.06856","134704.553","120036.065","138240.877","153000","97247.504","118107.55","52215.608","67746.844","241.06856","104352.373","241.06856","241.06856","241.06856","2700","1205.3428","131597.005","46452.187","61400","152743.7085","84134.67"
"M811.324T926.047","90496.532","28346.044","65678.705","70648.55","94343.341","77195.114","106367.914","140162.235","89948.35","192000","130236.923","4730.5533","83663.055","86511.997","99000","134000","9576.2986","118615.7684","108000","120941.223","6698.7946","60930.844","113384.595","216693.28","118000","122317.351","225000","92600","160308.406","11683.4811","121986.033","100424.707","96489.724","109000","62597.962","66479.901","53836.512","51563.258","5485.5997","175596.785","6346.4375","6918.864","4793.8831","26200","5861.0921","115698.173","172303","113000","220414.0498","53807.796"
"M566.215T813.875","48489.244","20399.092","39599.115","56902.212","72599.632","48357.198","87338.19","63214.941","65260.029","92400","64583.152","176.48262","62322.739","63982.931","77900","62400","176.48262","82761.4461","61400","80153.421","882.4131","55490.082","60407","123879.155","62900","93697.893","122000","64600","92824.412","176.48262","89031.987","63040.545","73687.145","67000","67937.517","50152.055","46522.771","45199.275","176.48262","100797.539","1230.9128","2478.849","176.48262","13900","2172.7281","69425.17","152319.975","76300","153446.8818","46380.229"
"M571.19T841.386","46380.722","57459.396","90118.913","87731.517","92051.771","85388.684","91367.115","99151.006","86945.566","138000","80364.004","6373.3224","123449","111004.956","110000","83500","14809.0225","92762.3812","122000","95374.303","8269.0836","52695.626","104688.938","111105.975","125000","91844.946","114000","93800","135175.175","10647.6313","105869.487","143369.015","113586.811","108000","43990.901","62587.061","87204.194","66369.632","16109.6796","132020.068","12040.8678","5776.4191","11458.0807","53500","14507.7502","94625.769","105576.216","82400","132677.6001","53989.902"
"M547.366T1373.389","62663.96","50114.271","60994.948","61410.9","51743.921","60640.423","74541.199","57230.109","60711.968","46500","55946.24","65922.3951","89328.036","54852.089","46500","64300","79090.2573","60313.2605","91500","85904.404","38804.007","63800.535","119980.797","114065.174","89600","96234.995","92200","109000","98909.32","57073.1181","69226.512","144013.601","94899.18","72400","92982.079","49632.117","66399.326","57740.948","21349.2485","100232.389","45989.5654","15757.2308","32402.9205","36100","29524.5801","85464.606","102024.643","143000","54655.7141","63155.337"
"M581.399T1399.634","53623.766","75531.532","93844.259","111255.269","88854.545","73771.279","63553.337","90283.826","87408.599","80700","60880.607","29862.5887","93813.005","85999.712","73800","111000","36814.4396","106780.5681","114000","105091.379","90383.9046","105513.837","108965.388","136897.423","131000","75359.778","104000","145000","112777.195","57097.4205","135120.656","146236.851","107132.97","105000","105164.182","88692.473","103758.875","76227.138","39654.7268","199715.178","41651.8191","70431.8519","39089.9861","61000","37250.399","94023.549","59248.64","117000","104013.6883","105846.781"
"M549.424T1473.203","110062.986","108494.82","130051.448","148966.821","167027.929","121096.986","68344.163","139353.102","155300.205","114000","90471.728","64224.9932","237877.941","127902.379","113000","213000","87631.5591","227203.6331","211000","216884.295","92484.1327","106916.649","147552.381","277157.343","186000","156161.062","224000","267000","320723.932","96277.1994","291152.486","242720.256","170376.335","187000","140343.06","149351.934","157776.345","152212.644","80199.3641","339968.318","82062.9134","215333.3186","79338.078","98300","92440.2907","164435.905","67244.563","110000","164265.2519","182604.29"
"M438.151T843.183","53043.482","45506.523","96440.601","65576.27","71310.838","79120.437","120203.589","106612.389","97202.451","151000","88681.599","4689.7711","81132.564","119501.257","101000","119000","20064.697","99314.3491","103000","96434.566","4205.9359","47489.216","102392.302","154963.846","112000","100096.853","136000","98100","124595.346","6986.8521","97482.605","90475.88","89154.376","108000","62954.933","78954.837","52992.444","54939.92","3285.8856","136662.556","8376.0759","1107.82","2584.9532","38700","3109.8938","99465.674","134237.121","111000","104886.2921","40361.92"
"M849.59T1481.744","15230.77","16389.597","32296.656","25535.149","28481.731","31468.239","18613.159","25176.156","18761.98","32900","28798.638","13915.4291","24183.281","24925.992","32100","36300","4668.901","31369.0949","20400","23226.567","23278.5652","33216.38","30131.532","30735.245","53700","77061.658","31500","11300","23447.169","14439.5823","21778.089","31596.495","30804.874","47500","28672.545","33872.796","40363.97","31498.46","15684.2584","32653.085","12849.6138","18372.6561","11613.1622","56100","23677.8935","30488.848","105446.598","13700","36431.7552","25308.202"
"M787.545T1575.098","101716.626","245995.926","285337.819","261537.57","71706.718","50174.618","17907.228","220938.472","83685.097","45000","52186.569","21838.1183","77062.005","174049.38","41500","41500","10677.7506","121841.6792","80400","87517.104","35366.2348","55158.77","23378.149","97073.496","79900","78335.827","90500","83900","63978.407","23373.3521","108466.074","85098.074","89961.554","234000","100073.233","39891.692","64461.425","128836.663","8024.2781","80463.416","22427.0407","112483.3589","18608.5986","46400","61050.8803","86327.882","44414.26","20200","195123.3792","92948.218"
"M567.43T1421.35","58719.902","73428.557","78115.869","68096.658","63897.721","71987.418","51679.326","84651.25","73968.074","54500","49606.049","37932.2129","84783.299","77884.258","79000","98200","35505.7125","101591.0896","101000","93035.788","168212.9707","71620.73","81850.383","88830.092","98100","68037.971","74500","120000","91435.257","35101.1883","124535.242","94654.253","98641.594","97200","73547.376","87638.217","87838.576","53296.877","50218.2092","217185.048","37080.3501","128267.9797","41675.2569","43000","39356.9488","83489.988","86483.626","76200","102512.3859","102964.894"
"M439.317T1401.37","111633.302","83337.478","97020.101","153626.686","122970.448","133825.574","176360.763","111491.428","140124.967","125000","97153.612","63345.8395","191320.422","132270.347","147000","185000","71674.9761","192005.4785","141000","219054.259","68640.6431","149965.184","212297.575","225079.046","179000","106119.497","197000","216000","200690.595","66770.9616","174864.362","211006.15","133495.082","138000","91132.374","113889.608","114678.833","113344.825","47121.6305","225565.664","42439.8408","57386.1392","79853.7359","107000","65600.5996","110595.085","139999.245","305000","184120.4679","147754.283"
"M453.3T1456.918","159424.388","128289.025","176303.168","178236.459","194064.671","174328.181","178812.654","140309.177","127162.434","222000","131767.439","86527.2026","200955.692","193772.009","178000","263000","114244.5724","165462.9211","195000","152777.43","108129.1599","183040.779","205980.013","205785.005","248000","134979.353","191000","270000","232076.037","109991.7869","263135.352","259731.411","206440.677","225000","182438.163","199279.408","212952.893","155694.767","96976.9917","234754.174","112038.0854","92414.9169","107909.4414","155000","85304.8273","134737.818","200685.143","256000","209883.5658","106731.04"
"M699.451T1372.842","110023.255","110726.434","158910.92","157535.486","117894.854","101431.599","110786.056","106123.444","115128.185","121000","90393.909","50486.7149","170035.995","128706.497","87700","119000","48022.4329","130023.4941","164000","156169.085","40290.2402","96597.967","169480.713","178642.935","153000","140089.885","132000","221000","152158.916","40618.7488","171699.266","202693.199","155674.322","137000","137260.063","110312.004","118119.325","119364.122","37954.0963","164394.535","41893.6921","53430.7622","28149.9009","76700","43794.8211","127583.382","111353.538","158000","123246.3673","136761.624"
"M670.245T959.199","68370.291","31969.554","72416.366","66854.572","72700.619","76074.527","100780.815","96897.26","75032.504","117000","84618.008","6209.3698","77748.892","88699.752","86800","85800","6527.1849","97330.8671","104000","96250.138","10236.1092","48658.63","101707.207","125615.415","115000","91287.97","122000","99000","111614.574","6364.582","94716.679","89554.314","101371.198","82100","60987.901","58846.921","74468.815","52836.611","9280.2043","135379.086","15910.1673","4820.5217","3282.9339","49400","11454.9529","90118.772","153597.23","96700","149736.7577","48948.177"
"M862.322T843.183","31634.62","12188.411","42939.143","43810.319","47747.973","39475.903","99853.204","67944.766","58336.343","106000","55444.809","3435.255","46009.31","48794.244","77700","55000","6153.0374","68443.3846","47000","72691.008","6430.3509","35208.013","94213.772","116145.612","61700","56457.37","105000","75300","93562.157","1187.6397","80634.736","62882.002","71602.966","65700","38088.308","34161.696","35495.385","20679.286","3951.3889","130283.011","2311.8237","4648.7362","1310.5054","19200","2199.2768","48047.795","170578.298","107000","127082.6702","28096.95"
"M798.839T1023.188","10782.11","6060.299","29081.751","36744.917","58036.769","24485.044","5991.083","27941.629","34683.692","79800","26494.749","4590.8237","39274.167","40979.403","57300","82900","6205.1757","67887.5964","80800","52928.517","1645.3419","10807.334","35321.432","70931.888","71200","28014.41","78900","63900","71667.855","4390.8707","119034.899","36850.514","49920.319","60600","23708.598","8186.817","29023.723","12733.474","329.06838","341935.295","2404.1238","6452.1234","329.06838","7620","5898.6328","18816.096","53983.55","11000","549992.4944","20315.277"
"M505.179T828.514","56842.97","27962.575","47402.275","43385.44","77634.998","41816.554","115238.382","89251.74","77150.872","138000","89853.365","2132.4471","58463.268","77548.483","112000","80300","10946.2272","123246.0555","65800","116897.283","2986.3346","58811.085","96836.914","131382.167","79600","73664.21","140000","59100","114498.583","852.8205","84513.597","75107.954","74581.825","73900","62427.487","57977.961","47680.326","54289.047","5540.0554","92930.212","6331.0407","3968.7242","1369.7103","32700","5441.9406","62409.89","155735.353","134000","259271.8406","40687.152"
"M557.468T1570.748","48325.234","62213.978","79601.967","91208.235","94147.201","62733.392","13904.589","90836.89","95720.826","48000","27024.09","21817.4132","153275.178","75978.18","98700","132000","6379.0913","119486.6808","124000","99349.887","36272.9348","87290.014","96266.917","110252.31","118000","121265.672","118000","220000","161830.003","11629.1015","211914.962","190992.527","68529.563","178000","57625.259","60701.703","117082.656","82643.661","13503.303","200348.937","14979.2404","40328.6885","13333.3503","40500","15811.6689","75028.903","22555.395","33400","109974.0184","177326.617"
"M764.517T1325.086","156194.499","95349.824","177121.457","148947.203","215887.122","188123.668","348797.748","188371.361","220778.32","224000","126742.775","50223.3373","165213.642","164745.006","195000","162000","69756.3985","215420.063","148000","160848.221","66349.916","225187.785","260891.895","153436.609","141000","132726.69","189000","173000","180994.3","38676.9239","283217.163","128335.262","145316.216","141000","128632.113","172553.622","101243.487","164179.796","56780.582","104107.617","90182.1621","21701.0578","151449.7355","109000","147447.454","133686.971","348997.978","295000","183971.0742","84673.146"
"M651.489T1406.004","108890.701","136459.184","152984.478","252225.724","183325.402","133371.784","159191.967","146707.027","283930.778","121000","81444.273","27909.9054","348862.943","209624.297","224000","281000","53019.5171","206780.1168","332000","233917.407","44802.5125","169961.931","319740.837","317808.622","329000","255144.118","210000","385000","320667.284","39634.6455","359942.698","371604.163","237969.32","278000","150750.947","166041.5","190705.59","157403.654","31203.1653","392513.669","59822.6118","54765.5147","301587.2005","41100","162415.3492","168329.256","261813.508","366000","318163.4967","273105.455"
"M703.261T828.514","57379.783","35828.188","102592.989","70658.931","79478.454","77163.106","120697.795","88353.513","82826.83","126000","64532.901","8425.288","123732.16","100437.682","91700","90600","13362.9214","84464.7849","128000","93474.67","11610.7668","56958.831","146678.117","133131.168","134000","99004.668","129000","133000","154987.682","13869.8939","114295.118","116672.383","133929.397","117000","47484.962","73344.215","71100.296","62263.315","13448.9349","149647.293","6428.6299","16895.8492","7339.1965","43500","8263.6885","99327.342","180449.763","107000","132145.1103","55009.074"
"M846.32T843.183","51608.051","5581.51","46974.117","31630.645","78078.231","48059.92","139124.6","129063.839","122135.256","162000","86034.219","1253.1127","69258.603","73643.228","97900","74800","6652.6058","124542.305","94600","146536.135","3165.4819","40517.078","92634.692","245906.351","108000","77788.806","184000","75700","184524.08","1444.0637","74451.721","75157.343","106109.489","58100","35357.938","35247.297","40945.382","27597.473","4185.8424","141860.742","1438.7292","2842.4136","5287.5028","7670","3251.3874","84339.955","370928.904","140000","163853.9553","21979.911"
"M808.349T959.178","509977.778","27832.682","421351.717","253999.94","927700.208","320418.07","194223.521","2673863.295","2194352.023","4380000","1618505.681","14437.8554","349328.349","402866.068","925000","890000","13217.9195","2543088.023","648000","2656531.87","15217.1075","127681.842","364317.086","5495320.006","603000","1156279.19","5470000","443000","2676286.456","23828.3301","609143.618","296146.568","986234.636","421000","383784.01","176590.027","147921.145","237878.022","15803.6023","1055605.297","11998.5057","18995.7458","7465.5514","24000","13731.1167","1272963.783","332312.913","448000","2819333.274","111822.494"
"M701.265T828.514","69872.83","44567.487","73850.052","63543.603","121325.123","99680.44","109301.211","87181.244","80359.524","148000","77723.908","6942.1095","78706.334","84901.855","108000","114000","13626.0873","93046.8392","91800","93560.971","8918.509","56585.345","106993.247","113039.668","101000","88359.955","122000","96300","114281.478","6017.644","129464.78","95842.545","111677.654","108000","66406.727","125007.306","89269.678","51930.971","8248.6344","116672.304","9532.2273","8267.6393","7218.3251","26600","15351.4277","77872.248","131730.996","117000","110396.2251","79131.11"
"M822.329T941.141","68001.197","29570.567","129801.346","101238.547","141212.92","94714.971","76743.383","194357.721","158495.727","283000","143436.668","1305.5143","136306.731","185358.086","157000","202000","6427.7657","233808.1256","183000","186707.494","7420.169","59248.68","186397.366","387885.464","189000","149028.617","324000","169000","286908.785","7881.3259","207909.163","148920.488","167691.769","189000","95254.612","98004.084","86118.508","52630.851","3383.7025","337898.192","1266.9814","5382.5022","253.39628","15600","3514.8453","187420.732","221458.222","223000","341514.0267","61497.983"
"M699.455T1339.403","111544.605","108498.039","160443.151","161903.185","116173.966","105323.261","128000.603","98527.412","118261.634","119000","98366.151","49151.9002","170198.983","128341.148","90200","127000","41671.7841","131320.945","166000","159582.158","33598.1544","105593.91","175861.335","183299.936","158000","141121.392","134000","226000","178091.759","35980.6385","176881.717","198707.411","166364.157","142000","129960.218","112710.006","126335.25","114485.543","35273.0675","188472.207","37133.2455","45360.2215","31111.0608","81400","36254.7702","131376.762","135406.47","183000","132135.8556","106534.738"
