"",f.value,p.value,-log10(p),FDR,Fisher's LSD
M664.461T1422.743,4.7231,0.0032536,2.4876,0.014324,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought
M727.445T1338.726,4.7185,0.0032703,2.4854,0.014324,Second-tp_Drought - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas
M875.328T942.609,4.659,0.0034949,2.4566,0.015206,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M852.32T958.31,4.6515,0.0035248,2.4529,0.015235,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M848.316T959.199,4.6447,0.0035515,2.4496,0.015251,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M629.464T1456.367,4.6138,0.0036771,2.4345,0.015617,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control
M549.392T1385.9,4.6084,0.0036995,2.4319,0.015617,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas
M567.431T1440.116,4.6064,0.003708,2.4309,0.015617,First-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought
M603.424T1440.046,4.5978,0.0037441,2.4267,0.015638,Second-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control
M898.349T936.403,4.5939,0.0037608,2.4247,0.015638,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M609.489T1506.592,4.5833,0.003806,2.4195,0.015638,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Xanthomonas
M534.402T1422.678,4.5828,0.0038082,2.4193,0.015638,First-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought
M549.431T1507.08,4.5737,0.0038476,2.4148,0.015701,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Xanthomonas - Second-tp_Control
M640.557T1608.472,4.5169,0.0041034,2.3869,0.01649,Second-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Fusarium - Second-tp_Control
M498.187T898.1,4.5112,0.0041304,2.384,0.01649,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - Second-tp_Control
M565.397T1373.252,4.5053,0.004158,2.3811,0.01649,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought
M947.38T990.311,4.5041,0.0041637,2.3805,0.01649,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M507.38T1474.624,4.5036,0.0041663,2.3802,0.01649,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Xanthomonas - Second-tp_Control
M469.324T1556.958,4.4898,0.0042323,2.3734,0.01665,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought
M455.319T1542.988,4.4667,0.0043453,2.362,0.016988,Second-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought
M535.447T1540.43,4.4618,0.0043697,2.3595,0.016988,Second-tp_Fusarium - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought; Second-tp_Fusarium - Second-tp_Xanthomonas
M659.432T1373.551,4.4472,0.0044437,2.3523,0.017174,First-tp_Control - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Xanthomonas
M555.368T1312.999,4.4336,0.0045136,2.3455,0.017342,Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M592.48T1325.086,4.4183,0.0045936,2.3378,0.017546,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M639.422T1278.929,4.4132,0.0046206,2.3353,0.017548,Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M822.841T1023.188,4.3983,0.0047001,2.3279,0.017747,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Fusarium - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M875.326T913.799,4.3648,0.0048858,2.3111,0.018215,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M565.403T1389.183,4.3642,0.004889,2.3108,0.018215,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought
M537.533T1295.888,4.361,0.0049072,2.3092,0.018215,Second-tp_Control - First-tp_Control; First-tp_Control - Second-tp_Fusarium; First-tp_Drought - Second-tp_Fusarium; First-tp_Drought - Second-tp_Xanthomonas; First-tp_Fusarium - Second-tp_Fusarium; First-tp_Xanthomonas - Second-tp_Fusarium; Second-tp_Control - Second-tp_Drought; Second-tp_Control - Second-tp_Fusarium; Second-tp_Control - Second-tp_Xanthomonas; Second-tp_Drought - Second-tp_Fusarium
M905.364T942.609,4.3537,0.0049488,2.3055,0.018219,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Fusarium - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; First-tp_Fusarium - Second-tp_Control; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M693.467T1225.817,4.3511,0.0049638,2.3042,0.018219,Second-tp_Drought - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Control - First-tp_Xanthomonas; Second-tp_Drought - First-tp_Xanthomonas; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas
M651.489T1406.004,4.3341,0.0050626,2.2956,0.018292,First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M481.203T929.492,4.3308,0.005082,2.294,0.018292,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - First-tp_Xanthomonas; Second-tp_Drought - Second-tp_Control
M403.243T1438.94,4.3302,0.0050854,2.2937,0.018292,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Xanthomonas; Second-tp_Fusarium - First-tp_Xanthomonas
M897.335T957.42,4.3286,0.0050951,2.2929,0.018292,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought
M608.447T1456.373,4.3153,0.0051742,2.2862,0.018424,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M507.173T926.047,4.3131,0.0051879,2.285,0.018424,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - Second-tp_Control
M512.178T893.689,4.2903,0.0053269,2.2735,0.018816,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - Second-tp_Control
M333.198T1457.004,4.2761,0.005416,2.2663,0.019028,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas
M1023.385T959.199,4.262,0.0055064,2.2591,0.019147,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - Second-tp_Control; Second-tp_Xanthomonas - Second-tp_Control
M659.418T1406.262,4.2617,0.0055079,2.259,0.019147,First-tp_Control - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Xanthomonas; Second-tp_Xanthomonas - Second-tp_Control
M729.452T1207.169,4.2533,0.0055624,2.2547,0.019234,Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Control - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Xanthomonas; Second-tp_Drought - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas
M885.34T952.01,4.2426,0.0056325,2.2493,0.019375,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought
M592.476T1352.626,4.2377,0.0056652,2.2468,0.019385,Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M734.269T909.479,4.2256,0.0057461,2.2406,0.019451,First-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; First-tp_Fusarium - Second-tp_Control; Second-tp_Drought - First-tp_Xanthomonas; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
