"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"M986.389T942.609",-0.031506,-0.005111,-0.0044496,-0.013973,-0.020355,0.015027,0.0038955,-0.0024838,0.013805,-0.0027713,-0.015165,-0.020823,0.014829,-0.024131,0.034096,0.0038094,0.0067947,-0.0055989,0.013686,-0.003789,0.0029778,0.024792,-0.019098,-0.016901,-0.008244,0.015526,0.028179,0.0070649,-0.0027513,-0.030713,-0.0097397,-0.018252,0.012416,-0.0026637,0.00013165,0.0059558,-0.0090432,-0.0033291,-0.017977,0.0075804,-0.0075691,0.0058486,0.0026028,-0.012166,0.010706,-0.0017466,-0.015992,0.023993,0.000547,-0.0083075
"M559.507T1407.26",-0.0057687,-0.0048538,0.040957,-0.022067,0.028146,0.0070174,0.0039829,-0.0084662,0.026076,-0.0021632,0.015949,-0.0045968,0.0028053,0.014544,-0.024997,-0.021292,0.0032885,0.018967,0.013579,0.050076,0.014052,0.0016651,-0.0079261,-0.040844,-0.0039451,0.081385,-0.026699,0.040521,0.0087093,-0.04118,0.02044,-0.023202,-0.03002,0.036129,-0.0032004,0.030975,0.0056306,-0.024224,-0.009649,0.015356,-0.013439,0.049516,0.016678,0.024866,-0.040151,-0.05003,-0.050656,0.023599,0.022243,0.0070069
"M775.258T842.567",-0.021029,-0.012756,-0.010623,0.012129,-0.011993,-0.0098663,0.018104,-0.011774,0.022902,-0.018421,0.011432,-0.0098738,0.005408,-0.00056138,-0.00023173,0.018105,-0.024402,0.012362,0.014131,0.0052072,0.0058763,-0.014662,0.0036872,-0.0053108,0.021796,0.011349,-0.0038001,0.012156,-0.0078781,0.0077122,-0.010217,0.012728,-0.02833,-0.0027619,0.018073,0.0022171,0.032214,-0.023773,-0.011486,0.0040134,0.0066298,0.0049876,-0.001163,0.0026289,-0.0034766,0.00075311,0.013244,-0.0060465,-0.013258,4.8407e-05
"M691.432T1339.057",-0.026206,-0.0036689,-0.012775,0.019596,0.027306,0.0014019,0.022945,-0.00098657,-0.018571,0.013692,-0.016632,0.00068849,-0.0029636,0.0081159,-0.011022,0.008035,0.004085,-0.013213,0.026255,-0.0090381,0.015342,-0.0051117,-0.012228,0.0064511,-0.010773,0.0021082,0.018353,-0.0046978,-0.0017951,-0.0042927,-0.019682,0.0061782,-0.0059537,-0.006934,-0.0094253,-0.012302,0.010913,-0.0059633,0.0082484,0.010199,0.001722,-0.0068513,0.010063,-0.0019949,0.0013267,-0.0090162,-0.0026141,0.0017437,0.0080179,0.0073329
"M549.392T1385.9",-0.022095,-0.0029614,0.0042664,-0.036067,0.019534,-0.0097712,0.0047786,-0.013471,-0.012063,-0.016589,-0.02172,0.013842,-0.02102,-0.014408,0.0028977,0.0067133,0.018956,-0.016105,-0.012742,-0.00043887,-0.0082281,0.0006158,-0.0084106,0.00617,-0.0056303,-0.0027068,-0.0049974,-0.00086235,0.00094134,0.0058747,-0.020466,0.017867,-0.0058561,-0.004979,-0.016508,0.0022464,0.015121,-0.0082818,-0.0040295,-0.0055711,-0.0087494,-0.0016211,-0.0019088,-0.014106,-0.0050548,-0.012678,0.010513,0.0090535,0.0012656,-3.9868e-05
"M875.326T913.799",-0.032234,-0.01038,-0.0011724,-0.0068097,-0.026326,0.0054925,0.0028472,-0.013132,0.015477,0.0066265,0.0096842,0.010481,-0.00093419,-0.033537,-0.014492,0.031015,0.010688,0.015027,-0.00057003,0.0029281,-0.00091143,0.018023,-0.0089171,-0.018303,-0.0020991,-0.031851,0.0035581,0.010461,0.016385,0.01193,0.010407,0.008154,0.0098685,-0.001244,-0.013715,0.0097887,-0.013011,0.011258,-0.0017005,-0.010569,-0.023143,0.00035307,0.0080016,0.024796,-0.002888,0.015283,-0.0038926,0.010611,-0.021722,0.0031746
"M623.426T1405.986",-0.023465,-0.0040292,-0.0046161,-0.023605,0.020102,0.0011919,-0.0079129,-0.0038082,0.0013757,-0.013735,-0.025724,0.0070535,-0.015599,-1.1265e-05,-0.0014657,0.023878,-0.018012,-0.014631,-0.0015671,0.019021,0.0044974,0.014559,-0.0097623,0.011252,-0.003064,-0.0095389,0.013902,-0.0028932,0.0051576,-0.011346,-0.0026894,-0.005089,-0.0023301,-0.012241,0.015296,-0.0011661,-0.0011117,0.0059851,-0.0087642,0.0086157,0.010274,-0.0033122,0.0027233,0.0080266,-0.0021251,0.0022326,-0.01658,-0.016419,0.0036368,-0.0082367
"M1087.418T959.199",-0.031326,0.00069491,-0.015111,-0.015904,-0.01981,0.00020518,0.0129,0.0104,0.0023668,0.014218,-0.033932,0.011206,0.040409,0.033063,-0.022116,-0.010887,0.028976,0.024535,0.014526,0.0090965,0.017526,0.028315,-0.0097873,0.011271,0.016319,0.029337,0.0099232,-0.017257,0.0039464,-0.0025809,-0.0069644,-0.010597,0.015224,-0.021231,0.0080984,-0.0064994,-0.028448,-6.8434e-05,-0.034113,0.015956,0.019829,-0.011787,-0.0043947,-0.0035084,-0.0020567,-0.00035718,-0.015514,0.0065381,0.0023176,-0.0061977
"M849.314T843.183",-0.029256,-0.0073313,0.0088283,-0.014838,-0.010063,0.013717,0.01058,0.013106,-0.0065422,-0.023666,0.021794,-0.02018,0.021981,-0.012689,0.0094086,0.005022,-0.0040971,0.0064227,0.023195,-0.013099,-0.01307,0.015967,-0.017413,-0.011454,-0.00018724,0.023278,-0.02355,-0.021085,0.030545,-0.012985,-0.017745,0.0037901,-0.0078536,-0.0038614,0.014947,0.0055033,0.0041134,0.0089755,0.01949,-0.013044,-0.014726,0.0078089,-0.023296,-0.019865,-0.016447,0.004484,0.0041594,0.021953,0.0021027,0.005934
"M985.572T1323.311",-0.034005,-0.002279,0.00011669,0.031253,0.01607,0.0050099,0.003037,-0.002844,-0.0068835,0.015293,-0.014727,0.0096021,-0.015128,0.0033313,0.001282,-0.022685,0.021313,0.0030644,-0.0051845,0.005009,-0.0047937,0.0069671,0.0095724,-0.0096572,-0.00029361,-0.010613,-0.0051408,-0.0056729,-0.012562,-0.01624,0.0014705,-0.0064213,-0.014532,0.0099047,-0.010838,-0.010136,-0.00074882,0.004105,-0.011184,0.002476,0.015428,0.0026634,-0.011216,-0.0051861,0.0053095,-0.007051,0.0076718,-0.0050769,-0.019971,-0.011429
"M984.382T940.951",-0.032818,-0.0011386,-0.0076324,-0.021712,-0.022549,0.0077574,-0.014208,0.005104,-0.009938,0.029469,0.023807,0.0047791,-0.051044,-0.030585,0.043494,-0.0309,-0.056223,-0.019381,0.024657,0.045985,0.024392,0.022834,0.020544,0.0040424,0.026193,-0.0031797,-0.0050275,0.0049619,0.0039096,-0.0089675,-0.0093939,-0.018601,0.0017449,0.0058024,0.016214,-0.0013584,0.0061978,0.0045799,0.0013954,-0.0075442,-0.013172,0.0077328,0.013068,-0.011446,-0.0042001,0.017494,0.00050811,0.016917,0.0042997,0.0059067
"M974.38T936.403",-0.026489,-0.0035377,-0.0017123,-0.017295,-0.018734,-0.0027403,0.0063076,0.0039969,0.014017,0.0087639,-0.0098376,-0.0025985,0.0050652,0.0020471,0.005284,0.0066981,0.0024766,0.023674,-0.0088557,0.001388,0.0093069,-0.0060839,-0.00062958,0.0044583,-0.0055311,-0.0018625,0.0022222,-0.0017912,-0.0010123,-0.00012678,-0.0071511,-0.0063541,0.0049848,-0.00059403,-0.009829,-0.0034089,0.0026737,0.00085004,-0.0094244,0.011405,-0.010989,0.0047157,0.00011641,-0.0016042,-0.00023874,-0.017779,0.0052942,-0.0075487,0.0036925,0.0035087
"M335.219T1456.26",-0.0075266,0.0047665,-0.01841,-0.0015401,0.031453,-0.011075,0.02898,-0.049158,0.034223,0.0011704,0.0098104,-0.0034283,9.2139e-05,0.02943,0.0048822,-0.030989,-0.036125,0.015074,0.012107,-0.018228,0.01392,0.0054598,-0.039368,-0.0037571,0.0082379,0.01446,-0.0095379,-0.034235,0.010362,0.029865,0.054063,0.027174,0.003323,0.011056,-0.034525,0.047966,0.021838,-0.029706,0.036745,0.052425,-0.012396,-0.00025985,-0.040472,0.015614,0.0095916,0.017076,0.035963,2.0526e-05,-0.055319,0.0015759
"M822.526T1356.611",-0.026024,0.0017852,-0.0050139,0.018522,0.029394,0.001784,0.015755,0.015391,-0.018994,0.010859,-0.0037696,-0.0052919,0.014479,0.018446,0.0027554,0.013269,0.0089653,-0.0060619,-0.0083712,-0.014841,-0.009116,-0.0093853,-0.017302,-0.0095667,0.0027977,0.021832,0.0012835,0.0018238,0.0021365,-0.0040999,-0.0074965,-0.0014763,-0.0050752,0.0029651,-0.0017756,-0.0034725,0.0036412,-0.0037674,-0.0045484,0.0027651,-0.0081083,0.002998,-0.0015632,0.0011399,0.0039109,0.0076786,-0.00052991,0.0057285,0.015076,-0.0021331
"M886.353T1006.792",-0.025164,-0.0025235,-0.0078371,-0.025455,-0.021489,0.010005,-0.0021234,-0.014568,0.028572,0.0090762,0.0067529,-0.0066721,-0.030801,0.0064712,-0.00089268,0.019784,0.0066787,-0.0093088,0.010599,0.030129,0.012182,0.041018,0.0050073,-0.0017616,0.018981,0.01931,0.015875,-0.0062799,0.0034636,-0.022527,0.009491,-0.0063071,0.018156,-0.011155,0.0012714,0.0088138,0.016844,0.0046241,0.0085012,-0.010561,0.0066453,0.020217,0.02076,-0.00042706,-0.015605,0.022615,0.019429,0.004459,-0.025258,0.00032156
"M621.422T1439.586",-0.015029,-0.0019156,-0.00963,-0.023474,0.017523,-0.022782,-0.021822,-0.01026,0.0083072,-0.013746,-0.015515,0.015752,0.0013118,0.0053117,-0.014368,0.018369,-0.0086631,-0.0059398,0.0052611,-0.0028254,-0.0065252,-0.0069256,0.024854,0.023237,-0.001215,-0.029534,-0.0066164,-0.019005,0.0072835,-0.005092,0.0022991,-0.010777,-0.0025548,-0.0055798,0.012311,0.0048989,-0.026663,0.01115,0.00065762,0.0054909,0.0036347,0.010249,0.020318,-0.0038208,0.017854,0.0057766,0.015663,0.014916,0.00092673,-0.00021774
"M878.337T941.124",-0.025192,-9.0197e-05,-0.0040873,-0.019583,-0.014896,0.0052182,0.0015343,0.00029432,0.010961,0.0058982,0.0056208,0.010309,0.018195,0.013816,-0.0066782,0.016818,-0.012317,0.021129,-0.0042696,0.0065803,0.00068954,0.016581,-0.013565,0.016467,-0.0095001,0.027636,0.000409,-0.0099966,0.010127,-0.0046926,-0.00029833,0.00061487,0.022801,0.014101,-0.0085848,0.0058513,0.0051465,0.0028429,0.0034006,0.0080714,0.005132,-0.0091394,0.00082765,-0.002073,0.0039271,0.0076595,-0.0068295,-0.0043345,-0.0092413,0.0064603
"M512.175T909.479",-0.033556,-0.020254,0.00019256,0.011076,-0.022886,-0.0089212,-0.011458,-0.024811,0.029535,-0.016277,-0.00070161,-0.024901,-0.019393,-0.040275,-0.051515,-0.028908,0.035508,-0.013084,-0.00086594,0.022841,0.0067345,0.011358,0.0173,-0.010667,-0.010499,0.0048927,-0.021278,0.0099844,-0.0097518,-0.0064362,0.0055816,0.0017877,0.00047031,0.022244,-0.017769,0.0013063,-0.0088891,0.008488,-0.0092189,-0.014409,-0.014926,-0.0087149,-0.00027032,-0.0039724,-0.0039152,-0.0061428,-0.0073069,0.00097504,-0.0076455,-0.013133
"M819.303T925.437",-0.028615,-0.0064895,0.0046563,-0.01784,-0.034471,0.008253,-0.0012724,-0.01351,0.0039672,0.025772,-0.012157,-0.0045824,0.022883,0.021291,0.0019562,0.016801,0.018436,-0.011366,-0.0099521,0.030571,0.014323,0.022691,-0.0054299,-0.0048247,-0.022674,-0.0087253,-0.022235,0.013621,-0.00052399,0.01302,-0.011584,-0.00074193,-0.0089705,0.0057521,0.0053915,0.0080385,0.0039014,-0.00085447,0.010746,0.0024569,0.01621,0.0033027,-0.0038986,0.018785,0.010302,0.021263,0.011388,0.014607,-0.0099603,0.0088169
"M954.596T1492.083",-0.027187,0.02714,0.0031757,0.013154,0.025719,0.024088,0.0056825,-0.018486,-0.049499,0.0035197,0.019873,-0.01273,0.042436,0.0098698,0.015695,0.061821,-0.038772,-0.0069519,-0.004984,0.025731,4.5799e-05,0.006028,-0.0086655,0.002163,-0.0020982,-0.00089251,0.005467,-0.0059981,0.0090977,-0.022036,0.02411,0.011291,-0.022733,0.00061613,0.025517,0.010453,-0.0092607,0.0013084,-0.012102,0.0017023,0.019782,-0.0091755,-0.0038726,0.0063412,0.0134,0.011378,-0.0085817,-0.0066556,-0.0045007,0.0097648
"M623.435T1308.231",-0.024954,-0.0052096,0.0051385,-0.014052,0.023117,-0.0010043,-0.0077013,4.4928e-05,-0.0060158,-0.021431,-0.015109,0.011695,-0.022475,-0.010244,-0.0098988,0.014006,-0.012983,-0.0067956,-0.0033,0.0060446,-0.0055835,0.0064165,-0.017448,0.0087415,0.0034299,-0.010143,0.0058146,-0.0014542,-0.002839,-0.015573,0.00078584,0.0026519,0.0043221,-0.0059471,0.0038972,-0.0057062,0.0078566,-0.0068252,-0.0046263,0.0045703,0.0083268,0.0030148,0.0029303,-0.00071259,-0.0049613,-0.0020046,-0.01241,-0.0006835,-0.0017356,0.0077331
"M993.57T1273.542",-0.034109,0.0090218,-0.0027075,0.021902,0.025717,0.017776,-0.0054741,-0.0010576,-0.022481,0.021214,0.015585,0.011792,0.0097236,0.013464,0.021369,0.013192,-0.0054339,0.00053987,0.0057472,-0.0027825,-0.002863,0.0085466,-0.0025223,0.0027235,-0.0025071,-0.007832,0.0060571,-0.0059663,0.0023254,-0.01169,0.027187,-0.013514,-0.0056506,-0.00084664,0.012318,0.014595,-0.010868,-2.9096e-05,0.00018351,0.00083418,0.014612,0.0026079,0.0051328,0.00015182,0.00076586,-0.0021527,0.002074,-0.012088,-0.0094047,-0.0079557
"M889.582T1473.64",-0.008853,0.023774,0.022274,-0.0074566,-0.025002,-0.018067,-0.02995,-0.034999,-0.0027047,-0.028624,0.0028079,0.0092115,-0.025487,0.018568,-0.042164,0.015366,-0.042514,0.023295,0.028501,-0.0095447,-0.027597,0.020585,0.051478,0.020231,0.0055348,0.019795,-0.022209,-0.00832,0.043415,0.0099107,-0.021184,0.017095,-0.022766,0.013815,-0.055374,0.028097,0.020105,-0.0054465,0.041426,-0.02328,-0.015509,-0.062382,-0.035384,0.01992,-0.025387,-0.0014758,-0.037054,-0.020809,-0.022761,-0.011977
"M867.357T1023.188",-0.025601,-0.0016581,0.00064081,-0.019066,-0.023694,-0.0046869,-0.0092864,0.010285,0.0022879,0.014897,0.0012282,0.00024367,0.016635,0.0019779,-0.0013919,-0.0087723,-0.0082761,0.0023701,-0.0020807,-0.0085389,0.02018,-0.016194,-0.0014238,0.012349,0.0070906,-0.0055332,-0.010284,0.0096458,-0.0025003,0.00097112,0.0046165,0.010141,0.015228,0.011961,-0.017423,-0.0085529,0.0028682,0.0054117,0.008952,-0.007884,0.0066884,0.010015,-0.0048896,-0.00016784,-0.00059775,-0.0047639,0.020942,0.005836,-0.012122,0.00012331
"M585.283T918.479",-0.024612,0.00014552,-0.016179,0.048055,0.0058261,-0.0064233,-0.010795,-0.033259,-0.0018657,0.018234,0.019428,0.015433,-0.0067937,0.025267,0.017884,-0.0044809,-0.014916,-0.0049058,-0.019602,-0.006339,-0.016122,0.0092828,0.0052816,0.0031202,0.023603,-0.053849,-0.008535,0.0064986,-0.011984,0.033453,0.022747,-0.0043648,0.018376,-0.029459,-0.0021623,0.061472,0.013421,-0.003093,-0.009382,-0.013669,-0.0060066,-0.0072889,-0.013435,0.039657,0.021785,-0.0076498,0.011705,-0.012381,0.012529,-0.0044648
"M817.264T804.01",-0.022731,-0.014434,0.0036687,-0.0023461,-0.011926,-0.0020475,0.016113,-0.010053,0.023299,0.010421,0.00352,-0.0051573,-0.00011672,-0.0078224,0.010792,0.013192,-0.012701,0.0077206,0.024453,0.0086978,0.01655,0.007336,0.009096,-0.0016319,0.014304,0.0095449,-0.0063488,0.011901,-0.0080612,0.021876,-0.0017721,-0.010386,-0.01938,-0.012135,0.031699,0.01699,0.021889,-0.010069,-0.017226,-0.010157,0.0021565,0.013865,0.0064125,-0.011877,-0.0021207,0.0099999,-0.0016928,0.0017012,-0.010145,-0.0065176
"M567.238T913.185",-0.029004,-0.0025156,-0.0036093,0.01053,-0.0008489,-0.0071725,-0.0090675,0.0065279,0.0013157,-0.0048806,0.0037398,0.013026,-0.025443,0.035328,-0.0097513,-0.013659,0.005144,0.012815,0.0067667,-0.0030863,-0.0045168,-0.0033738,0.013894,0.0093326,0.0045501,0.0054867,0.0047161,0.002316,-0.0046892,0.016579,-0.015473,-0.010639,-0.0049615,-0.015256,0.0045629,-0.0051652,-0.00075345,0.012951,0.013004,-0.0071892,-2.5257e-05,-0.011532,-0.025327,0.0090036,0.019714,0.0028842,0.0042434,0.0029067,-0.01422,0.010853
"M956.379T959.199",-0.025219,-0.0028918,-0.0051265,-0.021059,-0.015649,0.0047904,0.0076505,0.015053,0.0031112,0.0018316,0.0065621,-0.0039126,-0.0022122,-0.007769,0.016443,-0.018893,-0.011587,0.003994,0.015217,0.0081258,0.0081794,0.011549,-0.0064126,-0.0088262,0.019152,0.020847,0.0036664,-0.0085575,0.013255,-0.011467,-0.011813,0.0024558,0.0025837,-0.011531,-0.0036304,-0.00030143,0.0025075,0.0019627,0.0045934,-0.011574,0.0058262,0.0013645,0.016773,0.010623,0.011132,0.010583,0.0035927,-0.0011019,0.013726,-0.0077438
"M424.212T1390.408",-0.01239,-0.0056913,0.015526,0.012071,0.016223,0.0046644,0.0018843,0.01186,-0.0018992,-0.0034379,-0.013738,-0.0047044,-0.020209,0.0071217,-0.015853,0.016935,0.019045,-0.029395,-0.0034813,-0.016639,0.01732,0.010356,-0.012432,-0.0074638,0.018613,0.015415,0.015658,0.021721,0.014552,0.0040504,-0.00935,-0.0071206,0.013041,0.0020625,0.014268,0.012385,-0.020046,0.0012133,-0.0036435,-0.0060395,-0.0097535,0.013226,0.0020806,0.012806,0.0047755,0.0019087,0.0082483,-0.019376,0.027538,-0.0057584
"M625.264T1339.593",-0.024534,-0.0015352,0.0070806,-0.001791,0.02197,0.0087673,0.027623,-0.03468,0.027568,-0.016338,-0.0037965,-0.010601,-0.0024069,0.022202,-0.012012,-0.055092,-0.084243,0.026752,-0.026406,0.038196,-0.02647,0.048637,-0.011461,-0.019093,-0.0078482,0.018148,0.017128,-0.042712,-0.032928,0.034285,0.012479,-0.020896,0.069008,-0.0015709,-0.032743,0.027647,-0.021837,-0.021003,0.0012209,0.02639,0.01942,-0.010697,0.030065,0.027624,0.0030098,0.010127,0.034818,0.0029725,0.0025044,-0.014997
"M788.28T891.652",-0.031131,-0.0055739,0.0045826,-0.0013103,-0.011401,-0.0057547,0.0035129,0.01115,0.00027272,0.012987,-0.0040304,-0.00044172,-0.011561,0.0058088,-0.011834,0.00062915,-0.016951,-0.0017665,0.0060607,0.0066467,-3.2836e-05,-0.022111,0.0093625,0.0014123,0.022288,0.010677,-0.0111,0.0075397,-0.0037365,0.0053931,-0.0064362,-0.0054416,-0.006913,-0.01238,-0.004535,-0.01903,-0.0024205,-0.020327,-0.010615,-0.012269,0.017876,0.0084527,0.015967,-0.01438,0.016244,-0.0047944,-0.035805,-0.014127,-0.0044906,0.0033088
"M574.466T1295.888",-0.02026,-0.0035627,0.010856,-0.027001,0.016673,-0.027107,0.005062,0.020149,-0.017217,-0.031323,-0.032344,-0.0081495,0.0012711,-0.025938,0.010526,-0.024513,-0.018911,-0.020597,0.01867,-0.01214,0.0068524,-0.00176,-0.01149,-0.0040007,0.01113,0.024502,-0.011535,0.011462,0.014647,0.0055964,-0.012778,0.0064543,0.006579,-0.0086309,0.02085,-0.00016324,-0.017413,-0.019628,0.011714,-0.018968,-0.018888,-0.010553,0.024732,-0.00055751,0.0090444,0.0064574,-0.027477,-0.0063912,0.0090123,-0.00089214
"M329.157T1608.526",0.0021618,0.0058786,-0.05315,0.023199,-0.020764,-0.013916,-0.0055672,-0.020037,0.0083492,-0.016821,-0.0071277,0.00020071,-0.010493,0.019327,0.0055876,-0.0030918,-0.013974,-0.0088744,0.014341,-0.0072384,0.01448,-0.021496,0.0036439,-0.014361,-0.013398,-0.021026,0.013815,-0.0069008,0.0061256,0.0012747,-0.0063392,0.0092825,0.010873,-0.0062548,0.0018956,-0.000216,0.0011674,-0.0069365,0.0052791,0.0081245,-0.013077,0.0062613,-0.025216,0.013836,0.020014,-0.020397,-0.042499,0.0036611,-0.0049675,0.0031112
"M1023.55T1219.14",-0.033339,-0.0020032,-0.0054706,0.014699,0.026587,-0.0023801,-0.0012108,-0.0087896,-0.034538,-0.0056569,0.054967,-0.0096092,-0.0048652,0.023285,-0.050764,0.019186,-0.020787,-0.030628,-0.0040869,0.015338,-0.01732,-0.011173,0.0078961,0.0086557,0.01182,-0.0010602,-0.030343,-0.0034337,0.019876,-0.00064928,-0.0043519,-0.0032671,-0.0049154,-0.0011108,0.0019162,-0.0021167,-0.007077,0.0035266,0.0041211,-0.010457,0.0049696,0.001319,-0.0031101,-0.007448,0.0075834,0.0097194,-0.0050978,0.00067787,0.0073736,0.0010093
"M602.243T872.624",-0.02684,-0.0031347,0.0086861,-0.0043145,-0.0055827,0.0059011,-0.0034516,-0.00086389,-0.013341,0.023696,0.0077342,0.0010692,0.0097226,-0.0015293,0.018481,-0.017678,-0.015543,-0.01282,-0.008179,0.00056874,0.0039231,-0.027778,0.014945,0.0062929,-0.0085362,-0.008659,-0.014866,0.0067544,-0.0079783,0.0032021,0.0054244,-0.0064939,-0.0064006,0.0081467,-0.0045962,-0.0092581,-0.010538,0.0044654,-0.0015115,0.005481,0.020397,0.0028852,-0.0062214,-0.0068476,0.0011737,0.0018087,0.027526,0.0091691,0.0095869,-0.0053136
"M1009.394T924.637",-0.02867,-0.0051694,-0.0018747,-0.021215,-0.025762,0.0080287,-0.013002,0.006135,-0.031988,-0.00070939,0.017877,-0.0164,0.023222,0.011617,-0.0060436,-0.0070534,-0.0054144,-0.032546,0.0081513,0.011267,0.0038831,-0.004855,0.022833,0.016753,0.018476,0.014208,0.0033626,0.0031009,-7.5539e-05,0.0053681,-0.009874,-0.0084493,-0.0077013,-0.013912,0.0088178,-0.0048862,0.0046271,0.0003791,0.013654,-0.015705,0.0086593,-0.0093909,0.0083626,-0.0061679,0.017263,0.0085568,0.0012766,-0.015632,0.016291,-0.0062159
"M692.521T1354.385",-0.0086289,0.022966,0.00096806,-0.04452,0.028906,0.0077415,-0.024457,-0.0071992,0.0029123,-0.0083476,0.0054176,0.024419,0.0003071,-0.012155,0.013847,0.019467,-0.011681,-0.040153,-0.052881,-0.055987,0.020387,-0.024552,0.021322,-0.069809,0.001078,0.062105,0.0022406,-0.018823,-0.031733,-0.046995,-0.015625,0.01067,0.027689,-0.0047405,0.059792,0.040772,0.057312,0.070889,0.024751,-0.010719,0.057479,0.032708,-0.0017103,0.025137,0.033221,0.0059,-0.018589,0.011133,0.051072,-0.00076055
"M1132.44T940.951",-0.028545,-0.0035582,-0.0044472,-0.0070707,-0.035217,0.014703,0.0046952,0.0023944,-0.011509,-0.030903,0.0066016,-0.0076657,0.021184,-0.026803,0.01754,-0.012665,0.010634,-0.001661,-0.0057269,-0.016415,-0.033277,-0.0057694,-0.015851,0.027722,-0.032755,0.0078093,0.02389,-0.0025064,-0.024062,-0.032958,0.0015049,-0.00012808,0.023517,0.013924,-0.044392,-0.0093433,0.0085795,-0.020359,-0.034441,0.0078486,0.0090656,0.0026117,-0.0021147,-0.025582,0.041232,-0.025133,0.0045881,0.027519,-0.0088428,0.0043808
"M550.197T886.012",-0.038712,-0.0094912,-0.0084146,0.0043076,-0.0049575,-0.0037893,0.01488,0.0031514,0.00050823,0.0020711,0.003414,-0.0080434,0.025641,-0.05447,0.0041265,0.03423,-0.046025,0.0069593,0.002089,-0.005576,0.0035437,-0.0032396,-0.010856,-0.02595,0.025352,0.015549,0.013683,-0.015003,0.014179,0.014968,-0.00095967,0.012527,0.03137,-0.0016691,-0.0064043,-0.010435,-0.018602,-0.0033245,-0.027779,-0.0023814,-0.0031431,0.015579,-0.010461,0.0047092,-0.004825,-0.0016413,-0.035415,-0.0048379,-0.0079476,0.0068506
"M905.364T942.609",-0.024807,-0.0026708,-0.0068763,-0.010664,-0.023267,0.0056304,0.002771,-0.0099579,0.0025586,0.02362,-0.00018283,-0.0080552,0.0039858,-0.027227,0.030609,-0.012231,-0.018996,-0.018365,-0.00048057,0.025025,0.014409,0.0096662,-0.021414,-0.0038033,-0.015078,-0.010202,-0.0040144,0.011974,0.0077029,-0.0077189,-0.00026689,-0.0005727,0.012183,0.015245,-0.01191,-0.010101,-0.003573,-0.010664,-0.0019722,-0.0086918,0.0052911,-0.013984,0.019365,0.0049401,0.0021981,0.019821,-0.0086419,-0.0031619,0.0074762,-0.0081702
"M735.268T909.479",-0.031135,-0.0078722,0.00040313,0.004115,-0.013847,-0.0059196,-0.0085858,0.015841,0.028968,-0.025953,0.0029174,0.060673,-0.032295,-0.03199,-0.038795,-0.0033539,0.042226,0.05272,-0.0054639,-0.032802,-0.028349,-0.0032703,0.00974,0.0094971,0.023137,0.002383,0.011897,-0.026023,0.0021352,0.0034558,0.0034154,0.0073832,0.015052,0.013168,-0.032627,-0.0066245,-0.017859,-0.0086106,0.0018677,-0.010202,-0.009176,0.024991,-0.018687,-0.0056147,0.0049406,-0.022289,0.0045587,-0.020592,-0.028253,-0.010478
"M640.427T1423.35",-0.02088,-0.0026133,-0.0061671,-0.024381,0.022101,0.00089415,-0.015306,-0.015196,0.002124,-0.014325,-0.013067,-0.0044834,0.003987,-0.01517,-0.010846,0.012885,-0.020944,-0.0088388,-0.0093907,0.018818,-0.0016061,-0.00289,0.0022846,0.011686,-0.013184,-0.022657,0.007555,-0.017628,-0.0024902,-0.015579,0.00019431,0.00081918,-0.004415,0.0066005,0.015511,-0.0021095,-0.013673,0.019114,-0.0079797,0.019284,0.049431,-0.0047505,0.00066579,-0.0063537,0.034764,0.015922,-0.035687,0.0069219,0.019087,-0.0041966
"M775.254T776.817",-0.020568,-0.015604,0.0041908,0.012099,-0.0097134,-0.0082583,0.024127,-0.010652,0.0287,-0.0021336,0.0052769,-0.011712,-0.014609,0.0086705,0.010391,0.016477,-0.035364,0.016429,0.025676,0.014363,0.02086,-0.0062647,0.0096431,-0.011296,0.02358,-0.0029379,-0.0076537,0.01454,-0.0063253,0.0088858,0.0028515,0.0027767,-0.031906,-0.0021284,0.030148,0.014341,0.027511,-0.029434,-0.016319,-0.0022661,0.010449,4.4426e-05,0.00016247,-0.004402,0.0057949,0.0061287,0.016609,-0.0141,-0.014862,0.0061635
